data;

param POPN:=
[3,3006320]	28318
[3,6612211]	29509
[3,2989819]	10441
[3,3029995]	15674
[3,3037937]	12244
[3,2983395]	36370
[3,6455959]	40568
[3,6424736]	110777
[3,3027746]	40109
[3,2980104]	10526
[3,6424553]	16253
[3,2972633]	22063
[3,6617597]	30896
[3,3026145]	14771
[3,6617585]	17870
[3,2977350]	24280
[3,2970477]	7207
[3,6434263]	24556
[3,3027507]	48731
[3,3025668]	32948
[3,3022060]	13811
[3,3034064]	37050
[3,3007957]	18882
[3,3032629]	23701
[3,3021435]	5986
[3,6433360]	17717
[3,2991847]	37457
[3,6446574]	20431
[3,2974675]	35385
[3,6454661]	28739
[3,3023937]	31464
[3,2988160]	41460
[3,2976794]	26436
[3,3026610]	44446
[3,6455948]	18770
[3,3007730]	6458
[3,2995024]	8828
[3,2970828]	8971
[3,2991325]	18501
[3,3006806]	11742
[3,6454141]	13414
[3,2990932]	37100
[3,2968897]	17647
[3,3032151]	12279
[3,6430076]	8584
[3,3036987]	39914
[3,2993654]	6601
[3,6442915]	24118
[3,2968574]	26733
[3,2977922]	39983
[3,3004609]	2914
[3,3038249]	24317
[3,2986454]	63585
[3,2999391]	7581
[3,2990767]	26910
[3,2983487]	4950
[3,3004774]	9402
[3,2979976]	41656
[3,2979900]	50843
[3,2981901]	6552
[3,3008249]	8379
[3,3029603]	6026
[3,6424630]	27771
[3,3034287]	23889
[3,2995003]	3677
[3,6451052]	74402
[3,3020620]	37910
;

end;

