unit,facility,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 
NR,HBEDT,ES22	: 	2253 p	2191.00 	2140.00 	2126.00 	2125.00 	2118.00 	2146.00 	2168.00 	2208.00 	2378.00 	2370.00 	2367.00 	2356.00 	2319.00 	2128.00 	2249.00 	2251.00 	2236.00 	2257.00 	2300.00 	2310.00 	2331.00 	2527.00 	2609.00 	2575.00 	2609.00 	2660.00 	2717.00 
NR,HBEDT,ES23	: 	1045 p	1018.00 	998.00 	1015.00 	1012.00 	1002.00 	1004.00 	990.00 	919.00 	931.00 	934.00 	889.00 	940.00 	948.00 	950.00 	937.00 	980.00 	895.00 	888.00 	883.00 	857.00 	884.00 	989.00 	995.00 	956.00 	948.00 	975.00 	1024.00 
NR,HBEDT,ES24	: 	4859 p	4802.00 	4933.00 	4934.00 	4884.00 	4861.00 	4880.00 	4840.00 	4834.00 	4958.00 	5002.00 	5045.00 	5019.00 	4921.00 	5035.00 	4986.00 	5008.00 	5037.00 	5028.00 	5027.00 	5070.00 	5128.00 	5255.00 	5248.00 	5398.00 	5431.00 	5562.00 	5714.00 
NR,HBEDT,ES30	: 	18414 p	18282.00 	18060.00 	17930.00 	17874.00 	18017.00 	18209.00 	18268.00 	18522.00 	18812.00 	18814.00 	19113.00 	19387.00 	18834.00 	18826.00 	18716.00 	18116.00 	18227.00 	18217.00 	18209.00 	18733.00 	19224.00 	19536.00 	19953.00 	20316.00 	20748.00 	21458.00 	21433.00 
NR,HBEDT,ES41	: 	8474 p	8415.00 	8493.00 	8419.00 	8376.00 	8576.00 	8563.00 	8640.00 	8937.00 	9154.00 	8983.00 	9007.00 	8957.00 	8972.00 	9862.00 	9818.00 	10164.00 	10263.00 	10347.00 	10732.00 	10791.00 	10689.00 	10612.00 	10962.00 	11038.00 	11756.00 	12039.00 	12380.00 
NR,HBEDT,ES42	: 	4780 p	4762.00 	4740.00 	4780.00 	4812.00 	4728.00 	4559.00 	4570.00 	4717.00 	5191.00 	5253.00 	5384.00 	5260.00 	5126.00 	4976.00 	4838.00 	4861.00 	4849.00 	4902.00 	4906.00 	4956.00 	5058.00 	5124.00 	5205.00 	5155.00 	5178.00 	5183.00 	5103.00 
NR,HBEDT,ES43	: 	3715 p	3566.00 	3526.00 	3505.00 	3527.00 	3596.00 	3802.00 	3852.00 	3762.00 	3856.00 	3898.00 	3823.00 	3914.00 	3819.00 	3685.00 	3721.00 	3697.00 	3899.00 	3877.00 	3815.00 	3853.00 	3768.00 	3880.00 	3962.00 	3986.00 	4021.00 	4161.00 	4114.00 
NR,HBEDT,ES51	: 	29331 p	29220.00 	29198.00 	28969.00 	28575.00 	28338.00 	28187.00 	27983.00 	28629.00 	28921.00 	30122.00 	30359.00 	30457.00 	30530.00 	30448.00 	29845.00 	30014.00 	29151.00 	29588.00 	28871.00 	29054.00 	29061.00 	28752.00 	29069.00 	29754.00 	29897.00 	29817.00 	30385.00 
NR,HBEDT,ES52	: 	12039 p	11600.00 	11722.00 	11679.00 	11643.00 	11633.00 	11606.00 	11582.00 	11616.00 	11951.00 	12282.00 	12194.00 	12083.00 	12182.00 	11697.00 	11498.00 	11494.00 	11310.00 	11335.00 	11174.00 	11405.00 	11669.00 	11619.00 	11501.00 	11761.00 	11712.00 	12045.00 	12292.00 
NR,HBEDT,ES53	: 	3418 p	3448.00 	3530.00 	3472.00 	3531.00 	3506.00 	3352.00 	3289.00 	3286.00 	3289.00 	3356.00 	3342.00 	3425.00 	3398.00 	3188.00 	3229.00 	3265.00 	3312.00 	3361.00 	3396.00 	3339.00 	3386.00 	3473.00 	3428.00 	3303.00 	3110.00 	3285.00 	3213.00 
NR,HBEDT,ES61	: 	18600 p	18425.00 	18443.00 	18473.00 	18253.00 	18494.00 	18242.00 	18406.00 	18159.00 	18554.00 	18733.00 	19448.00 	19570.00 	20109.00 	19953.00 	19999.00 	20310.00 	20380.00 	20752.00 	21164.00 	21492.00 	21498.00 	21618.00 	21607.00 	21786.00 	21872.00 	22265.00 	21599.00 
NR,HBEDT,ES62	: 	4673 p	4869.00 	4759.00 	4688.00 	4752.00 	4746.00 	4677.00 	4643.00 	4660.00 	4634.00 	4565.00 	4509.00 	4492.00 	4399.00 	4223.00 	4128.00 	3977.00 	3798.00 	3677.00 	3908.00 	3810.00 	3902.00 	3800.00 	3677.00 	3740.00 	3459.00 	3483.00 	3646.00 
NR,HBEDT,ES63	: 	174 p	179.00 	177.00 	177.00 	178.00 	178.00 	180.00 	180.00 	182.00 	179.00 	176.00 	185.00 	197.00 	182.00 	182.00 	185.00 	185.00 	228.00 	230.00 	227.00 	220.00 	230.00 	215.00 	246.00 	262.00 	260.00 	260.00 	321.00 
NR,HBEDT,ES64	: 	167 p	161.00 	161.00 	163.00 	161.00 	165.00 	165.00 	165.00 	165.00 	166.00 	167.00 	170.00 	165.00 	196.00 	193.00 	200.00 	201.00 	200.00 	200.00 	195.00 	225.00 	197.00 	194.00 	220.00 	220.00 	224.00 	233.00 	233.00 
NR,HBEDT,ES70	: 	6226 p	6465.00 	6806.00 	6722.00 	6650.00 	6700.00 	6612.00 	6560.00 	6613.00 	6710.00 	6865.00 	6911.00 	6934.00 	7007.00 	7083.00 	7631.00 	7558.00 	7622.00 	7600.00 	7704.00 	7718.00 	8148.00 	7612.00 	7572.00 	7526.00 	7658.00 	7865.00 	7871.00 
NR,HBEDT,FI	: 	15626.00 	18241.00 	17686.00 	18072.00 	21835.00 	23854.00 	24741.00 	26499.00 	28685.00 	29751.00 	31396.00 	33380.00 	34900.00 	35609.00 	36793.00 	37000.00 	37117.00 	37759.00 	38232.00 	38715.00 	39027 b	39285.00 	40055.00 	40586.00 	41591.00 	41483.00 	41695.00 	41807.00 
NR,HBEDT,FI19	: 	4184.00 	4593.00 	4545.00 	4703.00 	5568.00 	6202.00 	6458.00 	7267.00 	7963.00 	8271.00 	8655.00 	8844.00 	9085.00 	9208.00 	9540.00 	9650.00 	9623.00 	9659.00 	9719.00 	9846.00 	9947 b	10338.00 	10631.00 	10549.00 	10859.00 	10660.00 	10799.00 	10829.00 
NR,HBEDT,FI1B	: 	3712.00 	4617.00 	4397.00 	4765.00 	5273.00 	5519.00 	5487.00 	5741.00 	6111.00 	6376.00 	6555.00 	7534.00 	7697.00 	7757.00 	7915.00 	7904.00 	8082.00 	8517.00 	8795.00 	8986.00 	9115 b	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,FI1C	: 	3088.00 	3940.00 	3603.00 	3515.00 	4641.00 	5155.00 	5507.00 	5826.00 	6402.00 	6660.00 	7081.00 	7418.00 	8014.00 	8255.00 	8625.00 	8614.00 	8540.00 	8458.00 	8534.00 	8713.00 	8746 b	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,FI1D	: 	4588.00 	4974.00 	5081.00 	5019.00 	6276.00 	6902.00 	7200.00 	7566.00 	8091.00 	8320.00 	8969.00 	9436.00 	9959.00 	10231.00 	10548.00 	10654.00 	10695.00 	10940.00 	10988.00 	10988.00 	11053 b	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,FI20	: 	54.00 	117.00 	60.00 	70.00 	77.00 	76.00 	88.00 	100.00 	118.00 	125.00 	137.00 	148.00 	146.00 	158.00 	165.00 	177.00 	177.00 	185.00 	196.00 	182.00 	166 b	192.00 	205.00 	214.00 	210.00 	210.00 	216.00 	212.00 
NR,HBEDT,FR	: 	386918.00 	392593.00 	395670.00 	399865.00 	404248.00 	408245.00 	410921.00 	413206.00 	414840.00 	414204.00 	416710.00 	429674.00 	443008.00 	450615.00 	451110.00 	455175.00 	462143.00 	468418.00 	475431.00 	479025.00 	484279.00 	494960.00 	500846.00 	507996.00 	: 	: 	: 	: 
NR,HBEDT,FR10	: 	64205.00 	65604.00 	66012.00 	66872.00 	67414.00 	68023.00 	68726.00 	69102.00 	70703.00 	70771.00 	70948.00 	72770.00 	73464.00 	73947.00 	73507.00 	73309.00 	74246.00 	74592.00 	76081.00 	75800.00 	77634.00 	79501.00 	81240.00 	83026.00 	: 	: 	: 	: 
NR,HBEDT,FR21	: 	: 	: 	: 	: 	7910.00 	8097.00 	8249.00 	7926.00 	8211.00 	8232.00 	8358.00 	8545.00 	9615.00 	9755.00 	9733.00 	9803.00 	9833.00 	9894.00 	9975.00 	9988.00 	10179.00 	10345.00 	10495.00 	10560.00 	: 	: 	: 	: 
NR,HBEDT,FR22	: 	: 	: 	: 	: 	11632.00 	11848.00 	12068.00 	12170.00 	12210.00 	12270.00 	12275.00 	13206.00 	13712.00 	13754.00 	13670.00 	13735.00 	13784.00 	13925.00 	14043.00 	14147.00 	14154.00 	14538.00 	14649.00 	15048.00 	: 	: 	: 	: 
NR,HBEDT,FR23	: 	: 	: 	: 	: 	10586.00 	10608.00 	10567.00 	10400.00 	10622.00 	10326.00 	10428.00 	10473.00 	10948.00 	10880.00 	10931.00 	10966.00 	11425.00 	11618.00 	11862.00 	11982.00 	12070.00 	12372.00 	12295.00 	12553.00 	: 	: 	: 	: 
NR,HBEDT,FR24	: 	: 	: 	: 	: 	16189.00 	16210.00 	16120.00 	16216.00 	16080.00 	16030.00 	16244.00 	16963.00 	17354.00 	18271.00 	18188.00 	18426.00 	18817.00 	18773.00 	19029.00 	19511.00 	19599.00 	19892.00 	19987.00 	20025.00 	: 	: 	: 	: 
NR,HBEDT,FR25	: 	: 	: 	: 	: 	9046.00 	9292.00 	9460.00 	9448.00 	9746.00 	9723.00 	9927.00 	9897.00 	10461.00 	10480.00 	10393.00 	10755.00 	11046.00 	10916.00 	11309.00 	11528.00 	11694.00 	11738.00 	11869.00 	11956.00 	: 	: 	: 	: 
NR,HBEDT,FR26	: 	: 	: 	: 	: 	11372.00 	11397.00 	11593.00 	11690.00 	11705.00 	11670.00 	11892.00 	12053.00 	12370.00 	12388.00 	12487.00 	12921.00 	13169.00 	13690.00 	14068.00 	14422.00 	14415.00 	14815.00 	14880.00 	14999.00 	: 	: 	: 	: 
NR,HBEDT,FR30	: 	: 	: 	: 	: 	24709.00 	24958.00 	25176.00 	25398.00 	25446.00 	25067.00 	25160.00 	26438.00 	27090.00 	26933.00 	26906.00 	27224.00 	26862.00 	27211.00 	27378.00 	27665.00 	27187.00 	28573.00 	28476.00 	28910.00 	: 	: 	: 	: 
NR,HBEDT,FR41	: 	: 	: 	: 	: 	14934.00 	15217.00 	15407.00 	15642.00 	15720.00 	16045.00 	16295.00 	17145.00 	17750.00 	18395.00 	18700.00 	18755.00 	19031.00 	19328.00 	19490.00 	19538.00 	19760.00 	20456.00 	20774.00 	21060.00 	: 	: 	: 	: 
NR,HBEDT,FR42	: 	: 	: 	: 	: 	11539.00 	11755.00 	11855.00 	11926.00 	11936.00 	12096.00 	12189.00 	13312.00 	13885.00 	14182.00 	14339.00 	14750.00 	15096.00 	15678.00 	15830.00 	15985.00 	16008.00 	16105.00 	16339.00 	16247.00 	: 	: 	: 	: 
NR,HBEDT,FR43	: 	: 	: 	: 	: 	6919.00 	7093.00 	7233.00 	7317.00 	7555.00 	7629.00 	7661.00 	7614.00 	8154.00 	8356.00 	8381.00 	8486.00 	8499.00 	8570.00 	8485.00 	9469.00 	9411.00 	9614.00 	9859.00 	10038.00 	: 	: 	: 	: 
NR,HBEDT,FR51	: 	: 	: 	: 	: 	19843.00 	20049.00 	20247.00 	20555.00 	20487.00 	20290.00 	20332.00 	21473.00 	22281.00 	22873.00 	23098.00 	23332.00 	23963.00 	24279.00 	24521.00 	24788.00 	25263.00 	25524.00 	25455.00 	25761.00 	: 	: 	: 	: 
NR,HBEDT,FR52	: 	: 	: 	: 	: 	20590.00 	20960.00 	20997.00 	21249.00 	21234.00 	21516.00 	21608.00 	22677.00 	24073.00 	24887.00 	24995.00 	25472.00 	25982.00 	26659.00 	27256.00 	27192.00 	27584.00 	28222.00 	28795.00 	29113.00 	: 	: 	: 	: 
NR,HBEDT,FR53	: 	: 	: 	: 	: 	10267.00 	10426.00 	10625.00 	10486.00 	10557.00 	10462.00 	10521.00 	10604.00 	11122.00 	11386.00 	11459.00 	11406.00 	11657.00 	11641.00 	11787.00 	11819.00 	11885.00 	12040.00 	11920.00 	12210.00 	: 	: 	: 	: 
NR,HBEDT,FR61	: 	: 	: 	: 	: 	21635.00 	21838.00 	21925.00 	22180.00 	22056.00 	22046.00 	22141.00 	22194.00 	22584.00 	23129.00 	23183.00 	23406.00 	23965.00 	24237.00 	24317.00 	24431.00 	24771.00 	25410.00 	25724.00 	26111.00 	: 	: 	: 	: 
NR,HBEDT,FR62	: 	: 	: 	: 	: 	19075.00 	19231.00 	19272.00 	19157.00 	19324.00 	19196.00 	19170.00 	19717.00 	20087.00 	20362.00 	20212.00 	20293.00 	20367.00 	20694.00 	20822.00 	21242.00 	21468.00 	21943.00 	22558.00 	22877.00 	: 	: 	: 	: 
NR,HBEDT,FR63	: 	: 	: 	: 	: 	6077.00 	6206.00 	6212.00 	6199.00 	6178.00 	6126.00 	6191.00 	6427.00 	7035.00 	7036.00 	7033.00 	7003.00 	7190.00 	7232.00 	7500.00 	8049.00 	8179.00 	8205.00 	8275.00 	8385.00 	: 	: 	: 	: 
NR,HBEDT,FR71	: 	: 	: 	: 	: 	38780.00 	38980.00 	39166.00 	39582.00 	39815.00 	39561.00 	39753.00 	39782.00 	42101.00 	43463.00 	43761.00 	44923.00 	46431.00 	47239.00 	48271.00 	48107.00 	49006.00 	49437.00 	49905.00 	50546.00 	: 	: 	: 	: 
NR,HBEDT,FR72	: 	: 	: 	: 	: 	10104.00 	10109.00 	10115.00 	10169.00 	10047.00 	10220.00 	10399.00 	11701.00 	11789.00 	11856.00 	12003.00 	12056.00 	12082.00 	12513.00 	12536.00 	12555.00 	12919.00 	12952.00 	13033.00 	13367.00 	: 	: 	: 	: 
NR,HBEDT,FR81	: 	: 	: 	: 	: 	18999.00 	18869.00 	18861.00 	18974.00 	18761.00 	18660.00 	18885.00 	19611.00 	19517.00 	19753.00 	19589.00 	19564.00 	19568.00 	20066.00 	20317.00 	20533.00 	20922.00 	21287.00 	21698.00 	22047.00 	: 	: 	: 	: 
NR,HBEDT,FR82	: 	: 	: 	: 	: 	35405.00 	35799.00 	36014.00 	36363.00 	35275.00 	35257.00 	35334.00 	35950.00 	36711.00 	37272.00 	37475.00 	37490.00 	37947.00 	38579.00 	39316.00 	38944.00 	38838.00 	40388.00 	40856.00 	41155.00 	: 	: 	: 	: 
NR,HBEDT,FR83	: 	: 	: 	: 	: 	2027.00 	2019.00 	1947.00 	1989.00 	2103.00 	2188.00 	2276.00 	2230.00 	2152.00 	2303.00 	2327.00 	2327.00 	2437.00 	2458.00 	2424.00 	2488.00 	2580.00 	2563.00 	2626.00 	2671.00 	: 	: 	: 	: 
NR,HBEDT,FR91	: 	: 	: 	: 	: 	: 	: 	2391.00 	2391.00 	2492.00 	2446.00 	2470.00 	2682.00 	2696.00 	2708.00 	2583.00 	2695.00 	2669.00 	2671.00 	2775.00 	2791.00 	2812.00 	2743.00 	2960.00 	3081.00 	: 	: 	: 	: 
NR,HBEDT,FR92	: 	: 	: 	: 	: 	: 	: 	2217.00 	2317.00 	2268.00 	2335.00 	2506.00 	2545.00 	2294.00 	2577.00 	2523.00 	2483.00 	2512.00 	2521.00 	2518.00 	2587.00 	2593.00 	2847.00 	2726.00 	2705.00 	: 	: 	: 	: 
NR,HBEDT,FR93	: 	: 	: 	: 	: 	: 	: 	927.00 	925.00 	908.00 	828.00 	852.00 	848.00 	943.00 	905.00 	837.00 	879.00 	848.00 	734.00 	821.00 	754.00 	649.00 	787.00 	781.00 	811.00 	: 	: 	: 	: 
NR,HBEDT,FR94	: 	: 	: 	: 	: 	: 	: 	3228.00 	3112.00 	3084.00 	2921.00 	2895.00 	2817.00 	2820.00 	2764.00 	2797.00 	2716.00 	2717.00 	2700.00 	2700.00 	2710.00 	2699.00 	2663.00 	2671.00 	2734.00 	: 	: 	: 	: 
NR,HBEDT,FRA1	: 	: 	: 	: 	: 	2397.00 	2397.00 	2391.00 	2391.00 	2492.00 	2446.00 	2470.00 	2682.00 	2696.00 	2708.00 	2583.00 	2695.00 	2669.00 	2671.00 	2775.00 	2791.00 	2812.00 	2743.00 	2960.00 	3081.00 	: 	: 	: 	: 
NR,HBEDT,FRA2	: 	: 	: 	: 	: 	2064.00 	2220.00 	2217.00 	2317.00 	2268.00 	2335.00 	2506.00 	2545.00 	2294.00 	2577.00 	2523.00 	2483.00 	2512.00 	2521.00 	2518.00 	2587.00 	2593.00 	2847.00 	2726.00 	2705.00 	: 	: 	: 	: 
NR,HBEDT,FRA3	: 	: 	: 	: 	: 	927.00 	946.00 	927.00 	925.00 	908.00 	828.00 	852.00 	848.00 	943.00 	905.00 	837.00 	879.00 	848.00 	734.00 	821.00 	754.00 	649.00 	787.00 	781.00 	811.00 	: 	: 	: 	: 
NR,HBEDT,FRA4	: 	: 	: 	: 	: 	3446.00 	3336.00 	3228.00 	3112.00 	3084.00 	2921.00 	2895.00 	2817.00 	2820.00 	2764.00 	2797.00 	2716.00 	2717.00 	2700.00 	2700.00 	2710.00 	2699.00 	2663.00 	2671.00 	2734.00 	: 	: 	: 	: 
NR,HBEDT,FRA5	: 	: 	: 	: 	: 	362.00 	362.00 	323.00 	323.00 	317.00 	293.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,FRB0	: 	15283.00 	15343.00 	15599.00 	15874.00 	16189.00 	16210.00 	16120.00 	16216.00 	16080.00 	16030.00 	16244.00 	16963.00 	17354.00 	18271.00 	18188.00 	18426.00 	18817.00 	18773.00 	19029.00 	19511.00 	19599.00 	19892.00 	19987.00 	20025.00 	: 	: 	: 	: 
NR,HBEDT,FRC1	: 	10948.00 	11213.00 	11130.00 	11270.00 	11372.00 	11397.00 	11593.00 	11690.00 	11705.00 	11670.00 	11892.00 	12053.00 	12370.00 	12388.00 	12487.00 	12921.00 	13169.00 	13690.00 	14068.00 	14422.00 	14415.00 	14815.00 	14880.00 	14999.00 	: 	: 	: 	: 
NR,HBEDT,FRC2	: 	6516.00 	6644.00 	6676.00 	6869.00 	6919.00 	7093.00 	7233.00 	7317.00 	7555.00 	7629.00 	7661.00 	7614.00 	8154.00 	8356.00 	8381.00 	8486.00 	8499.00 	8570.00 	8485.00 	9469.00 	9411.00 	9614.00 	9859.00 	10038.00 	: 	: 	: 	: 
NR,HBEDT,FRD1	: 	8763.00 	8894.00 	8967.00 	9041.00 	9046.00 	9292.00 	9460.00 	9448.00 	9746.00 	9723.00 	9927.00 	9897.00 	10461.00 	10480.00 	10393.00 	10755.00 	11046.00 	10916.00 	11309.00 	11528.00 	11694.00 	11738.00 	11869.00 	11956.00 	: 	: 	: 	: 
NR,HBEDT,FRD2	: 	10434.00 	10386.00 	10517.00 	10518.00 	10586.00 	10608.00 	10567.00 	10400.00 	10622.00 	10326.00 	10428.00 	10473.00 	10948.00 	10880.00 	10931.00 	10966.00 	11425.00 	11618.00 	11862.00 	11982.00 	12070.00 	12372.00 	12295.00 	12553.00 	: 	: 	: 	: 
NR,HBEDT,FRE1	: 	23317.00 	24021.00 	24204.00 	24386.00 	24709.00 	24958.00 	25176.00 	25398.00 	25446.00 	25067.00 	25160.00 	26438.00 	27090.00 	26933.00 	26906.00 	27224.00 	26862.00 	27211.00 	27378.00 	27665.00 	27187.00 	28573.00 	28476.00 	28910.00 	: 	: 	: 	: 
NR,HBEDT,FRE2	: 	11029.00 	11059.00 	11201.00 	11457.00 	11632.00 	11848.00 	12068.00 	12170.00 	12210.00 	12270.00 	12275.00 	13206.00 	13712.00 	13754.00 	13670.00 	13735.00 	13784.00 	13925.00 	14043.00 	14147.00 	14154.00 	14538.00 	14649.00 	15048.00 	: 	: 	: 	: 
NR,HBEDT,FRF1	: 	10851.00 	11205.00 	11191.00 	11249.00 	11539.00 	11755.00 	11855.00 	11926.00 	11936.00 	12096.00 	12189.00 	13312.00 	13885.00 	14182.00 	14339.00 	14750.00 	15096.00 	15678.00 	15830.00 	15985.00 	16008.00 	16105.00 	16339.00 	16247.00 	: 	: 	: 	: 
NR,HBEDT,FRF2	: 	7388.00 	7371.00 	7545.00 	7738.00 	7910.00 	8097.00 	8249.00 	7926.00 	8211.00 	8232.00 	8358.00 	8545.00 	9615.00 	9755.00 	9733.00 	9803.00 	9833.00 	9894.00 	9975.00 	9988.00 	10179.00 	10345.00 	10495.00 	10560.00 	: 	: 	: 	: 
NR,HBEDT,FRF3	: 	14044.00 	14268.00 	14563.00 	14772.00 	14934.00 	15217.00 	15407.00 	15642.00 	15720.00 	16045.00 	16295.00 	17145.00 	17750.00 	18395.00 	18700.00 	18755.00 	19031.00 	19328.00 	19490.00 	19538.00 	19760.00 	20456.00 	20774.00 	21060.00 	: 	: 	: 	: 
NR,HBEDT,FRG0	: 	18729.00 	19059.00 	19232.00 	19442.00 	19843.00 	20049.00 	20247.00 	20555.00 	20487.00 	20290.00 	20332.00 	21473.00 	22281.00 	22873.00 	23098.00 	23332.00 	23963.00 	24279.00 	24521.00 	24788.00 	25263.00 	25524.00 	25455.00 	25761.00 	: 	: 	: 	: 
NR,HBEDT,FRH0	: 	19785.00 	19790.00 	20073.00 	20404.00 	20590.00 	20960.00 	20997.00 	21249.00 	21234.00 	21516.00 	21608.00 	22677.00 	24073.00 	24887.00 	24995.00 	25472.00 	25982.00 	26659.00 	27256.00 	27192.00 	27584.00 	28222.00 	28795.00 	29113.00 	: 	: 	: 	: 
NR,HBEDT,FRI1	: 	20879.00 	21106.00 	21082.00 	21539.00 	21635.00 	21838.00 	21925.00 	22180.00 	22056.00 	22046.00 	22141.00 	22194.00 	22584.00 	23129.00 	23183.00 	23406.00 	23965.00 	24237.00 	24317.00 	24431.00 	24771.00 	25410.00 	25724.00 	26111.00 	: 	: 	: 	: 
NR,HBEDT,FRI2	: 	5673.00 	5762.00 	5842.00 	6005.00 	6077.00 	6206.00 	6212.00 	6199.00 	6178.00 	6126.00 	6191.00 	6427.00 	7035.00 	7036.00 	7033.00 	7003.00 	7190.00 	7232.00 	7500.00 	8049.00 	8179.00 	8205.00 	8275.00 	8385.00 	: 	: 	: 	: 
NR,HBEDT,FRI3	: 	9685.00 	9720.00 	9888.00 	10127.00 	10267.00 	10426.00 	10625.00 	10486.00 	10557.00 	10462.00 	10521.00 	10604.00 	11122.00 	11386.00 	11459.00 	11406.00 	11657.00 	11641.00 	11787.00 	11819.00 	11885.00 	12040.00 	11920.00 	12210.00 	: 	: 	: 	: 
NR,HBEDT,FRJ1	: 	18632.00 	18742.00 	18695.00 	18992.00 	18999.00 	18869.00 	18861.00 	18974.00 	18761.00 	18660.00 	18885.00 	19611.00 	19517.00 	19753.00 	19589.00 	19564.00 	19568.00 	20066.00 	20317.00 	20533.00 	20922.00 	21287.00 	21698.00 	22047.00 	: 	: 	: 	: 
NR,HBEDT,FRJ2	: 	18663.00 	18782.00 	18933.00 	19086.00 	19075.00 	19231.00 	19272.00 	19157.00 	19324.00 	19196.00 	19170.00 	19717.00 	20087.00 	20362.00 	20212.00 	20293.00 	20367.00 	20694.00 	20822.00 	21242.00 	21468.00 	21943.00 	22558.00 	22877.00 	: 	: 	: 	: 
NR,HBEDT,FRK1	: 	9644.00 	9892.00 	9962.00 	9967.00 	10104.00 	10109.00 	10115.00 	10169.00 	10047.00 	10220.00 	10399.00 	11701.00 	11789.00 	11856.00 	12003.00 	12056.00 	12082.00 	12513.00 	12536.00 	12555.00 	12919.00 	12952.00 	13033.00 	13367.00 	: 	: 	: 	: 
NR,HBEDT,FRK2	: 	37216.00 	37730.00 	37845.00 	38105.00 	38780.00 	38980.00 	39166.00 	39582.00 	39815.00 	39561.00 	39753.00 	39782.00 	42101.00 	43463.00 	43761.00 	44923.00 	46431.00 	47239.00 	48271.00 	48107.00 	49006.00 	49437.00 	49905.00 	50546.00 	: 	: 	: 	: 
NR,HBEDT,FRL0	: 	34223.00 	34909.00 	35479.00 	35272.00 	35405.00 	35799.00 	36014.00 	36363.00 	35275.00 	35257.00 	35334.00 	35950.00 	36711.00 	37272.00 	37475.00 	37490.00 	37947.00 	38579.00 	39316.00 	38944.00 	38838.00 	40388.00 	40856.00 	41155.00 	: 	: 	: 	: 
NR,HBEDT,FRM0	: 	2031.00 	2052.00 	2050.00 	2060.00 	2027.00 	2019.00 	1947.00 	1989.00 	2103.00 	2188.00 	2276.00 	2230.00 	2152.00 	2303.00 	2327.00 	2327.00 	2437.00 	2458.00 	2424.00 	2488.00 	2580.00 	2563.00 	2626.00 	2671.00 	: 	: 	: 	: 
NR,HBEDT,FRY1	: 	2306.00 	2336.00 	2237.00 	2062.00 	2397.00 	2397.00 	2391.00 	2391.00 	2492.00 	2446.00 	2470.00 	2682.00 	2696.00 	2708.00 	2583.00 	2695.00 	2669.00 	2671.00 	2775.00 	2791.00 	2812.00 	2743.00 	2960.00 	3081.00 	: 	: 	: 	: 
NR,HBEDT,FRY2	: 	1855.00 	1890.00 	1956.00 	2029.00 	2064.00 	2220.00 	2217.00 	2317.00 	2268.00 	2335.00 	2506.00 	2545.00 	2294.00 	2577.00 	2523.00 	2483.00 	2512.00 	2521.00 	2518.00 	2587.00 	2593.00 	2847.00 	2726.00 	2705.00 	: 	: 	: 	: 
NR,HBEDT,FRY3	: 	1007.00 	999.00 	1027.00 	959.00 	927.00 	946.00 	927.00 	925.00 	908.00 	828.00 	852.00 	848.00 	943.00 	905.00 	837.00 	879.00 	848.00 	734.00 	821.00 	754.00 	649.00 	787.00 	781.00 	811.00 	: 	: 	: 	: 
NR,HBEDT,FRY4	: 	3438.00 	3442.00 	3402.00 	3408.00 	3446.00 	3336.00 	3228.00 	3112.00 	3084.00 	2921.00 	2895.00 	2817.00 	2820.00 	2764.00 	2797.00 	2716.00 	2717.00 	2700.00 	2700.00 	2710.00 	2699.00 	2663.00 	2671.00 	2734.00 	: 	: 	: 	: 
NR,HBEDT,FRY5	: 	374.00 	374.00 	362.00 	362.00 	362.00 	362.00 	323.00 	323.00 	317.00 	293.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,FX	: 	377938.00 	383552.00 	386686.00 	391045.00 	395052.00 	398984.00 	401835.00 	404138.00 	405771.00 	405381.00 	407987.00 	420782.00 	434255.00 	441661.00 	442370.00 	446402.00 	453397.00 	459792.00 	466617.00 	470183.00 	475526.00 	485920.00 	491708.00 	498665.00 	: 	: 	: 	: 
NR,HBEDT,HR	: 	22923.00 	23040.00 	22960.00 	22878.00 	22917.00 	23409.00 	25019.00 	24933.00 	25129.00 	25487.00 	24831.00 	23806 b	24282.00 	24352.00 	24237.00 	24220.00 	24549.00 	24927.00 	25187.00 	26618.00 	26955.00 	27005.00 	27287.00 	27472.00 	27794.00 	27463.00 	28230.00 	29012.00 
NR,HBEDT,HR02	: 	: 	5522.00 	5493.00 	5614.00 	5534.00 	5659.00 	6486.00 	6527.00 	6487.00 	8307.00 	6300.00 	6187.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,HR03	: 	7194.00 	7210.00 	7240.00 	6916.00 	7012.00 	7274.00 	7602.00 	7500.00 	7540.00 	7488.00 	7011.00 	6891 b	7362.00 	7305.00 	7367.00 	7225.00 	7434.00 	7522.00 	7412.00 	7942.00 	8024.00 	8041.00 	8150.00 	8214.00 	8371.00 	8380.00 	8552.00 	9406.00 
