original_lon,original_lat,distance,formatted,lat,lon,KEY,name,housenumber,street,postcode,suburb,district,city,county,state_code,state,country,country_code,attribution,attribution_license,attribution_url
"7,228066","43,716021",0.599423530419511,"171 Chemin De La Costière, 06000 Nice, France",43.716017,7.228061,"7,22806643,716021",,171,Chemin De La Costière,6000,,Nice,Nice,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"7,2722946","43,7209142",0.0511597686304272,"Hôpital de Cimiez, Avenue Patricia, 06108 Nice, France",43.7210851,7.27320869167096,"7,272294643,7209142",Hôpital de Cimiez,,Avenue Patricia,6108,Cimiez,,Nice,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,2113604999","43,6877482",71.9161676970844,"235 Avenue De La Lanterne, 06200 Nice, France",43.687668,7.212248,"7,211360499943,6877482",,235,Avenue De La Lanterne,6200,,Nice,Nice,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"7,2733676433","43,721365891",0,"Hôpital de Cimiez, 4 Avenue de la Reine Victoria, 06108 Nice, France",43.7209957,7.2734047,"7,273367643343,721365891",Hôpital de Cimiez,4,Avenue de la Reine Victoria,6108,Cimiez,,Nice,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,2258785","43,6972597",0,"Archet 2, Route de Saint-Antoine, 06200 Nice, France",43.697311,7.22584944444445,"7,225878543,6972597",Archet 2,,Route de Saint-Antoine,6200,L'Archet,,Nice,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,035797","43,578405",160.364643926464,"1001 Voie Julia, 06220 Le Cannet, France",43.578286,7.033813,"7,03579743,578405",,1001,Voie Julia,6220,,Le Cannet,Le Cannet,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"7,5944207","44,0884757",5.6254918819352,"2 Rue Jean Médecin, 06430 Tende, France",44.088503,7.59448,"7,594420744,0884757",,2,Rue Jean Médecin,6430,,Tende,Tende,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"7,2722946","43,7209142",0.0511597686304272,"Hôpital de Cimiez, Avenue Patricia, 06108 Nice, France",43.7210851,7.27320869167096,"7,272294643,7209142",Hôpital de Cimiez,,Avenue Patricia,6108,Cimiez,,Nice,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,917583","43,649797",0,"78 Boulevard Victor Hugo, 06130 Grasse, France",43.649797,6.917583,"6,91758343,649797",,78,Boulevard Victor Hugo,6130,,Grasse,Grasse,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,8728344999","43,655885",13.3536519306255,"317 Avenue De La Plantade, 06530 Cabris, France",43.655765,6.872828,"6,872834499943,655885",,317,Avenue De La Plantade,6530,,Cabris,Cabris,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"7,1090129","43,5870757",2.30103953083298,"168 Chemin de Rabiac-Estagnol, 06600 Antibes, France",43.5870962,7.1090168,"7,109012943,5870757",,168,Chemin de Rabiac-Estagnol,6600,,,Antibes,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,278358","43,739711",1.69074010344875,"11 Avenue Des Roses, 06100 Nice, France",43.73971,7.278337,"7,27835843,739711",,11,Avenue Des Roses,6100,,Nice,Nice,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"7,1421029","43,660811",0.784726904112481,"Avenue du Docteur Maurice Donat, 06800 Cagnes-sur-Mer, France",43.6610574,7.1431833,"7,142102943,660811",Avenue du Docteur Maurice Donat,,Avenue du Docteur Maurice Donat,6800,,,Cagnes-sur-Mer,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,28769","43,740126",5.0948521603999,"Quai de la Banquière, 06730 Saint-André-de-la-Roche, France",43.7412812,7.2878918,"7,2876943,740126",Quai de la Banquière,,Quai de la Banquière,6730,,,Saint-André-de-la-Roche,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,2848946999","43,7047076",4.24224456233043,"HiPark Residence, 22-30 Rue Barberis, 06300 Nice, France",43.7048988,7.28504413284851,"7,284894699943,7047076",HiPark Residence,22-30,Rue Barberis,6300,Carabacel,,Nice,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,010315","43,607837",3.10565401105113,"Avenue Général de Gaulle, 06250 Mougins, France",43.6078269,7.0102776,"7,01031543,607837",Avenue Général de Gaulle,,Avenue Général de Gaulle,6250,Font de l'Orme,,Mougins,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,120061","43,601103",0,"Centre hospitalier d'Antibes - Juan-les-Pins, 107 Avenue de Nice, 06600 Antibes, France",43.60133145,7.11866796808352,"7,12006143,601103",Centre hospitalier d'Antibes - Juan-les-Pins,107,Avenue de Nice,6600,La Fontonne,,Antibes,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,185597","43,661512",0,"Institut Arnault Tzanck, Avenue Docteur Maurice Donat, 06700 Saint-Laurent-du-Var, France",43.660903,7.18667566398298,"7,18559743,661512",Institut Arnault Tzanck,,Avenue Docteur Maurice Donat,6700,,,Saint-Laurent-du-Var,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,005085","43,56183",2.76368481135548,"16 Avenue Des Broussailles, 06400 Cannes, France",43.561853,7.005098,"7,00508543,56183",,16,Avenue Des Broussailles,6400,,Cannes,Cannes,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"7,277991","43,733712",3.70072189066304,"Polyclinique Saint-George, Avenue de Rimiez, 06730 Nice, France",43.7331845,7.2779556302444,"7,27799143,733712",Polyclinique Saint-George,,Avenue de Rimiez,6730,Rimiez,Nice,Nice,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,016147","43,612461",48.6521101102391,"805 Avenue Du Docteur Maurice Donat, 06250 Mougins, France",43.612026,7.016212,"7,01614743,612461",,805,Avenue Du Docteur Maurice Donat,6250,,Mougins,Mougins,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,934003","43,574965",0,"EHPAD Le Mas des Mimosas, D 109, 06580 Pégomas, France",43.57495225,6.93354893523857,"6,93400343,574965",EHPAD Le Mas des Mimosas,,D 109,6580,,,Pégomas,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,932081","43,534205",4.90237970042055,"Avenue de Fréjus, 06210 Mandelieu-la-Napoule, France",43.5334985,6.9315817,"6,93208143,534205",Avenue de Fréjus,,Avenue de Fréjus,6210,,Minelle,Mandelieu-la-Napoule,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,587285","44,731769",15.5605142491085,"1 Avenue Pasteur, 07000 Privas, France",44.731741,4.587478,"4,58728544,731769",,1,Avenue Pasteur,7000,,Privas,Privas,Ardèche,,Auvergne-Rhone-Alpes,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,239507","44,47908",8.93831362151829,"69 Rue Du Docteur Pialat, 07260 Joyeuse, France",44.479154,4.239551,"4,23950744,47908",,69,Rue Du Docteur Pialat,7260,,Joyeuse,Joyeuse,Ardèche,,Auvergne-Rhone-Alpes,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,394451","44,406179",3.11479417459802,"Rue Louis Claron, 07150 Vallon-Pont-d'Arc, France",44.4059094,4.3947625,"4,39445144,406179",Rue Louis Claron,,Rue Louis Claron,7150,,,Vallon-Pont-d'Arc,Ardèche,ARA,Auvergne-Rhône-Alpes,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,500584","44,557371",2.87376373799909,"16 Rue De l’Hôpital, 07170 Villeneuve-de-Berg, France",44.55738,4.50055,"4,50058444,557371",,16,Rue De l’Hôpital,7170,,Villeneuve-De-Berg,Villeneuve-de-Berg,Ardèche,,Auvergne-Rhone-Alpes,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,64724","44,37573",1.51103449518519,"Chemin de la Perrière, 07700 Bourg-Saint-Andéol, France",44.3765048,4.6474287,"4,6472444,37573",Chemin de la Perrière,,Chemin de la Perrière,7700,,La Barrière,Bourg-Saint-Andéol,Ardèche,ARA,Auvergne-Rhône-Alpes,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,420819","44,904077",9.31731769753261,"55 Route De Chantelauve, 07160 Le Cheylard, France",44.904014,4.420897,"4,42081944,904077",,55,Route De Chantelauve,7160,,Le Cheylard,Le Cheylard,Ardèche,,Auvergne-Rhone-Alpes,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,3989037","45,0089289",1.48598124888824,"455 Rue du Docteur Tourasse, 07320 Saint-Agrève, France",45.0089291,4.3989226,"4,398903745,0089289",,455,Rue du Docteur Tourasse,7320,,,Saint-Agrève,Ardèche,ARA,Auvergne-Rhône-Alpes,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,132843","44,406024",3.77768607279043,"2 Avenue Ferdinand Nadal, 07140 Les Vans, France",44.406001,4.132808,"4,13284344,406024",,2,Avenue Ferdinand Nadal,7140,,Les Vans,Les Vans,Ardèche,,Auvergne-Rhone-Alpes,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,290741","44,542886",4.00337739345224,"Avenue des Marronniers, 07110 Largentière, France",44.5430012,4.2908515,"4,29074144,542886",Avenue des Marronniers,,Avenue des Marronniers,7110,,,Largentière,Ardèche,ARA,Auvergne-Rhône-Alpes,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,665658","45,242167",0,"Centre hospitalier Ardèche Nord, Rue Étienne Frachon, 07100 Annonay, France",45.2417024,4.66620779857036,"4,66565845,242167",Centre hospitalier Ardèche Nord,,Rue Étienne Frachon,7100,,Font Chevalier,Annonay,Ardèche,ARA,Auvergne-Rhône-Alpes,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,57889","44,988996",2.64815023151446,"Hôpital Elisée Charra Lamastre, 5 Rue Docteur Élisée Charra, 07270 Lamastre, France",44.9888936,4.57972487874286,"4,5788944,988996",Hôpital Elisée Charra Lamastre,5,Rue Docteur Élisée Charra,7270,,Saint-Cierge,Lamastre,Ardèche,ARA,Auvergne-Rhône-Alpes,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,854038","45,055737",7.05379461679357,"Hôpital de Tournon, 50 Rue des Alpes, 07300 Tournon-sur-Rhône, France",45.05514415,4.85395442915133,"4,85403845,055737",Hôpital de Tournon,50,Rue des Alpes,7300,,Girondy,Tournon-sur-Rhône,Ardèche,ARA,Auvergne-Rhône-Alpes,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,627714","45,087176",16.9834619418958,"5 Place de l'Hôtel de Ville, 07410 Saint-Félicien, France",45.0870294,4.6276533,"4,62771445,087176",,5,Place de l'Hôtel de Ville,7410,,Le Village,Saint-Félicien,Ardèche,ARA,Auvergne-Rhône-Alpes,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,369008","44,656173",1.38229487658623,"19 Avenue Paul Ribeyre, 07600 Vals-les-Bains, France",44.656168,4.369024,"4,36900844,656173",,19,Avenue Paul Ribeyre,7600,,Lalevade-D'Ardeche,Vals-les-Bains,Ardèche,,Auvergne-Rhone-Alpes,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,398267","44,612929",2.88422389173836,"Centre hospitalier Ardèche Méridionale, Traverse de Bellande, 07200 Aubenas, France",44.61296445,4.39742881130969,"4,39826744,612929",Centre hospitalier Ardèche Méridionale,,Traverse de Bellande,7200,,ZI de Ripotier,Aubenas,Ardèche,ARA,Auvergne-Rhône-Alpes,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,398458","44,613852",0,"Centre hospitalier Ardèche Méridionale, Traverse de Bellande, 07200 Aubenas, France",44.61296445,4.39742881130969,"4,39845844,613852",Centre hospitalier Ardèche Méridionale,,Traverse de Bellande,7200,,ZI de Ripotier,Aubenas,Ardèche,ARA,Auvergne-Rhône-Alpes,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,401251","44,615278",16.9339447651809,"23 Chemin Du Moulon, 07200 Aubenas, France",44.615348,4.401441,"4,40125144,615278",,23,Chemin Du Moulon,7200,,Aubenas,Aubenas,Ardèche,,Auvergne-Rhone-Alpes,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,390246","44,611231",0.111195080742881,"55 Rue Georges Couderc, 07200 Aubenas, France",44.611232,4.390246,"4,39024644,611231",,55,Rue Georges Couderc,7200,,Aubenas,Aubenas,Ardèche,,Auvergne-Rhone-Alpes,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,131976","44,405222",3.87847486826492,"4948 Rue Du Marché, 07140 Les Vans, France",44.405202,4.132016,"4,13197644,405222",,4948,Rue Du Marché,7140,,Les Vans,Les Vans,Ardèche,,Auvergne-Rhone-Alpes,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,806523","44,859714",22.4854503466887,"21 Rue Vincent d’Indy, 07800 Saint-Georges-les-Bains, France",44.859534,4.806653,"4,80652344,859714",,21,Rue Vincent d’Indy,7800,,Saint-Georges-Les-Bains,Saint-Georges-les-Bains,Ardèche,,Auvergne-Rhone-Alpes,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,21995","44,674657",8.32115399295408,"59 Avenue Du Val d’Ardèche, 07330 Thueyts, France",44.674652,4.219845,"4,2199544,674657",,59,Avenue Du Val d’Ardèche,7330,,Thueyts,Thueyts,Ardèche,,Auvergne-Rhone-Alpes,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,593752","44,732965",4.13815902801037,"19 Cours Du Temple, 07000 Privas, France",44.732935,4.593721,"4,59375244,732965",,19,Cours Du Temple,7000,,Privas,Privas,Ardèche,,Auvergne-Rhone-Alpes,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,7630622","45,3203336",13.9338769928546,"135 Avenue Helvetia, 07340 Serrières, France",45.320332,4.762884,"4,763062245,3203336",,135,Avenue Helvetia,7340,,Serrieres,Serrières,Ardèche,,Auvergne-Rhone-Alpes,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,883051","44,934242",0,"294 Boulevard Charles De Gaulle, 07500 Guilherand-Granges, France",44.934242,4.883051,"4,88305144,934242",,294,Boulevard Charles De Gaulle,7500,,Guilherand-Granges,Guilherand-Granges,Ardèche,,Auvergne-Rhone-Alpes,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,5990389999","44,735269",2.0423544346584,"Hôtel de Ville Privas, Place de l'Hôtel de Ville, 07000 Privas, France",44.73521725,4.59914686402511,"4,599038999944,735269",Hôtel de Ville Privas,,Place de l'Hôtel de Ville,7000,,Privas,Privas,Ardèche,ARA,Auvergne-Rhône-Alpes,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,591851","44,73504",4.13923907991225,"Rue du Montoulon, 07000 Privas, France",44.73524,4.5923963,"4,59185144,73504",Rue du Montoulon,,Rue du Montoulon,7000,,,Privas,Ardèche,ARA,Auvergne-Rhône-Alpes,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,3980679999","44,364439",2.19045892234641,"Centre de post-cure la Croix Bleue, Chemin d'Exploitation, 07150 Labastide-de-Virac, France",44.3643196,4.39842777687444,"4,398067999944,364439",Centre de post-cure la Croix Bleue,,Chemin d'Exploitation,7150,,Labastide-De-Virac,Labastide-de-Virac,Ardèche,ARA,Auvergne-Rhône-Alpes,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,390326","44,619744",7.12881765097547,"15 Rue de Bernardy, 07200 Aubenas, France",44.6198079,4.3903187,"4,39032644,619744",,15,Rue de Bernardy,7200,,,Aubenas,Ardèche,ARA,Auvergne-Rhône-Alpes,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,66566","45,242392",0,"Centre hospitalier Ardèche Nord, Rue Étienne Frachon, 07100 Annonay, France",45.2417024,4.66620779857036,"4,6656645,242392",Centre hospitalier Ardèche Nord,,Rue Étienne Frachon,7100,,Font Chevalier,Annonay,Ardèche,ARA,Auvergne-Rhône-Alpes,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,664044","45,243858",0.111195079952792,"19 Rue Saint - Prix Barou, 07100 Annonay, France",45.243859,4.664044,"4,66404445,243858",,19,Rue Saint - Prix Barou,7100,,Annonay,Annonay,Ardèche,,Auvergne-Rhone-Alpes,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,940394","49,70521",3.94944432165515,"Centre hospitalier de Sedan, 2 Avenue du Général Margueritte, 40903 Sedan, France",49.7051571,4.93803237923894,"4,94039449,70521",Centre hospitalier de Sedan,2,Avenue du Général Margueritte,40903,,Résidence Ardenne,Sedan,Ardennes,GES,Grand Est,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,636211","49,943573",2.93390563129025,"29 Rue Etienne Dolet, 08500 Revin, France",49.943573,4.636252,"4,63621149,943573",,29,Rue Etienne Dolet,8500,,Laifour,Revin,Ardennes,,Great East,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,363306","49,510648",2.60919032899466,"Rue Jean Gerson, 08300 Rethel, France",49.5115409,4.3614717,"4,36330649,510648",Rue Jean Gerson,,Rue Jean Gerson,8300,,Rethel,Rethel,Ardennes,GES,Grand Est,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,699621","49,763705",0.428368243846123,"36 Rue de Warcq, 08000 Charleville-Mézières, France",49.7637029,4.699626,"4,69962149,763705",,36,Rue de Warcq,8000,Saint-Julien,,Charleville-Mézières,Ardennes,GES,Grand Est,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,701712","49,765604",0.111195079952792,"34 Rue De Warcq, 08000 Charleville-Mézières, France",49.765605,4.701712,"4,70171249,765604",,34,Rue De Warcq,8000,,Charleville-Mézières,Charleville-Mézières,Ardennes,,Great East,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,702298","49,395212",1.92737901608032,"EHPAD CH Vouziers, Rue Henrionnet, 08400 Vouziers, France",49.3946318,4.70266089308781,"4,70229849,395212",EHPAD CH Vouziers,,Rue Henrionnet,8400,,Vouziers,Vouziers,Ardennes,GES,Grand Est,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,7108404","49,9901999",2.42383057601594,"Place du Baty, 08170 Fumay, France",49.9919219,4.7111471,"4,710840449,9901999",Place du Baty,,Place du Baty,8170,,,Fumay,Ardennes,GES,Grand Est,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,747356","49,814945",0.111195079952792,"65 Rue Edouard Vaillant, 08700 Nouzonville, France",49.814946,4.747356,"4,74735649,814945",,65,Rue Edouard Vaillant,8700,,Nouzonville,Nouzonville,Ardennes,,Great East,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,723211","49,789053",0,"1 Rue Pierre Hallali, 08000 Charleville-Mézières, France",49.789053,4.723211,"4,72321149,789053",,1,Rue Pierre Hallali,8000,Les Côteaux de Bélair,,Charleville-Mézières,Ardennes,GES,Grand Est,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,695118","49,761685",0,"Centre hospitalier Manchester, Rue de Warcq, 08000 Charleville-Mézières, France",49.7622185,4.69781171920827,"4,69511849,761685",Centre hospitalier Manchester,,Rue de Warcq,8000,Manchester,,Charleville-Mézières,Ardennes,GES,Grand Est,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,649963","49,732753",11.1150017798868,"7 Rue Lauveau, 08090 Warnécourt, France",49.732782,4.650111,"4,64996349,732753",,7,Rue Lauveau,8090,,Evigny,Warnécourt,Ardennes,,Great East,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,941264","49,702725",0,"6 Avenue De La Marck, 08200 Sedan, France",49.702725,4.941264,"4,94126449,702725",,6,Avenue De La Marck,8200,,Sedan,Sedan,Ardennes,,Great East,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,68629","49,767263",0,"2 Rue Savigny Pré, 08000 Charleville-Mézières, France",49.767263,4.68629,"4,6862949,767263",,2,Rue Savigny Pré,8000,,Charleville-Mézières,Charleville-Mézières,Ardennes,,Great East,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,9394912999","49,7053278",0,"Centre hospitalier de Sedan, 2 Avenue du Général Margueritte, 40903 Sedan, France",49.7051571,4.93803237923894,"4,939491299949,7053278",Centre hospitalier de Sedan,2,Avenue du Général Margueritte,40903,,Résidence Ardenne,Sedan,Ardennes,GES,Grand Est,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,7008323","49,7616394",0,"Centre hospitalier Manchester, Rue de Warcq, 08000 Charleville-Mézières, France",49.7622185,4.69781171920827,"4,700832349,7616394",Centre hospitalier Manchester,,Rue de Warcq,8000,Manchester,,Charleville-Mézières,Ardennes,GES,Grand Est,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,7225948999","49,768487099",32.3490248311134,"18c Avenue Georges Corneau, 08000 Charleville-Mézières, France",49.768208,4.722722,"4,722594899949,768487099",,18c,Avenue Georges Corneau,8000,,Charleville-Mézières,Charleville-Mézières,Ardennes,,Great East,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,839427","42,719994",0.111195079952792,"2 Place Du Breilh, 09110 Ax-les-Thermes, France",42.719995,1.839427,"1,83942742,719994",,2,Place Du Breilh,9110,,Ax-Les-Thermes,Ax-les-Thermes,Ariège,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,607012","42,965389",3.48098505535436,"4 Rue Bayle, 09000 Foix, France",42.96537,1.607046,"1,60701242,965389",,4,Rue Bayle,9000,,Foix,Foix,Ariège,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,145916","42,984847",5.87571752199603,"6 Rue Du Pujol, 09200 Saint-Girons, France",42.984891,1.145876,"1,14591642,984847",,6,Rue Du Pujol,9200,,Saint-Girons,Saint-Girons,Ariège,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,856195","42,930398",0,"1 Rue La Soulano Dr Jean Gauthier, 09300 Lavelanet, France",42.930398,1.856195,"1,85619542,930398",,1,Rue La Soulano Dr Jean Gauthier,9300,,Lavelanet,Lavelanet,Ariège,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,614785","43,115782",0.111195079952792,"2 Boulevard Alsace Lorraine, 09100 Pamiers, France",43.115783,1.614785,"1,61478543,115782",,2,Boulevard Alsace Lorraine,9100,,Pamiers,Pamiers,Ariège,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,854416","42,940313",18.2496013501153,"43 Avenue Alsace Lorraine, 09300 Lavelanet, France",42.940453,1.854533,"1,85441642,940313",,43,Avenue Alsace Lorraine,9300,,Lavelanet,Lavelanet,Ariège,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,127379","42,999715",0,"Centre hospitalier Ariège Couserans, Chemin de la Lane d'Antichan, 09190 Saint-Lizier, France",42.999604,1.12986533543015,"1,12737942,999715",Centre hospitalier Ariège Couserans,,Chemin de la Lane d'Antichan,9190,,,Saint-Lizier,Ariège,,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,717461","48,517023",2.0867466232005,"84 Avenue Jean Jaurés, 10100 Romilly-sur-Seine, France",48.51704,3.717473,"3,71746148,517023",,84,Avenue Jean Jaurés,10100,,Romilly-Sur-Seine,Romilly-sur-Seine,Aube,,Great East,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,068809","48,279896",0,"Centre hospitalier de Troyes, 101 Avenue Anatole France, 10003 Troyes, France",48.2781977,4.06967442968858,"4,06880948,279896",Centre hospitalier de Troyes,101,Avenue Anatole France,10003,,,Troyes,Aube,GES,Grand Est,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,523602","48,393108",32.3643179512651,"2 Rue Du Pont, 10500 Brienne-le-Château, France",48.393369,4.523796,"4,52360248,393108",,2,Rue Du Pont,10500,,Brienne-Le-Chateau,Brienne-le-Château,Aube,,Great East,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,715152","48,232049",0.715830341356649,"Centre Hospitalier Saint Nicolas, 2 Rue Gaston Cheq, 10200 Bar-sur-Aube, France",48.2311739,4.71402506289493,"4,71515248,232049",Centre Hospitalier Saint Nicolas,2,Rue Gaston Cheq,10200,,,Bar-sur-Aube,Aube,GES,Grand Est,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,056472","48,284821",5.23948644769815,"17 Rue Charles Baltet, 10120 Saint-André-les-Vergers, France",48.284776,4.056493,"4,05647248,284821",,17,Rue Charles Baltet,10120,,Saint-Andre-Les-Vergers,Saint-André-les-Vergers,Aube,,Great East,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,372295","48,120992",4.53535514324577,"Rue du Stade, 10110 Bar-sur-Seine, France",48.1211071,4.3721328,"4,37229548,120992",Rue du Stade,,Rue du Stade,10110,,,Bar-sur-Seine,Aube,GES,Grand Est,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,723707","48,514891",0.876226374285716,"3 Rue Paul Vaillant Couturier, 10100 Romilly-sur-Seine, France",48.514888,3.723696,"3,72370748,514891",,3,Rue Paul Vaillant Couturier,10100,,Romilly-Sur-Seine,Romilly-sur-Seine,Aube,,Great East,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,502406","48,49336",0.111195079952792,"3 Rue Aristide Briand, 10400 Nogent-sur-Seine, France",48.493361,3.502406,"3,50240648,49336",,3,Rue Aristide Briand,10400,,Nogent-Sur-Seine,Nogent-sur-Seine,Aube,,Great East,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
