original_lon,original_lat,distance,formatted,lat,lon,KEY,name,housenumber,street,postcode,suburb,district,city,county,state_code,state,country,country_code,attribution,attribution_license,attribution_url
"5,45864","43,530554",22.2842403762634,"2 Rue Docteur Aurientis, 13100 Aix-en-Provence, France",43.530488,5.458379,"5,4586443,530554",,2,Rue Docteur Aurientis,13100,,Aix-en-Provence,Aix-en-Provence,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,4236412048","43,573628789",0,"Maternité de l'Étoile, 2530 Route de Puyricard, 13540 Aix-en-Provence, France",43.57371875,5.42499901835949,"5,423641204843,573628789",Maternité de l'Étoile,2530,Route de Puyricard,13540,Puyricard,,Aix-en-Provence,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,3845711","43,3194375",4.04029804715078,"56 Boulevard Du Progres, 13014 Marseille, France",43.319439,5.384621,"5,384571143,3194375",,56,Boulevard Du Progres,13014,,14th Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,4146268","43,3251765",8.50412114911205,"Hôpital d'instruction des armées Laveran, Boulevard Laveran, 13013 Marseille, France",43.3265949,5.41507079530873,"5,414626843,3251765",Hôpital d'instruction des armées Laveran,,Boulevard Laveran,13013,13th Arrondissement,,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,403521","43,2689089",21.5364934453133,"36 Boulevard De Sainte Marguerite, 13009 Marseille, France",43.268717,5.403485,"5,40352143,2689089",,36,Boulevard De Sainte Marguerite,13009,,9th Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,4135532999","43,2594684",7.88839706442876,"23 Boulevard De La Gaye, 13009 Marseille, France",43.259449,5.413647,"5,413553299943,2594684",,23,Boulevard De La Gaye,13009,,9th Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,514335","43,422967",6.7098261181022,"Route de Gardanne, 13105 Mimet, France",43.4223094,5.5157247,"5,51433543,422967",Route de Gardanne,,Route de Gardanne,13105,,,Mimet,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,617261","43,399968",16.3646673655295,"10 Les Boyers, 13720 La Bouilladisse, France",43.399857,5.617394,"5,61726143,399968",,10,Les Boyers,13720,,La Bouilladisse,La Bouilladisse,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,362511","43,238887",0.525352480866669,"42 Promenade du Grand Large, 13008 Marseille, France",43.2388906,5.3625068,"5,36251143,238887",,42,Promenade du Grand Large,13008,8th Arrondissement,,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,412058","43,247127",1.17889176379766,"109 Traverse De La Gouffonne, 13009 Marseille, France",43.247133,5.41207,"5,41205843,247127",,109,Traverse De La Gouffonne,13009,,9th Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,404039","43,555188",35.4424770443424,"1367 Chemin d’Eguilles, 13090 Aix-en-Provence, France",43.554912,5.403819,"5,40403943,555188",,1367,Chemin d’Eguilles,13090,,Aix-en-Provence,Aix-en-Provence,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,039011","43,423191",23.8419754197149,"24 Hameau Du Vallon Du Jambon, 13500 Martigues, France",43.422989,5.03911,"5,03901143,423191",,24,Hameau Du Vallon Du Jambon,13500,,Martigues,Martigues,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,397227","43,46509",0,"Clinique La Lauranne, 1059 Chemin de Saint-Hilaire, 13320 Bouc-Bel-Air, France",43.4650497,5.39681772627693,"5,39722743,46509",Clinique La Lauranne,1059,Chemin de Saint-Hilaire,13320,,Revenant-Sud,Bouc-Bel-Air,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,426057","43,523901",19.2072331120946,"7 Chemin De La Vierge Noire, 13100 Aix-en-Provence, France",43.523946,5.425827,"5,42605743,523901",,7,Chemin De La Vierge Noire,13100,,Aix-en-Provence,Aix-en-Provence,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,336294","43,36238",0,"Rond-Point René Allio, 13016 Marseille, France",43.3623636,5.33629515911017,"5,33629443,36238",Rond-Point René Allio,,Rond-Point René Allio,13016,16th Arrondissement,Mourepiane,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,402289","43,290112",0,"Groupe hospitalier de la Timone, Chemin de l'Armée d'Afrique, 13010 Marseille, France",43.289573,5.40347750253073,"5,40228943,290112",Groupe hospitalier de la Timone,,Chemin de l'Armée d'Afrique,13010,10th Arrondissement,,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,8317498","43,7885782",11.9757003302467,"1b Place Jules Pélissier, 13210 Saint-Rémy-de-Provence, France",43.788559,4.831603,"4,831749843,7885782",,1b,Place Jules Pélissier,13210,,Saint-Remy-De-Provence,Saint-Rémy-de-Provence,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,411776","43,523325",0,"Parc d'Ariane, Boulevard de la Grande Thumine, 13097 Aix-en-Provence, France",43.5231825,5.41198005755174,"5,41177643,523325",Parc d'Ariane,,Boulevard de la Grande Thumine,13097,Jas de Bouffan,,Aix-en-Provence,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,389863","43,278555",4.19692475939808,"Rue Borde, 13008 Marseille, France",43.2781518,5.3885741,"5,38986343,278555",Rue Borde,,Rue Borde,13008,8th Arrondissement,,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,56351","43,287879",0,"332 Avenue Du 21 Aout 1944, 13400 Aubagne en Provence, France",43.287879,5.56351,"5,5635143,287879",,332,Avenue Du 21 Aout 1944,13400,,Aubagne,Aubagne en Provence,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,3726576999","43,3094866",0,"Rue Désirée Clary, 13003 Marseille, France",43.30951125,5.37271488398058,"5,372657699943,3094866",Désirée Clary,,Rue Désirée Clary,13003,3rd Arrondissement,,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,4097162","43,3112687",9.9442692770816,"2 Rue De La Boucle, 13012 Marseille, France",43.311327,5.409623,"5,409716243,3112687",,2,Rue De La Boucle,13012,,4th Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,531312","43,276517",25.2937917056864,"29 Boulevard Des Farigoules, 13400 Aubagne en Provence, France",43.276738,5.531386,"5,53131243,276517",,29,Boulevard Des Farigoules,13400,,Aubagne,Aubagne en Provence,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,4189906","43,2538277",0,"Korian Massalia Les Pins, Allée des Pins, 13009 Marseille, France",43.2534505,5.41940834428317,"5,418990643,2538277",Korian Massalia Les Pins,,Allée des Pins,13009,9th Arrondissement,,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,434341","43,53594",1.3938849343828,"21 Avenue Alfred Capus, 13090 Aix-en-Provence, France",43.535952,5.434336,"5,43434143,53594",,21,Avenue Alfred Capus,13090,,Aix-en-Provence,Aix-en-Provence,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,4702433","43,4407754",0,"Route Blanche, 13120 Gardanne, France",43.4407754,5.4702433,"5,470243343,4407754",Route Blanche,,Route Blanche,13120,Biver,,Gardanne,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,23172","49,146322",3.56945190198586,"5 Rue Roger Aini, 14100 Lisieux, France",49.14635,0.231696,"0,2317249,146322",,5,Rue Roger Aini,14100,,Lisieux,Lisieux,Calvados,,Normandy,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,632619","49,019013",0,"Centre Hospitalier Aunay-Bayeux, Rue de l'Hôpital, 14260 Les Monts d'Aunay, France",49.01813655,-0.633061724902491,"-0,63261949,019013",Centre Hospitalier Aunay-Bayeux,,Rue de l'Hôpital,14260,,Aunay-sur-Odon,Les Monts d'Aunay,Calvados,,Normandy,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,360184","49,199133",23.4677250802514,"8 Avenue De La Côte De Nacre, 14000 Caen, France",49.199306,-0.359999,"-0,36018449,199133",,8,Avenue De La Côte De Nacre,14000,,Caen,Caen,Calvados,,Normandy,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,206133","48,891141",0.18369688397348,"5 Boulevard Des Bercagnes, 14700 Falaise, France",48.891142,-0.206131,"-0,20613348,891141",,5,Boulevard Des Bercagnes,14700,,Aubigny,Falaise,Calvados,,Normandy,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,2027909999","49,382974999",62.6670849434646,"4 Chemin De La Plane, 14130 Équemauville, France",49.383106,0.203633,"0,202790999949,382974999",,4,Chemin De La Plane,14130,,Equemauville,Équemauville,Calvados,,Normandy,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,0713127999","49,3538054",0.604724893678533,"Impasse F de Kergorlay, 14800 Deauville, France",49.3534143,0.0713088,"0,071312799949,3538054",Impasse F de Kergorlay,,Impasse F de Kergorlay,14800,,,Deauville,Calvados,,Normandy,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,896162","48,84102",0.133116915913523,"23 Rue Des Acres, 14500 Vire, France",48.841021,-0.896163,"-0,89616248,84102",,23,Rue Des Acres,14500,,Vire,Vire,Calvados,,Normandy,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,183242","49,284492",9.12233719278516,"10 Rue De Brossard, 14130 Pont-l'Évêque, France",49.284545,0.183338,"0,18324249,284492",,10,Rue De Brossard,14130,,Pont-L'Eveque,Pont-l'Évêque,Calvados,,Normandy,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,325695","49,192545",0,"U.R.S.P Maurice Abiven, 1020 Rue des Sources, 14200 Hérouville-Saint-Clair, France",49.192482,-0.32570549042278,"-0,32569549,192545",U.R.S.P Maurice Abiven,1020,Rue des Sources,14200,Montmorency,,Hérouville-Saint-Clair,Calvados,,Normandy,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,885509","48,837267",0,"4 Rue Emile Desvaux, 14500 Vire, France",48.837267,-0.885509,"-0,88550948,837267",,4,Rue Emile Desvaux,14500,,Vire,Vire,Calvados,,Normandy,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,379222","49,177665",3.77300156447245,"14 Rue Saint-Ouen, 14000 Caen, France",49.177683,-0.379266,"-0,37922249,177665",,14,Rue Saint-Ouen,14000,Saint-Ouen,Le Bon Sauveur,Caen,Calvados,,Normandy,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,350858","49,205489",4.0971009145709,"Avenue du Général Harris, 14000 Caen, France",49.2055489,-0.350725,"-0,35085849,205489",Avenue du Général Harris,,Avenue du Général Harris,14000,,Zone Activite Nord Est,Caen,Calvados,,Normandy,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,356726","49,214329",15.1431240062387,"11 Avenue De Cambridge, 14200 Hérouville-Saint-Clair, France",49.214437,-0.356599,"-0,35672649,214329",,11,Avenue De Cambridge,14200,,Hérouville-Saint-Clair,Hérouville-Saint-Clair,Calvados,,Normandy,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,367792","49,185302",0,"Clinique de la Miséricorde, Rue des Fossés Saint-Julien, 14000 Caen, France",49.185167745614,-0.366653552631579,"-0,36779249,185302",Clinique de la Miséricorde,,Rue des Fossés Saint-Julien,14000,,Saint-Julien,Caen,Calvados,,Normandy,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,341662","49,157513",8.79431276781141,"6 Rue Saint-Vincent De Paul, 14000 Caen, France",49.157435,-0.341682,"-0,34166249,157513",,6,Rue Saint-Vincent De Paul,14000,,Caen,Caen,Calvados,,Normandy,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,703072","49,292177",5.64335382751293,"Route de Vaux-sur-Aure, 14400 Bayeux, France",49.2914831,-0.7032089,"-0,70307249,292177",Route de Vaux-sur-Aure,,Route de Vaux-sur-Aure,14400,,,Bayeux,Calvados,,Normandy,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,354574","49,187894",7.53806990248229,"7 Avenue Georges Clemenceau, 14000 Caen, France",49.187912,-0.354474,"-0,35457449,187894",,7,Avenue Georges Clemenceau,14000,Saint-Gilles,Le Vaugueux,Caen,Calvados,,Normandy,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,342602","49,155524",38.5973100729713,"15 Rue Louis Lachenal, 14000 Caen, France",49.155767,-0.342981,"-0,34260249,155524",,15,Rue Louis Lachenal,14000,,Caen,Caen,Calvados,,Normandy,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,206133","48,891141",0.18369688397348,"5 Boulevard Des Bercagnes, 14700 Falaise, France",48.891142,-0.206131,"-0,20613348,891141",,5,Boulevard Des Bercagnes,14700,,Aubigny,Falaise,Calvados,,Normandy,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,2579265","49,2773562",49.3311846849323,"3 Rue Lefoulon Hebert, 14150 Ouistreham, France",49.277259,-0.257263,"-0,257926549,2773562",,3,Rue Lefoulon Hebert,14150,,Ouistreham,Ouistreham,Calvados,,Normandy,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,7046844","49,2821042",2.39535914165622,"Rue Louvière, 14400 Bayeux, France",49.2828042,-0.7043901,"-0,704684449,2821042",Rue Louvière,,Rue Louvière,14400,,,Bayeux,Calvados,,Normandy,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,348986","49,167337",4.89744299379003,"21 Avenue Capitaine Georges Guynemer, 14000 Caen, France",49.167381,-0.348983,"-0,34898649,167337",,21,Avenue Capitaine Georges Guynemer,14000,,Caen,Caen,Calvados,,Normandy,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,381342","49,198099",0,"Hôpital privé Saint-Martin, 18 Rue des Roquemonts, 14000 Caen, France",49.1985546,-0.3803399,"-0,38134249,198099",Hôpital privé Saint-Martin,18,Rue des Roquemonts,14000,,Zone Activite Nord-Ouest,Caen,Calvados,,Normandy,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,331652","49,213642",17.4866586615171,"2 Allée Des Boiselles, 14200 Hérouville-Saint-Clair, France",49.213493,-0.331729,"-0,33165249,213642",,2,Allée Des Boiselles,14200,,Hérouville-Saint-Clair,Hérouville-Saint-Clair,Calvados,,Normandy,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,701367","49,274346",1.21752460057601,"Centre Hospitalier Aunay-Bayeux, Allée des Augustines, 14400 Bayeux, France",49.274895,-0.701372161518407,"-0,70136749,274346",Centre Hospitalier Aunay-Bayeux,,Allée des Augustines,14400,,Bayeux,Bayeux,Calvados,,Normandy,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,259094","49,145144",0,"175 Rue Roger Aini, 14100 Lisieux, France",49.145144,0.259094,"0,25909449,145144",,175,Rue Roger Aini,14100,,Lisieux,Lisieux,Calvados,,Normandy,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,704832","49,281614",3.00674172473212,"Rue Louvière, 14400 Bayeux, France",49.2828042,-0.7043901,"-0,70483249,281614",Rue Louvière,,Rue Louvière,14400,,,Bayeux,Calvados,,Normandy,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,701678899","49,274606899",0,"Centre Hospitalier Aunay-Bayeux, Allée des Augustines, 14400 Bayeux, France",49.274895,-0.701372161518407,"-0,70167889949,274606899",Centre Hospitalier Aunay-Bayeux,,Allée des Augustines,14400,,,Bayeux,Calvados,,Normandy,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,408547","49,181805",4.45819058972792,"38 Rue De Brocéliande, 14000 Caen, France",49.181769,-0.40852,"-0,40854749,181805",,38,Rue De Brocéliande,14000,,Caen,Caen,Calvados,,Normandy,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,352133","49,149295",0,"Campus 3, 3 Boulevard Yitzhak Rabin, 14123 Ifs, France",49.1493225,-0.35491522586207,"-0,35213349,149295",Campus 3,3,Boulevard Yitzhak Rabin,14123,Ifs-Plaine,,Ifs,Calvados,,Normandy,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,703139999","49,276436999",21.637342052554,"27 Rue Des Cuisiniers, 14400 Bayeux, France",49.276539,-0.703394,"-0,70313999949,276436999",,27,Rue Des Cuisiniers,14400,,Bayeux,Bayeux,Calvados,,Normandy,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,126859","49,383987",172.727039057017,"9 Route Departementale 62, 14113 Cricqueboeuf, France",49.384006,0.129245,"0,12685949,383987",,9,Route Departementale 62,14113,,Cricqueboeuf,Cricqueboeuf,Calvados,,Normandy,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,145693","49,402341",4.81509092722047,"Chemin de la Ruette, 14113 Cricquebœuf, France",49.4030445,0.1467549,"0,14569349,402341",Chemin de la Ruette,,Chemin de la Ruette,14113,,,Cricquebœuf,Calvados,,Normandy,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,202335","49,411997",5.32197246598776,"Chemin du Vallon, 14600 Équemauville, France",49.4114979,0.2024525,"0,20233549,411997",Chemin du Vallon,,Chemin du Vallon,14600,,,Équemauville,Calvados,,Normandy,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,357339","48,592512",5.44691087286669,"8 Rue Gambetta, 61600 La Ferté-Macé, France",48.59251,-0.357413,"-0,35733948,592512",,8,Rue Gambetta,61600,,La Ferte-Mace,La Ferté-Macé,Orne,,Normandy,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,703179299","49,291673",1.03081531329324,"Route de Vaux-sur-Aure, 14400 Bayeux, France",49.2914831,-0.7032089,"-0,70317929949,291673",Route de Vaux-sur-Aure,,Route de Vaux-sur-Aure,14400,,,Bayeux,Calvados,,Normandy,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,3353513","49,2031097",25.0755731568428,"Carrefour d'Initiatives pour Développer l'Emploi et les Métiers d'Hérouville-Saint-Clair, 1 Place de l'Europe, 14200 Hérouville-Saint-Clair, France",49.203383,-0.335045755365895,"-0,335351349,2031097",Carrefour d'Initiatives pour Développer l'Emploi et les Métiers d'Hérouville-Saint-Clair,1,Place de l'Europe,14200,Grand Parc,Hérouville-Saint-Clair,Hérouville-Saint-Clair,Calvados,,Normandy,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,755379","45,340397",4.19400356868871,"Route de Bort, 15190 Condat, France",45.3399994,2.7535531,"2,75537945,340397",Route de Bort,,Route de Bort,15190,,Le Foirail,Condat,Cantal,ARA,Auvergne-Rhône-Alpes,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,084611","45,033582",0.111195079952792,"2 Avenue Du Docteur Mallet, 15100 Saint-Flour, France",45.033583,3.084611,"3,08461145,033582",,2,Avenue Du Docteur Mallet,15100,,Saint-Flour,Saint-Flour,Cantal,,Auvergne-Rhone-Alpes,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,439068","44,925517",0,"50 Avenue De La République, 15000 Aurillac, France",44.925517,2.439068,"2,43906844,925517",,50,Avenue De La République,15000,,Aurillac,Aurillac,Cantal,,Auvergne-Rhone-Alpes,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,006223","44,855431",36.4542254220719,"46 Rue Saint-Julien, 15110 Chaudes-Aigues, France",44.855654,3.005884,"3,00622344,855431",,46,Rue Saint-Julien,15110,,Chaudes-Aigues,Chaudes-Aigues,Cantal,,Auvergne-Rhone-Alpes,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,335594","45,218927",0.111195079952792,"1 Avenue Fernand Talandier, 15200 Mauriac, France",45.218928,2.335594,"2,33559445,218927",,1,Avenue Fernand Talandier,15200,,Mauriac,Mauriac,Cantal,,Auvergne-Rhone-Alpes,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,872716","45,110488",3.02642412532895,"Rue Porte Saint-Esprit, 15300 Murat, France",45.1114326,2.8707572,"2,87271645,110488",Rue Porte Saint-Esprit,,Rue Porte Saint-Esprit,15300,,Murat,Murat,Cantal,ARA,Auvergne-Rhône-Alpes,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,084611","45,033582",0.111195079952792,"2 Avenue Du Docteur Mallet, 15100 Saint-Flour, France",45.033583,3.084611,"3,08461145,033582",,2,Avenue Du Docteur Mallet,15100,,Saint-Flour,Saint-Flour,Cantal,,Auvergne-Rhone-Alpes,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,6673989999","45,280992",19.9378420638108,"6 Rue Des Docteurs J Et Rene Roche, 15400 Riom-ès-Montagnes, France",45.28088,2.6672,"2,667398999945,280992",,6,Rue Des Docteurs J Et Rene Roche,15400,,Riom-Es-Montagnes,Riom-ès-Montagnes,Cantal,,Auvergne-Rhone-Alpes,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,4359730999","45,3485646",1.91010323704661,"EHPAD La Sumène, Piste Verte, 15210 Ydes, France",45.34839765,2.43549312455096,"2,435973099945,3485646",EHPAD La Sumène,,Piste Verte,15210,Fanostre,Ydes,Ydes,Cantal,ARA,Auvergne-Rhône-Alpes,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,6685547829","45,28076125",2.35935241497617,"4bis Route De Condat, 15400 Riom-ès-Montagnes, France",45.280771,2.668528,"2,668554782945,28076125",,4bis,Route De Condat,15400,,Riom-Es-Montagnes,Riom-ès-Montagnes,Cantal,,Auvergne-Rhone-Alpes,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,635392","44,977623",0.180530015081451,"Avenue de la Duchesse de Fontange, 15800 Vic-sur-Cère, France",44.9772689,2.6358958,"2,63539244,977623",Avenue de la Duchesse de Fontange,,Avenue de la Duchesse de Fontange,15800,,Lotissement des Sources,Vic-sur-Cère,Cantal,ARA,Auvergne-Rhône-Alpes,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,425497","44,91009",0,"83 Avenue Charles De Gaulle, 15000 Aurillac, France",44.91009,2.425497,"2,42549744,91009",,83,Avenue Charles De Gaulle,15000,,Aurillac,Aurillac,Cantal,,Auvergne-Rhone-Alpes,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,084611","45,033582",0.111195079952792,"2 Avenue Du Docteur Mallet, 15100 Saint-Flour, France",45.033583,3.084611,"3,08461145,033582",,2,Avenue Du Docteur Mallet,15100,,Saint-Flour,Saint-Flour,Cantal,,Auvergne-Rhone-Alpes,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,439806","44,925338",14.8960619026742,"14bis Rue Caylus, 15000 Aurillac, France",44.925436,2.439677,"2,43980644,925338",,14bis,Rue Caylus,15000,,Aurillac,Aurillac,Cantal,,Auvergne-Rhone-Alpes,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,195185","44,713957",3.71965928730521,"Rue André Mouly, 15600 Maurs, France",44.7147842,2.1940749,"2,19518544,713957",Rue André Mouly,,Rue André Mouly,15600,,,Maurs,Cantal,ARA,Auvergne-Rhône-Alpes,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,1471105","45,6498088",11.6411494783862,"51 Avenue Du President Wilson, 16000 Angulema, France",45.649705,0.14713,"0,147110545,6498088",,51,Avenue Du President Wilson,16000,,Angouleme,Angulema,Charente,,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,382448","45,74191",0,"Place du Champ de Foire, Rue des Gavareaux, 16110 La Rochefoucauld-en-Angoumois, France",45.74203675,0.382337375432271,"0,38244845,74191",Place du Champ de Foire,,Rue des Gavareaux,16110,,La Rochefoucauld,La Rochefoucauld-en-Angoumois,Charente,,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,119377","45,633756",298.324021716407,"70a Rue Jean Doucet, 16470 Saint-Michel, France",45.63166,0.116982,"0,11937745,633756",,70a,Rue Jean Doucet,16470,,Angouleme,Saint-Michel,Charente,,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,2979884","45,6835311",0,"16100 Châteaubernard, France",45.68345345,-0.297902905175123,"-0,297988445,6835311",,,,16100,,,Châteaubernard,Charente,,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
