original_lon,original_lat,distance,formatted,lat,lon,KEY,name,housenumber,street,postcode,district,suburb,city,county,state,state_code,country,country_code,attribution,attribution_license,attribution_url
"3,377291","50,142048",6.73672955901668,"93 Rue Victor Watremez, 59157 Beauvois-en-Cambrésis, France",50.142088,3.377362,"3,37729150,142048",,93,Rue Victor Watremez,59157,Beauvois-En-Cambresis,,Beauvois-en-Cambrésis,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,17404","50,677647",5.2008431117391,"Rue Paul Lafargue, 59100 Roubaix, France",50.6766999,3.1727001,"3,1740450,677647",Rue Paul Lafargue,,Rue Paul Lafargue,59100,,,Roubaix,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,5518727999","50,3725216",0,"Elsan Hôpitaux Privés du Hainaut, Rue Henri Barbusse, 59880 Saint-Saulve, France",50.37248685,3.55200865414994,"3,551872799950,3725216",Elsan Hôpitaux Privés du Hainaut,,Rue Henri Barbusse,59880,,,Saint-Saulve,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,855438","50,220093",0,"232 Rue Notre Dame, 59138 Pont-sur-Sambre, France",50.220093,3.855438,"3,85543850,220093",,232,Rue Notre Dame,59138,Pont-Sur-Sambre,,Pont-sur-Sambre,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,075518","50,597179",14.5626286407313,"École élémentaire George Sand, 130 Rue de Dunkerque, 59155 Faches-Thumesnil, France",50.59674905,3.07583745370236,"3,07551850,597179",École élémentaire George Sand,130,Rue de Dunkerque,59155,Faches-Thumesnil,,Faches-Thumesnil,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,020971","50,649897",18.4017533347092,"96 Avenue Georges Clemenceau, 59130 Lambersart, France",50.649787,3.021166,"3,02097150,649897",,96,Avenue Georges Clemenceau,59130,Lambersart,,Lambersart,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,973791","50,279622",0.263921369014859,"2 Place Vauban, 59600 Maubeuge, France",50.279624,3.973793,"3,97379150,279622",,2,Place Vauban,59600,Maubeuge,,Maubeuge,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,743817","50,742494",0.233256546657704,"49bis Rue De Neuve - Eglise, 59270 Bailleul, France",50.742496,2.743818,"2,74381750,742494",,49bis,Rue De Neuve - Eglise,59270,Bailleul,,Bailleul,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,319764","50,237932",0,"1 Rue Pasteur, 59141 Iwuy, France",50.237932,3.319764,"3,31976450,237932",,1,Rue Pasteur,59141,Iwuy,,Iwuy,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,803939","50,532795",2.04594477891471,"2 Rue Des Casernes, 59480 La Bassée, France",50.532813,2.803933,"2,80393950,532795",,2,Rue Des Casernes,59480,La Bassee,,La Bassée,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,539512","50,391233",0.13187097251865,"1 Rue Du Docteur Schultz, 59860 Bruay-sur-l'Escaut, France",50.391234,3.539511,"3,53951250,391233",,1,Rue Du Docteur Schultz,59860,Bruay-Sur-L'Escaut,,Bruay-sur-l'Escaut,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,339284","51,016168",0.111195079952792,"1 Avenue Du Pont Loby, 59640 Dunkirk, France",51.016169,2.339284,"2,33928451,016168",,1,Avenue Du Pont Loby,59640,Dunkerque,,Dunkirk,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,1760332","50,6968082",12.988509708831,"80 Rue Saint Antoine, 59100 Roubaix, France",50.696925,3.176031,"3,176033250,6968082",,80,Rue Saint Antoine,59100,Roubaix,,Roubaix,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,082156","50,646853",0,"Hôpital Privé La Louvière, Avenue du Parc Monceau, 59110 Lille, France",50.64674065,3.08392114770294,"3,08215650,646853",Hôpital Privé La Louvière,,Avenue du Parc Monceau,59110,Lille,Faubourg de Roubaix,Lille,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,14094","50,612635",0,"Université de Lille − Cité scientifique, 9 Avenue Paul Langevin, 59491 Villeneuve-d'Ascq, France",50.61109025,3.13748027211103,"3,1409450,612635",Université de Lille − Cité scientifique,9,Avenue Paul Langevin,59491,,Hôtel-de-Ville,Villeneuve-d'Ascq,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,038593","50,608464",0,"Centre Hospitalier Régional Universitaire de Lille, 1 Boulevard du Professeur Jules Leclercq, 59037 Lille, France",50.60722185,3.03721932241975,"3,03859350,608464",Centre Hospitalier Régional Universitaire de Lille,1,Boulevard du Professeur Jules Leclercq,59037,Lille,Faubourg de Béthune,Lille,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,147161","50,710451",0,"256 Rue Du Flocon, 59200 Tourcoing, France",50.710451,3.147161,"3,14716150,710451",,256,Rue Du Flocon,59200,Tourcoing,,Tourcoing,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,116058","50,521799",3.17061585805403,"22 Rue Du Marechal Leclerc, 59710 Pont-à-Marcq, France",50.521789,3.1161,"3,11605850,521799",,22,Rue Du Marechal Leclerc,59710,Pont-A-Marcq,,Pont-à-Marcq,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,1500634","50,7118129",13.5669059213161,"215 Rue Du Flocon, 59200 Tourcoing, France",50.711708,3.149965,"3,150063450,7118129",,215,Rue Du Flocon,59200,Tourcoing,,Tourcoing,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,563706","50,344441",4.1353134633369,"Rue Antoine Laurent de Lavoisier, 59770 Marly, France",50.3458732,3.5651489,"3,56370650,344441",Rue Antoine Laurent de Lavoisier,,Rue Antoine Laurent de Lavoisier,59770,,,Marly,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,5375493999","50,7293141",0.23617948984358,"Avenue Jean Bart, 59190 Hazebrouck, France",50.729147,2.5371922,"2,537549399950,7293141",Avenue Jean Bart,,Avenue Jean Bart,59190,Cité Plateel,,Hazebrouck,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,938287","50,174001",1.51022922435523,"Rue Jean Coin, 59440 Dourlers, France",50.1740737,3.9395683,"3,93828750,174001",Rue Jean Coin,,Rue Jean Coin,59440,,,Dourlers,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,908508","50,688194",3.88997222094302,"2 Rue Massenet, 59116 Houplines, France",50.68816,2.908521,"2,90850850,688194",,2,Rue Massenet,59116,Houplines,,Houplines,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,06829","50,402489",67.6493201699728,"16 Zone Industrielle Des Prés Loribes, 59128 Flers-en-Escrebieux, France",50.403088,3.068123,"3,0682950,402489",,16,Zone Industrielle Des Prés Loribes,59128,Flers-En-Escrebieux,,Flers-en-Escrebieux,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,276559","50,35652",0,"16 Rue Edmond Simon, 59490 Somain, France",50.35652,3.276559,"3,27655950,35652",,16,Rue Edmond Simon,59490,Somain,,Somain,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,120669","50,985001",0,"2bis Rue Des Islandais, 59820 Gravelines, France",50.985001,2.120669,"2,12066950,985001",,2bis,Rue Des Islandais,59820,Saint-Georges-Sur-L'Aa,,Gravelines,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,223168","50,15675",0,"110 Avenue De Paris, 59267 Proville, France",50.15675,3.223168,"3,22316850,15675",,110,Avenue De Paris,59267,Raillencourt-Sainte-Olle,,Proville,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,5442349999","50,103942",10.341513839544,"Maison de la Presse, 1 Rue Jean Jaurès, 59360 Le Cateau-Cambrésis, France",50.10402455,3.54384493117905,"3,544234999950,103942",Maison de la Presse,1,Rue Jean Jaurès,59360,Le Cateau-Cambresis,Le Cateau-Cambrésis,Le Cateau-Cambrésis,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,9732348","50,6525603",8.01484167413311,"2 Rue Thomas More, 59160 Lille, France",50.652624,2.973288,"2,973234850,6525603",,2,Rue Thomas More,59160,Lille,,Lille,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,2366329999","50,173538",0.308383598751799,"Zenia Hotel & Spa, 59400 Cambrai, France",50.17354,3.23663,"3,236632999950,173538",Zenia Hotel & Spa,,,59400,Cambrai,,Cambrai,Nord,Upper France,,France,fr,,CC BY 4.0,https://www.geonames.org/datasources/
"3,3976493999","50,317329",2.67631307794876,"Boulevard du Général Charles de Gaulle, 59220 Denain, France",50.3172091,3.3978029,"3,397649399950,317329",Boulevard du Général Charles de Gaulle,,Boulevard du Général Charles de Gaulle,59220,,Faubourg Fernand Duchâteau,Denain,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,2772972999","50,3594898",0,"Institut ophtalmique, 28 Rue Anatole France, 59490 Somain, France",50.3599286,3.27761997743075,"3,277297299950,3594898",Institut ophtalmique,28,Rue Anatole France,59490,,,Somain,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,099528","50,33765",11.1873936536955,"1 Route De Cambrai, 59187 Dechy, France",50.337641,3.099371,"3,09952850,33765",,1,Route De Cambrai,59187,Dechy,,Dechy,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,120284","50,442099",9.01787228209174,"1 Avenue Du Chateau Du Liez, 59283 Raimbeaucourt, France",50.442078,3.120407,"3,12028450,442099",,1,Avenue Du Chateau Du Liez,59283,Raimbeaucourt,,Raimbeaucourt,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,086999","50,587573",19.4178327218179,"27 Rue Gustave Delory, 59810 Lesquin, France",50.587622,3.087263,"3,08699950,587573",,27,Rue Gustave Delory,59810,Lesquin,,Lesquin,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,0888222999","50,5885589",0,"Clinique Lille-Sud SOS Mains, 53 Rue des Meuniers, Lesquin, France",50.588515,3.0877749,"3,088822299950,5885589",Clinique Lille-Sud SOS Mains,53,Rue des Meuniers,,,,Lesquin,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,0312880999","50,6342799",5.5244233339273,"Hôpital privé Le Bois, 44 Avenue Marx Dormoy, 59000 Lille, France",50.6344796,3.03127912242826,"3,031288099950,6342799",Hôpital privé Le Bois,44,Avenue Marx Dormoy,59000,Lille,Bois Blancs,Lille,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,9747389","50,6462691",18.0513571921417,"29 Rue du Grand But, 59160 Capinghem, France",50.646146,2.974572,"2,974738950,6462691",,29,Rue du Grand But,59160,Capinghem,,Capinghem,Nord,Upper France,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,005012","50,633827",0.222390160695673,"4 Rue Emile Zola, 59000 Lille, France",50.633829,3.005012,"3,00501250,633827",,4,Rue Emile Zola,59000,Lille,,Lille,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,085745","50,646993",0,"Hôpital Privé La Louvière, Avenue du Parc Monceau, 59110 Lille, France",50.64674065,3.08392114770294,"3,08574550,646993",Hôpital Privé La Louvière,,Avenue du Parc Monceau,59110,Lille,Faubourg de Roubaix,Lille,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,233424","50,180861",0.111195079952792,"102 Boulevard Faidherbe, 59400 Cambrai, France",50.180862,3.233424,"3,23342450,180861",,102,Boulevard Faidherbe,59400,Cambrai,,Cambrai,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,1014033999","50,6664835",3.82721208393272,"Clinique du Croisé Laroche, 199 Rue de la Rianderie, 59700 Marcq-en-Barœul, France",50.6663369,3.10217748514972,"3,101403399950,6664835",Clinique du Croisé Laroche,199,Rue de la Rianderie,59700,Marcq-En-Baroeul,Parc Europe,Marcq-en-Barœul,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,500864","50,3587",0,"Centre Hospitalier de Valenciennes, Rue de la Villette, 59300 Valenciennes, France",50.36025035,3.50123051629935,"3,50086450,3587",Centre Hospitalier de Valenciennes,,Rue de la Villette,59300,Chasse-Royale,Faubourg de Paris,Valenciennes,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,511931","50,360397",0.131895758503089,"8 Avenue Vauban, 59300 Valenciennes, France",50.360398,3.511932,"3,51193150,360397",,8,Avenue Vauban,59300,Valenciennes,,Valenciennes,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,400941","50,332589",0.111195080742881,"440 Rue Pierre Nève, 59220 Denain, France",50.33259,3.400941,"3,40094150,332589",,440,Rue Pierre Nève,59220,Denain,,Denain,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,549427","50,371753",4.23901389067153,"Rue Henri Barbusse, 59880 Saint-Saulve, France",50.3722973,3.5506271,"3,54942750,371753",Rue Henri Barbusse,,Rue Henri Barbusse,59880,,,Saint-Saulve,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,155885","50,653717",15.7765337830249,"109 Rue d’Hem, 59650 Villeneuve-d'Ascq, France",50.653627,3.156058,"3,15588550,653717",,109,Rue d’Hem,59650,Villeneuve-d'Ascq,,Villeneuve-d'Ascq,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,1533357","50,6316211",15.0760334736447,"11 Allee De La Clairiere, 59650 Villeneuve-d'Ascq, France",50.631492,3.153401,"3,153335750,6316211",,11,Allee De La Clairiere,59650,Villeneuve-d'Ascq,,Villeneuve-d'Ascq,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,143919","50,627188",2.72769192441493,"Rue de la Liberté, 59650 Villeneuve-d'Ascq, France",50.627212,3.143927,"3,14391950,627188",,,Rue de la Liberté,59650,Villeneuve-d'Ascq,,Villeneuve-d'Ascq,Nord,Upper France,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,891488","50,677661",3.70824409857307,"Rue Léon Blum, 59930 La Chapelle-d'Armentières, France",50.6776064,2.8912835,"2,89148850,677661",Rue Léon Blum,,Rue Léon Blum,59930,,,La Chapelle-d'Armentières,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,484635","50,161419",0,"11 Rue Foch, 59730 Briastre, France",50.161419,3.484635,"3,48463550,161419",,11,Rue Foch,59730,Briastre,,Briastre,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,234939","50,407608",4.21519594900956,"Ferme du Faux Vivier, 59870 Marchiennes, France",50.4081612,3.2341255,"3,23493950,407608",Ferme du Faux Vivier,,Ferme du Faux Vivier,59870,,,Marchiennes,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,988846","50,28391",0.111195080742881,"1 Allée De La Polyclinique, 59600 Maubeuge, France",50.283911,3.988846,"3,98884650,28391",,1,Allée De La Polyclinique,59600,Maubeuge,,Maubeuge,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,035643","50,607823",0,"Centre Hospitalier Régional Universitaire de Lille, 1 Boulevard du Professeur Jules Leclercq, 59037 Lille, France",50.60722185,3.03721932241975,"3,03564350,607823",Centre Hospitalier Régional Universitaire de Lille,1,Boulevard du Professeur Jules Leclercq,59037,Lille,Faubourg de Béthune,Lille,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,056053","50,606888",0.13169764760636,"1 Rue Desire Verhaeghe, 59000 Lille, France",50.606889,3.056054,"3,05605350,606888",,1,Rue Desire Verhaeghe,59000,Lille,,Lille,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,035254","50,602218",179.957853687891,"351 Rue Ambroise Pare, 59120 Loos, France",50.602176,3.032705,"3,03525450,602218",,351,Rue Ambroise Pare,59120,Loos,,Loos,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,068376","50,63071",0.111195079952792,"234 Rue Pierre Mauroy, 59800 Lille, France",50.630711,3.068376,"3,06837650,63071",,234,Rue Pierre Mauroy,59800,Lille,,Lille,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,4975957","50,3606388",2.06675980805044,"54bis Avenue Desandrouin, 59300 Valenciennes, France",50.360642,3.497567,"3,497595750,3606388",,54bis,Avenue Desandrouin,59300,Valenciennes,,Valenciennes,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,255469","50,178768",0.132041755139824,"121 Rue De Solesmes, 59400 Cambrai, France",50.178769,3.25547,"3,25546950,178768",,121,Rue De Solesmes,59400,Cambrai,,Cambrai,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,345758","50,339835",0,"1 Rue De La Pied Sente, 59124 Escaudain, France",50.339835,3.345758,"3,34575850,339835",,1,Rue De La Pied Sente,59124,Escaudain,,Escaudain,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,553325","50,380562",0.111195080742881,"1 Rue Victor Hornez, 59880 Saint-Saulve, France",50.380563,3.553325,"3,55332550,380562",,1,Rue Victor Hornez,59880,Saint-Saulve,,Saint-Saulve,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,035643","50,607823",0,"Centre Hospitalier Régional Universitaire de Lille, 1 Boulevard du Professeur Jules Leclercq, 59037 Lille, France",50.60722185,3.03721932241975,"3,03564350,607823",Centre Hospitalier Régional Universitaire de Lille,1,Boulevard du Professeur Jules Leclercq,59037,Lille,Faubourg de Béthune,Lille,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,210788","50,680396",0.0371026489010018,"Rue Pierre de Coubertin, 59100 Roubaix, France",50.6804105,3.2107316,"3,21078850,680396",Rue Pierre de Coubertin,,Rue Pierre de Coubertin,59100,,,Roubaix,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,9879121","50,2838279",25.8111506848247,"100 Route d’Assevent, 59600 Maubeuge, France",50.284059,3.987878,"3,987912150,2838279",,100,Route d’Assevent,59600,Maubeuge,,Maubeuge,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,173905","50,390948",12.2878560767752,"368 Rue Jehanne De Lalain, 59167 Lallaing, France",50.390904,3.174064,"3,17390550,390948",,368,Rue Jehanne De Lalain,59167,Lallaing,,Lallaing,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,114379","50,732899",22.880502715696,"41 Rue de Lille, 59223 Roncq, France",50.733055,3.114167,"3,11437950,732899",,41,Rue de Lille,59223,,,Roncq,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,063959","50,646088",0,"PE1, Rue des Bateliers, 59043 Lille, France",50.64601835,3.06313152196851,"3,06395950,646088",PE1,,Rue des Bateliers,59043,Lille,Vieux Lille,Lille,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,233508","50,333579",2.49415353542662,"53 Rue De Douai, 59165 Auberchicourt, France",50.333577,3.233543,"3,23350850,333579",,53,Rue De Douai,59165,Auberchicourt,,Auberchicourt,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,8801088","50,6869541",5.54767887977244,"16 Rue Du Marechal Foch, 59280 Armentières, France",50.686987,2.880168,"2,880108850,6869541",,16,Rue Du Marechal Foch,59280,Armentieres,,Armentières,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,160403","50,722375",9.58537209108024,"19 Rue de Tournai, 59200 Tourcoing, France",50.722293,3.160361,"3,16040350,722375",,19,Rue de Tournai,59200,,,Tourcoing,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,987098","50,63841",3.93250710054776,"1 Avenue Jean Marie Fossier, 59000 Lille, France",50.638375,2.987106,"2,98709850,63841",,1,Avenue Jean Marie Fossier,59000,Lille,,Lille,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,579781","50,432848",0,"1 Rue Ghesquière, 59970 Fresnes-sur-Escaut, France",50.432848,3.579781,"3,57978150,432848",,1,Rue Ghesquière,59970,Fresnes-Sur-Escaut,,Fresnes-sur-Escaut,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,0786894999","50,6211768",6.24484113396138,"18 Boulevard De Belfort, 59000 Lille, France",50.621178,3.078601,"3,078689499950,6211768",,18,Boulevard De Belfort,59000,Lille,,Lille,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,1217709999","50,6218475",28.1931762204315,"25 Pave Du Moulin, 59260 Lille, France",50.621773,3.122153,"3,121770999950,6218475",,25,Pave Du Moulin,59260,Lille,,Lille,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,171757","50,678772",9.89920251772005,"6 Boulevard Lacordaire, 59100 Roubaix, France",50.678707,3.171853,"3,17175750,678772",,6,Boulevard Lacordaire,59100,Roubaix,,Roubaix,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
