unit,wstatus,isco08,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 
P_HTHAB,PRACT,OC222_322,NO	1893.32 	1856.46 	1843.34 	1826.74 	1821.97 	1803.99 	1787.40 b	1744.27 	1721.11 	1706.88 	1693.69 	1665.45 	1644.66 b	1609.66 	1598.08 	1583.65 	1551.12 	1508.57 	1467.49 	1422.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322,PL	: 	: 	: 	: 	569.96 	576.04 	578.75 	582.90 	587.33 	: 	587.35 	587.19 	584.74 	577.49 	575.30 	564.40 	563.89 b	550.68 b	529.83 	543.12 	544.69 	553.15 	571.52 	614.43 	626.18 	621.21 	611.59 	604.16 	591.89 	592.41 	595.53 	608.18 	: 	570.84 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322,RO	: 	788.93 	769.76 	738.65 	714.00 	682.85 	657.81 	633.36 	618.10 	598.68 	586.32 	577.48 b	620.82 	603.71 	607.11 b	597.14 	578.77 	565.73 	557.86 	567.88 	542.09 	529.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322,RS	655.82 	632.70 b	: 	652.78 d	643.81 d	634.90 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322,SE	: 	: 	1161.92 	1164.49 	1166.97 	1170.31 	1172.32 	1170.78 	1171.51 	1168.90 	1164.09 	1161.03 	1153.13 	1151.36 	1147.59 	1136.27 	1120.41 	1100.69 	1080.70 	1069.32 	1047.72 	1032.18 	1024.55 	1012.58 	991.77 	998.28 	999.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322,SI	: 	1061.16 	1040.85 	1025.46 	1002.28 	974.02 	885.71 	862.76 	837.74 	822.01 	838.54 	823.55 	806.99 	792.01 	778.98 	763.43 	750.62 	742.16 	736.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322,UK	: 	: 	: 	825.30 	830.32 	835.66 	838.84 	842.20 	842.38 	842.28 	867.97 	888.61 	898.27 	915.03 	913.28 	947.48 	963.09 	951.27 	936.09 	911.90 	881.42 	860.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_3222,AT	: 	1060.03 	1056.72 b	711.64 d	710.34 d	702.68 d	704.31 d	703.69 d	693.59 d	688.73 d	685.67 d	675.85 d	669.69 d	657.84 d	642.63 d	635.47 d	619.84 d	612.99 d	588.79 d	588.09 d	578.13 d	573.52 d	560.94 d	545.92 d	537.37 d	524.78 d	512.88 d	492.19 d	459.46 d	434.55 d	416.58 d	404.89 d	395.98 d	382.08 d	383.45 d	369.77 d	355.47 d	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_3222,BG	: 	467.42 	484.75 	480.34 	482.79 	480.23 	483.02 	486.99 	491.82 	483.86 	474.65 	473.70 	473.51 	475.81 	472.41 	460.83 	452.93 	430.05 	425.78 	407.56 	415.61 	435.85 b	618.05 	643.94 	641.92 	689.65 	686.25 	680.91 	695.69 	670.37 	668.79 	703.74 	682.55 	678.67 	669.37 	659.82 	654.30 	: 	: 	: 	: 	602.00 
P_HTHAB,PRACT,OC222_3222,CH	: 	1215.29 	1192.60 	1180.67 	1162.45 	1169.84 	1155.39 	1138.17 	1132.14 	1110.92 	1093.21 	1068.68 b	1042.26 e	1023.74 e	1009.29 e	: e	: be	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_3222,CY	: 	: 	567.94 	565.59 	560.08 	545.35 	538.66 	512.49 	494.47 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_3222,CZ	: 	850.67 	845.48 	845.29 	843.24 	830.02 b	841.49 	834.01 e	841.00 	848.29 	846.10 	851.91 	850.96 	838.45 	844.65 	848.66 	853.51 	853.99 b	845.16 	847.71 	832.97 	806.62 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_3222,DE	: 	1237.36 	1209.49 	1180.86 	1137.23 	1114.77 	1100.55 	1100.24 	1081.27 	1046.93 	1041.42 	1022.07 	1004.86 	982.83 	965.16 	950.51 	940.95 	924.67 	915.98 	897.09 	886.46 	878.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_3222,DK	: 	: 	1050.65 	1045.99 	1037.97 	1028.94 	1025.08 	1025.91 	1027.47 	1026.49 	1016.63 	1011.07 	1008.04 	982.39 	955.54 	980.31 	983.20 	968.60 	952.79 	968.74 	957.68 	954.34 	935.76 	939.35 	927.84 	902.88 	894.87 	892.11 	898.06 	889.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_3222,EE	: 	674.45 	660.11 	663.63 	653.72 	643.64 	635.16 	607.67 	596.28 b	646.03 b	652.69 	640.19 	644.80 	671.53 	670.18 	661.19 	658.04 b	654.29 	643.09 	631.89 	612.56 	619.91 	639.24 	653.25 	657.65 	672.30 	692.45 	692.23 	700.74 	697.48 b	712.73 b	880.08 	897.50 	917.54 	923.64 	911.12 	899.80 	888.05 	876.82 	870.85 	839.91 	813.89 
P_HTHAB,PRACT,OC222_3222,EL	: 	: 	223.69 d	221.65 d	218.32 d	214.92 d	206.50 d	206.05 d	206.58 d	207.32 d	210.63 d	207.23 d	205.10 d	197.98 d	194.97 d	188.89 d	183.89 d	177.34 d	178.56 d	175.88 d	162.28 d	150.79 d	143.34 d	: 	: 	: 	: 	: 	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d
P_HTHAB,PRACT,OC222_3222,FI	: 	: 	: 	: 	: 	: 	: 	1064.61 	1064.48 	1014.21 	978.83 	955.56 	941.21 	918.17 	920.62 	913.95 	868.95 	843.74 	: 	: 	: 	702.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_3222,HR	: 	230.28 	219.91 	206.48 	192.23 	185.14 	174.95 	157.29 	149.44 	140.41 	132.41 	127.64 	123.89 	123.94 	120.69 	117.62 	114.92 	113.13 	110.86 	112.37 	112.76 	110.59 	107.23 	106.90 	107.52 	104.50 	105.56 	103.03 	107.97 	111.74 	108.85 	115.19 	116.02 	114.23 	108.17 	102.74 	97.59 	: 	: 	: 	: 	70.35 
P_HTHAB,PRACT,OC222_3222,HU	: p	522.96 	521.28 	519.37 	503.40 b	500.53 	510.19 	509.51 	505.15 	502.94 	508.69 	490.25 	489.05 	479.91 	459.36 	498.43 	467.07 	447.41 	437.87 	442.35 	415.66 	397.30 b	456.54 	464.74 	451.33 	460.06 	443.99 	462.50 	463.06 	432.25 	409.07 b	443.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_3222,IS	: 	1060.95 	1038.65 	975.28 	947.88 	896.14 	1017.19 	1008.60 	1015.86 	986.85 	953.88 e	912.78 	921.82 	938.52 	954.53 	924.02 	936.19 	941.20 	929.12 	886.89 	892.73 	868.76 	874.25 	880.14 	839.83 	: 	: 	806.70 	799.32 	788.72 	780.85 	782.89 	759.73 	763.19 	768.73 	759.11 	726.58 	713.12 	692.05 	659.37 	611.47 	575.97 
P_HTHAB,PRACT,OC222_3222,IT	655.11 ep	656.53 e	644.47 e	604.74 e	607.42 e	583.93 e	570.09 e	553.29 e	532.98 e	: e	: e	: e	: e	: e	: e	: e	: e	: e	: e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_3222,LI	729.74 	714.63 	752.03 b	690.27 	679.63 b	649.59 	661.44 	655.08 be	640.83 be	537.42 be	258.87 be	249.85 be	198.65 e	236.80 e	246.72 e	242.60 e	238.83 e	217.73 d	240.62 de	240.40 de	213.89 e	183.80 be	139.66 	151.57 	144.09 e	128.90 	133.22 	134.56 	129.62 	118.14 	126.67 	146.13 	123.60 	132.39 	148.79 	168.88 	137.66 	139.12 	121.00 	118.07 	109.07 	86.23 
P_HTHAB,PRACT,OC222_3222,LT	: 	811.95 	806.08 	809.45 	802.75 	802.59 	797.68 	790.90 	785.28 	789.38 	783.09 	765.90 	764.29 	775.84 	765.95 	767.76 	760.42 	756.99 	765.46 	779.39 	796.04 	802.45 	834.34 	920.23 	928.89 	947.88 	944.34 	946.31 	933.66 	943.59 	945.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_3222,LU	: 	: 	: 	: 	1208.38 	1207.80 	1227.17 	1231.67 	1230.12 	1228.75 	1163.51 	1141.33 b	1147.09 	: 	: 	1126.66 	1129.72 b	936.27 	919.12 b	799.46 	768.02 	760.26 	752.66 	745.00 	751.46 	735.59 	712.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_3222,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_3222,MT	: 	850.91 	820.93 	827.64 	850.86 	859.99 	815.41 	829.12 	739.73 	707.57 	708.92 	684.67 	657.49 b	679.81 	624.50 	594.86 	580.68 	563.22 b	550.45 	551.05 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	476.73 	494.06 	498.13 	: 	: 	: 	: 	475.00 	446.73 	: 
P_HTHAB,PRACT,OC222_3222,NL	: 	: 	: b	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	260.27 e	261.02 e	273.49 e	264.97 e	250.01 e	231.82 e	226.46 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_3222,NO	1893.32 	1856.46 	1843.34 	1826.74 	1821.97 	1803.99 	1787.40 b	1744.27 	1721.11 	1706.88 	1693.69 	1665.45 	1644.66 b	1609.66 	1598.08 	1583.65 	1551.12 	1508.57 	1467.49 	1422.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_3222,PL	: 	: 	: 	: 	569.96 	576.04 	578.75 	582.90 	587.33 	: 	587.35 	587.19 	584.74 	577.49 	575.30 	564.40 	563.89 b	550.68 b	529.83 	543.12 	544.69 	553.15 	571.52 	614.43 	626.18 	621.21 	611.59 	604.16 	591.89 	592.41 	595.53 	608.18 	: 	570.84 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_3222,RO	: 	98.53 	95.60 	91.13 	87.18 	82.46 	77.93 	72.81 	68.70 	62.25 	51.15 	47.34 b	40.41 	33.55 	28.65 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_3222,RS	117.56 	115.46 b	: 	123.12 d	119.26 d	117.15 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_3222,SE	: 	: 	1161.92 	1164.49 	1166.97 	1170.31 	1172.32 	1170.78 	1171.51 	1168.90 	1164.09 	1161.03 	1153.13 	1151.36 	1147.59 	1136.27 	1120.41 	1100.69 	1080.70 	1069.32 	1047.72 	1032.18 	1024.55 	1012.58 	991.77 	998.28 	999.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_3222,SI	: 	444.77 	395.95 	353.92 	331.11 	316.02 	266.58 	250.34 	238.89 	226.87 	224.42 	216.54 	207.93 	198.04 	191.76 	187.51 	180.81 	174.11 	170.06 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_3222,UK	: 	: 	: 	684.17 	688.36 	693.19 	693.54 	694.99 	692.52 	690.55 	707.06 	716.34 	719.94 	731.18 	721.91 	738.45 	741.41 	728.60 	711.71 	689.85 	662.53 	643.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322_5321_5322,AT	: 	1614.47 	1594.55 b	830.39 d	831.74 d	824.04 d	829.08 d	824.42 d	810.97 d	806.36 d	800.71 d	792.88 d	786.25 d	774.80 d	759.81 d	748.37 d	738.62 d	733.74 d	705.60 d	705.04 d	696.84 d	693.41 d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322_5321_5322,BE	: 	: 	: 	1808.66 e	: 	: 	: e	: e	: e	: e	: e	: e	: 	: e	: e	: e	: e	: e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322_5321_5322,BG	: 	475.83 	492.95 	485.71 	486.49 	483.22 	484.75 	488.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322_5321_5322,CH	: 	2652.93 	2595.33 	2552.39 	2525.07 	2502.85 	2452.72 	2421.33 	2395.58 	2353.32 	2293.29 	2234.60 b	2108.79 e	2082.86 e	2047.13 e	: e	: be	: e	: e	: e	: e	: e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322_5321_5322,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322_5321_5322,CZ	: 	1144.17 	1124.75 	1117.96 	1111.75 b	1090.70 b	1090.51 	1071.98 e	1071.74 	1077.58 	1073.31 	1077.28 	1072.21 	: 	: 	: 	: 	: b	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322_5321_5322,DE	: 	: 	1966.47 	: 	1832.88 	: 	1748.14 	: 	1667.79 	: 	1593.27 	: 	1498.13 	: 	1396.68 	: 	1364.14 	: 	1325.51 	: 	1277.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322_5321_5322,DK	: 	: 	2640.69 	2666.91 	2673.80 	2665.76 	2647.65 	2637.88 	2625.59 	2625.09 	2609.71 	2626.95 	2646.56 	2574.90 	2506.14 	2527.02 	2536.45 	2482.83 	2449.44 	2451.56 	2418.59 	2359.76 	2276.64 	2214.24 	2105.30 	1951.94 	1889.60 	1841.50 	1772.72 	1720.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322_5321_5322,EE	: 	981.56 	958.02 	951.98 	933.59 	922.79 	914.17 	880.30 	859.18 b	921.60 b	934.28 	899.68 	902.72 	904.73 b	846.36 	833.30 	829.44 b	693.55 d	686.57 d	662.49 d	646.85 d	652.41 d	656.29 d	667.02 d	: 	: 	: 	: 	: 	: b	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322_5321_5322,EL	: 	: 	419.73 d	419.24 d	410.75 d	404.11 d	400.23 d	406.07 d	412.62 d	421.75 d	439.23 d	440.98 d	444.82 d	438.23 d	434.05 d	435.92 d	427.07 d	432.23 d	432.54 d	424.56 d	402.82 d	389.87 d	378.63 d	: 	: 	: 	: 	: 	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d
P_HTHAB,PRACT,OC222_322_5321_5322,FI	: 	: 	: 	3546.30 	3445.71 	3389.02 	3357.79 	3474.35 	3478.71 	3489.90 	3441.53 	3408.84 b	3370.69 	3355.46 	3249.12 	3155.16 	3042.42 	2963.67 	: 	: 	: 	2799.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322_5321_5322,HR	: 	747.72 	740.80 	721.24 	705.88 	682.50 	632.53 	627.73 	632.20 	617.44 	606.57 	591.59 	570.90 	582.94 	564.00 	552.54 	544.34 	541.28 	532.06 	531.93 	530.94 	519.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322_5321_5322,HU	: p	961.73 	974.77 	968.77 	952.00 b	937.77 	944.94 	936.64 	930.73 	912.40 	898.58 	883.22 	886.53 	885.21 	860.89 	901.99 	869.69 	838.91 	839.68 	834.19 	816.42 	788.70 b	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322_5321_5322,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322_5321_5322,IS	: 	3408.26 e	3196.95 e	3050.29 e	3043.98 e	2872.36 e	3079.37 e	2837.33 e	3016.70 e	2780.97 e	2885.77 e	2759.08 e	2863.75 e	2796.35 e	2826.37 e	2866.20 e	3059.31 e	2781.15 e	3027.07 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322_5321_5322,IT	: ep	1681.05 e	1687.77 e	1640.93 e	1637.62 e	1609.50 e	1562.17 e	1498.54 e	1414.12 e	: e	: e	: e	: e	: e	: e	: e	: e	: e	: e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322_5321_5322,LI	3039.30 p	2927.95 p	2909.56 b	2748.00 	2692.17 b	2545.34 b	1506.91 	1468.55 be	1419.55 be	998.46 be	432.36 be	441.40 be	279.79 e	318.56 e	374.34 e	373.90 e	368.32 e	351.26 d	375.60 de	391.76 de	376.57 e	352.28 be	307.26 	331.57 	342.60 e	319.02 	305.43 	328.20 	329.02 	327.40 	335.51 	351.40 	293.12 	282.67 	286.68 	282.70 	253.00 	259.44 	230.66 	224.72 	214.24 	152.87 
P_HTHAB,PRACT,OC222_322_5321_5322,LT	: 	1010.02 b	1092.82 	1093.79 	1074.46 	1064.59 	1046.74 	1030.12 	1016.64 	1010.08 	995.93 	971.88 	962.12 	977.20 	953.46 	952.63 	936.73 	913.36 	922.20 	950.75 	978.30 	1000.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322_5321_5322,LU	: 	: 	: 	: 	1819.44 	1812.98 	1826.71 	1822.52 	1808.75 	1807.53 	1700.79 	1667.22 b	1660.96 	: 	: 	: 	: b	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322_5321_5322,LV	: 	558.60 b	574.61 	569.23 	588.49 	591.42 	595.19 	607.49 	609.99 	603.00 	610.04 	613.05 	599.35 	675.37 	668.54 	679.24 	617.97 b	608.58 	572.08 	540.00 	524.61 	523.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322_5321_5322,MT	: 	1668.44 	1523.82 	1545.30 	1508.34 	1535.06 	1502.52 	1525.23 	1415.37 	: 	: 	: 	: b	: 	: 	: 	: 	: b	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322_5321_5322,NL	: 	2462.79 	2450.34 b	2446.08 	2197.33 	2252.28 	2255.44 	2495.52 b	: 	: 	: 	: 	: 	2618.96 e	2675.91 e	2608.60 e	2677.37 e	2680.95 e	2384.01 e	2435.90 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322_5321_5322,NO	3643.56 	3578.83 	3560.69 	3529.78 	3524.13 	3490.43 	3476.06 b	3397.57 	3377.75 	3369.58 	3364.43 	3336.69 	3327.63 b	3281.73 	3279.68 	3250.39 	3194.33 	3121.79 	3052.58 	2990.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322_5321_5322,PL	: 	: 	: 	: 	587.73 	590.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322_5321_5322,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322_5321_5322,RO	: 	1171.40 	1142.28 	1098.52 	1067.18 	1018.31 	974.17 	937.98 	916.09 	894.52 	884.17 	887.24 b	910.78 	876.95 	858.68 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322_5321_5322,RS	657.19 	634.02 b	: 	652.78 d	643.81 d	634.90 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322_5321_5322,SI	: 	1189.15 e	1160.56 e	1138.34 e	1101.87 e	1060.08 e	1069.77 	1055.59 	1041.09 	1005.71 b	992.96 	975.55 	963.78 	932.07 	933.73 	884.76 	871.04 	863.19 	857.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322_5321_5322,UK	: 	: 	: 	2445.81 	2442.38 	2417.45 	2397.49 	2422.61 	2371.81 	2319.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC3221,AT	: 	16.32 	8.22 b	1.35 d	0.44 d	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC3221,BG	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC3221,CH	: 	656.38 	636.88 	611.19 	591.94 	564.29 	533.72 	507.41 	489.66 	477.09 	452.66 	423.49 b	373.28 e	363.93 e	350.27 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC3221,CY	: 	: 	9.98 	10.00 	11.40 	11.86 	13.92 	16.42 	18.45 	20.37 	25.50 	29.30 	31.93 	32.67 	42.11 	45.01 b	25.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC3221,CZ	: 	55.23 	49.39 	45.56 	44.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC3221,DE	: 	: 	217.83 	229.18 	206.88 	199.15 	193.42 	185.23 	182.28 	177.80 	174.40 	169.11 	163.61 	155.89 	153.16 	150.53 	149.15 	149.06 	146.61 	144.26 	142.08 	141.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC3221,DK	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
