unit,wstatus,isco08,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 
NR,PACT,OC222_3222,SE	: 	: 	126228.00 	125321.00 	123766.00 	122370.00 	120841.00 	119482.00 	118182.00 	116781.00 	115388.00 	114083.00 	112519.00 	111165.00 	110067.00 	108076.00 	105926.00 	103669.00 	101205.00 	99602.00 	97048.00 	95277.00 	94157.00 	92957.00 	90773.00 	91081.00 	90283.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC222_3222,SI	: 	9518.00 	8426.00 	7476.00 	6977.00 	6660.00 	5625.00 	5280.00 	5034.00 	4776.00 	4753.00 	4589.00 	4387.00 	4152.00 	4007.00 	3881.00 	3734.00 	3583.00 	3492 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC222_3222,SK	: 	33377.00 	33040.00 	32803.00 	32468.00 	33017.00 	32664.00 	32961.00 	32903.00 	33243.00 	33880.00 	34619.00 	34477.00 	35539.00 	35699.00 	34120.00 	34038.00 	35746.00 	36569.00 	38352.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC222_3222,TR	: 	286332.00 	254075.00 	246850 b	219883.00 	205408.00 	205889.00 	195270.00 	192971.00 	188372.00 	176887.00 	165115.00 	154533.00 	147583.00 	141836.00 	127109.00 	121723.00 	118982.00 	116145.00 	113872.00 	114298.00 	111144.00 	109733.00 	108522.00 	105464.00 	101326.00 	101708.00 	91893.00 	90359.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC222_322_5321_5322,AT	: 	147811.00 	144293.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC222_322_5321_5322,BE	: 	: 	: 	272805 b	289689.00 	: b	: e	259798 e	245866 e	232771 e	218540 e	206145 e	193626.00 	179305.00 	169865.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC222_322_5321_5322,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC222_322_5321_5322,DK	: 	: 	167513.00 	168590.00 	167397.00 	165817.00 	162896.00 	160458.00 	157792.00 	156258.00 	154704.00 	155358.00 	156161.00 	153445.00 	152336.00 	150180.00 	148570.00 	144511.00 	142005.00 	141050.00 	138463.00 	133928.00 	128948.00 	124074.00 	117691.00 	109157.00 	104755.00 	101521.00 	97541.00 	93305.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC222_322_5321_5322,FI	: 	: 	: 	201992.00 	195910.00 	191562.00 	188889.00 	195244.00 	195573.00 	195310.00 	191581.00 	189443 b	191455.00 	189544.00 	183118.00 	176606.00 	168914.00 	164425.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC222_322_5321_5322,FR	: 	1882326.00 	1923707.00 	1896038.00 	1832537.00 	1749199.00 	1712737.00 	1691611.00 	1631080.00 	1598209.00 	1582452.00 	1537984 b	1490577.00 	1448380.00 	1346977 b	1341003.00 	1278237.00 	1234173.00 	1173265.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC222_322_5321_5322,IE	: bd	: 	: de	: de	: bde	: de	: de	: de	: de	: de	: de	: de	: bde	: de	: bde	: de	: de	: de	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC222_322_5321_5322,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC222_322_5321_5322,IT	: 	1091067 e	1106511 e	1104660 e	1096971 e	1084456 e	1033366 e	1016117 e	976342 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC222_322_5321_5322,LI	1318 ep	1270 ep	1253 be	1182 e	1153 be	1091 be	696 b	658 be	634 be	475 be	266 be	268 be	100 e	113 e	132 e	131 e	128 e	121 d	128 de	132 de	125 e	115 be	99.00 	105.00 	107 e	99.00 	94.00 	100.00 	99.00 	97.00 	98.00 	101.00 	83.00 	79.00 	79.00 	77.00 	68.00 	69.00 	61.00 	59.00 	55.00 	39.00 
NR,PACT,OC222_322_5321_5322,LT	: 	28319 b	30665.00 	30764.00 	30492.00 	30624.00 	30494.00 	30301.00 	30184.00 	30293.00 	30288.00 	30230.00 	30580.00 	31383.00 	30893.00 	31235.00 	31240.00 	30918.00 	31612.00 	32846.00 	34133.00 	35083.00 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC222_322_5321_5322,LU	: 	: 	: 	: 	11057.00 	10788.00 	10626.00 	10380.00 	10089.00 	9870.00 	9106.00 	8761.00 	8585.00 	8082.00 	7703.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC222_322_5321_5322,LV	: 	10632 b	11013.00 	10990.00 	11467.00 	11632.00 	11813.00 	12157.00 	12321.00 	12325.00 	12663.00 	12907.00 	14031.00 	15839.00 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC222_322_5321_5322,ME	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC222_322_5321_5322,MK	: 	10523.00 	10725.00 	10485.00 	10276.00 	10337.00 	9983.00 	9774.00 	9073.00 	9002.00 	9148.00 	9271.00 	9026.00 	8896.00 	8418 b	7545.00 	7436.00 	7711.00 	7634.00 	8093.00 	7813.00 	7796.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC222_322_5321_5322,NO	242044.00 	236590.00 	234125.00 	230401.00 	229634.00 	225989.00 	223114 b	217418.00 	214335.00 	210521.00 	207490.00 	204515.00 	203048.00 	197101.00 	191049.00 	183898.00 	176929.00 	171875.00 	168045.00 	164665.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC222_322_5321_5322,RO	: 	228304.00 	223564.00 	216169.00 	211174.00 	202828.00 	195272.00 	188326.00 	184735.00 	181232.00 	180065.00 	181690 b	198897.00 	201594.00 	200102.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC222_322_5321_5322,RS	46076.00 	44645 b	: 	45926 d	45532 d	45138 d	45158 d	44845 d	45443 d	45512 d	45907 d	45419 d	45229 d	45588 d	44525 d	43445 d	43822 d	45420 d	44288 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC222_322_5321_5322,SI	: 	25387 e	24615 e	23967 e	23127 e	22218 e	22378.00 	22062.00 	21718.00 	20982 b	20778.00 	20571.00 	20071.00 	19432.00 	19103.00 	18026.00 	17892.00 	17638.00 	17442.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC222_322_5321_5322,SK	: 	44574 e	44916.00 	45577 b	42294.00 	44571.00 	42683.00 	41855.00 	41831.00 	42992.00 	44177.00 	44709.00 	45053.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC222_322_5321_5322,TR	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC3221,AT	: 	1463.00 	730.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC3221,CY	: 	: 	88.00 	87.00 	98.00 	101.00 	118.00 	140.00 	159.00 	176.00 	217.00 	243.00 	258.00 	257.00 	323.00 	338 b	187.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC3221,DE	: 	: 	279000.00 	280000.00 	271000.00 	257000.00 	247000.00 	234000.00 	228000.00 	223000.00 	217000.00 	212000.00 	205000.00 	193000.00 	188000.00 	186000.00 	182000.00 	180000.00 	176000.00 	170000.00 	168000.00 	164000.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC3221,DK	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC3221,ES	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC3221,FI	: 	: 	: 	: 	: 	: 	: 	25318.00 	24806.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC3221,FR	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC3221,FX	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: z	: z	: z	: z	: z	: z	: z	: 	: 	: 	: 	: 	: 
NR,PACT,OC3221,IE	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC3221,IS	: 	2102.00 	2082.00 	2019.00 	1998.00 	2029.00 	2022.00 	1987.00 	1978.00 	1954.00 	1963 e	1972.00 	2185.00 	1997.00 	1632.00 	1600.00 	1600.00 	1474.00 	1474.00 	1474.00 	1420.00 	1491.00 	1501.00 	1496.00 	1479.00 	1470.00 	1470.00 	1469.00 	1450.00 	1395.00 	1408.00 	1386.00 	1330.00 	1247.00 	1184.00 	1122.00 	1114.00 	1119.00 	1084.00 	967.00 	910.00 	868.00 
NR,PACT,OC3221,IT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC3221,LI	171.00 	167.00 	168 b	160.00 	180 b	155.00 	152.00 	145 be	141 be	132 be	100 be	99 b	5.00 	3.00 	5.00 	4.00 	4.00 	6.00 	6.00 	8.00 	13.00 	20.00 	21.00 	19.00 	15.00 	28.00 	23.00 	24.00 	29.00 	27.00 	26.00 	28.00 	23.00 	18.00 	13.00 	4.00 	6.00 	5.00 	6.00 	4.00 	6.00 	4.00 
NR,PACT,OC3221,LT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 
NR,PACT,OC3221,LU	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC3221,MK	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC3221,NO	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC3221,PL	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC3221,PT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC3221,RO	: 	135253.00 	132570.00 	128056.00 	124634.00 	120216.00 	116862.00 	113031.00 	111301.00 	109235.00 	109565.00 	109215 b	125771.00 	128009.00 	131557.00 	121700.00 	118551.00 	116308.00 	115169.00 	117639.00 	113936.00 	112467.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC3221,RS	37727.00 	36413 b	: 	37284.00 	37115.00 	36824.00 	36931.00 	36779.00 	37327.00 	37450.00 	37793.00 	37500.00 	37358.00 	37621.00 	36662.00 	35723.00 	35885.00 	36275.00 	35293.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC3221,SI	: 	13156.00 	13661.00 	14126.00 	14068.00 	13775.00 	12917.00 	12766.00 	12484.00 	12384.00 	12814.00 	12631.00 	12396.00 	12192.00 	11972.00 	11701.00 	11552.00 	11512.00 	11500.00 	11136.00 	11146.00 	10713.00 	10570.00 	10322.00 	10126.00 	9953.00 	9644.00 	8910.00 	8766.00 	8805.00 	8900.00 	7601.00 	7289.00 	7215.00 	7174.00 	7019.00 	6722.00 	: 	: 	: 	: 	: 
NR,PACT,OC3221,SK	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC3221,TR	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC5321,BE	: 	: 	: 	: 	: 	: 	114209.00 	103690.00 	94641.00 	86379.00 	76336.00 	68902.00 	60148.00 	48560.00 	41440.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC5321,DK	: 	: 	: 	: 	: 	: 	: 	: 	54041.00 	54478.00 	54912.00 	56480.00 	59020.00 	59897.00 	61307.00 	60921.00 	61261.00 	59922.00 	59787.00 	60029.00 	61192.00 	60256.00 	59069.00 	57700.00 	55056.00 	50475.00 	48929.00 	47702.00 	45283.00 	42447.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC5321,ES	: 	: 	: 	: 	: 	: 	: 	432233.00 	447500.00 	465200.00 	473867.00 	458700.00 	431567.00 	402433.00 	382667.00 	364067.00 	345967.00 	323567.00 	304100.00 	282833.00 	261200.00 	242133.00 	230300.00 	224700.00 	215733.00 	203500.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC5321,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	141346.00 	140044.00 	135172.00 	131323.00 	129556.00 	125170.00 	119782.00 	116286.00 	113912.00 	111972.00 	109337.00 	106056.00 	103123.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC5321,FR	: 	: 	: 	: 	: 	: 	403856.00 	416642.00 	401674.00 	388792.00 	395992.00 	373886.00 	375043.00 	367685.00 	383133.00 	335641.00 	348713.00 	331081.00 	322421.00 	324787.00 b	404816.00 	388998.00 	377022.00 	355365.00 	363698.00 	355228.00 	344870.00 	350045.00 	328135.00 	318826.00 	299279.00 	298756.00 	288199.00 	274749.00 	276584.00 	258525.00 	: 	: 	: 	: 	: 	: 
NR,PACT,OC5321,IT	: 	: 	: 	: 	: 	: 	: 	625464.00 	590812.00 	532774.00 	469963.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC5321,LI	: 	: 	: 	: 	: 	: 	: 	136.00 	134.00 	127.00 	53.00 	60.00 	24.00 	26.00 	40.00 	42.00 	41.00 	40.00 	40.00 	43.00 	41.00 	35.00 	33.00 	38.00 	47.00 	31.00 	30.00 	35.00 	31.00 	35.00 	35.00 	31.00 	25.00 	24.00 	25.00 	27.00 	25.00 	27.00 	23.00 	24.00 	21.00 	13.00 
NR,PACT,OC5321,LT	: 	: 	: 	: 	: 	: 	: 	7020.00 	6854.00 	6600.00 	6455.00 	6387.00 	6290.00 	6475.00 	6089.00 	6066.00 	5876.00 	5298.00 	5383.00 	5928.00 	6346.00 	6948.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC5321,LU	: 	: 	: 	: 	: 	: 	3468.00 	3349.00 	3219.00 	3151.00 	2868.00 	2755.00 	2650.00 	2480.00 	2342.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC5321,LV	: 	: 	: 	: 	: 	: 	: 	2102.00 	2051.00 	1984.00 	1954.00 	1937.00 	2079.00 	2169.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC5321,MK	: 	: 	: 	: 	: 	: 	: 	383.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1111.00 
NR,PACT,OC5321,NO	: 	: 	: 	: 	: 	: 	: 	110726.00 	109980.00 	108758.00 	108027.00 	106918.00 	106679.00 b	92001.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC5321,RO	: 	: 	: 	: 	: 	: 	: 	60720.00 	59626.00 	59440.00 	60130.00 	62838.00 	64801.00 	66339.00 	62292.00 	59124.00 	59199.00 	58904.00 	58670.00 	60757.00 	57708.00 	57459.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC5321,RS	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
NR,PACT,OC5321,SI	: 	: 	: 	: 	: 	: 	: 	4016.00 	4200.00 	3822.00 b	3211.00 	3351.00 	3288.00 	3088.00 	3124.00 	2444.00 	2606.00 	2543.00 	2450.00 	2257.00 	2113.00 	2588.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC5321,SK	: 	: 	: 	: 	: 	: 	: 	8894.00 	8928.00 	9749.00 	10297.00 	10090.00 	10576.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC5321_5322,AT	: 	48475.00 	47384.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC5321_5322,BE	129936.00 	125070.00 	119703.00 	113788 b	133838.00 	124111.00 	114209.00 	103690.00 	94641.00 	86379.00 	76336.00 	68902.00 	60148.00 	48560.00 	41440.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC5321_5322,DK	: 	: 	98268.00 	99980.00 	99993.00 	99348.00 	97411.00 	95747.00 	93983.00 	93344.00 	92474.00 	93490.00 	94835.00 	93351.00 	92834.00 	91329.00 	90197.00 	87092.00 	85466.00 	84246.00 	82584.00 	78865.00 	74798.00 	70640.00 	65118.00 	57777.00 	54295.00 	51786.00 	47984.00 	44662.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC5321_5322,ES	: 	526167.00 	503033.00 	482667.00 	459600.00 	441600.00 	434400.00 	432233.00 	447500.00 	465200.00 	473867.00 	458700.00 	431567.00 	402433.00 	382667.00 	364067.00 	345967.00 	323567.00 	304100.00 	282833.00 	261200.00 	242133.00 	230300.00 	224700.00 	215733.00 	203500.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC5321_5322,FI	: 	: 	: 	123087.00 	118843.00 	116412.00 	114175.00 	120970.00 	122597.00 	123324.00 	121489.00 	120823 b	123014.00 	122444.00 	118225.00 	113352.00 	107947.00 	105397.00 	111972.00 	109337.00 	106056.00 	103123.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC5321_5322,FR	: 	1094525.00 	1156225.00 	1150510.00 	1108725.00 	1045016.00 	1029827.00 	1031759.00 	993325.00 	982294.00 	995336.00 	971288.00 	942148.00 	921215.00 	840559.00 	829263.00 	782059.00 	755455.00 	710400.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC5321_5322,IT	: 	680430.00 	689646.00 	680265.00 	672761.00 	669763.00 	644787.00 	625464.00 	590812.00 	532774.00 	469963.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC5321_5322,LI	823 p	786 p	756 b	719.00 	676 b	652 b	257.00 	248.00 	237 b	127 b	53.00 	60 b	24.00 	26.00 	40.00 	42.00 	41.00 	40.00 	40.00 	43.00 	41.00 	35.00 	33.00 	38.00 	47.00 	31.00 	30.00 	35.00 	31.00 	35.00 	35.00 	31.00 	25.00 	24.00 	25.00 	27.00 	25.00 	27.00 	23.00 	24.00 	21.00 	13.00 
NR,PACT,OC5321_5322,LT	: 	5536 b	8053.00 	7994.00 	7685.00 	7515.00 	7240.00 	7020.00 	6854.00 	6600.00 	6455.00 	6387.00 	6290.00 	6475.00 	6089.00 	6066.00 	5876.00 	5298.00 	5383.00 	5928.00 	6346.00 	6948.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
