unit,facility,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 
NR,HBEDI_PSY,EL	: 	7661.00 	7934.00 	7915.00 	7624.00 	7911.00 	7838.00 	7651.00 	8451.00 	8145.00 	8372.00 	8975.00 	9235.00 	9644.00 	9736.00 	9627.00 	9902.00 	9693.00 	10158.00 	10218.00 	10626.00 	10552.00 	11323.00 	11236.00 	11205.00 	11530.00 	10654.00 	11489.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,ES	: 	16993.00 p	16893.00 	16796.00 	16512.00 	16668.00 	16586.00 	16929.00 	16783.00 	17724.00 	18455.00 b	18796.00 	18726.00 	18564.00 	20228.00 	19865.00 	20318.00 	20401.00 	20797.00 	20652.00 	20891.00 	21315.00 	21100.00 	22278.00 	23071.00 	23639.00 	24165.00 	24390.00 	25050.00 	26400.00 	27532.00 	29634.00 	30100.00 	31321.00 	33059.00 	35342.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,EU27_2020	326864.00 e	326782.00 	326779.00 	328644.00 	330117.00 	332068.00 e	331573.00 e	332479.00 	332089.00 e	333137.00 	334568.00 	336395.00 	337837.00 	338517.00 	341366.00 	340426.00 	342437.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,EU28	: 	350439.93 	351302.89 	354042.00 	356175.00 	359108.00 e	361355.00 e	363156.00 	363714.00 e	366047.00 	368462.00 	373852.00 	376804.00 	378635.00 	383216.00 	384963.00 	389470.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,FI	: 	3266.00 	2960.00 	2151.00 	3190.00 	3408.00 	3316.00 	3456.00 	3725.00 	3827.00 	4036.00 	4295.00 	4519.00 	4675.00 	4858.00 	4897.00 	5053.00 	5114.00 	5255.00 	5238.00 	5331.00 b	5479.00 	5613.00 	5850.00 	6247.00 	6531.00 	6886.00 	7278.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19628.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,FR	: 	54991.00 	55377.00 	56014.00 	57335.00 	57503.00 	57863.00 	58001.00 	57622.00 	56950.00 	57248.00 	57131.00 	57362.00 	57640.00 	58004.00 	58585.00 	59027.00 	59590.00 	60584.00 	61927.00 	62818.00 	67001.00 	68662.00 	71240.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,HR	: 	3773.00 	3774.00 	3883.00 	3856.00 	3959.00 	4185.00 	4169.00 	4296.00 	4610.00 	4288.00 	4192.00 b	4212.00 	4275.00 	4133.00 	4196.00 	4185.00 	4242.00 	4464.00 	4559.00 	4565.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,HU	: 	8244.00 	8287.00 b	8516.00 	8520.00 	8601.00 	8545.00 	8924.00 	8946.00 	8933.00 	8950.00 	8996.00 	8810.00 	9397.00 b	9618.00 	9752.00 	9806.00 	9914.00 	10056.00 	10051.00 	10368.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,IE	: 	1613.00 	1634.00 	1641.00 	1630.00 	1629.00 	1640.00 	1610.00 	1609.00 	1624.00 	1748.00 	1760.00 b	3511.00 	3721.00 	3897.00 	3975.00 	4121.00 	4334.00 	4554.00 	4947.00 	5369.00 	5344.00 	5557.00 	5754.00 	6171.00 	6669.00 	7001.00 	7561.00 	8017.00 	8918.00 	9228.00 	9832.00 	10641.00 	11938.00 b	11559.00 	12097.00 	12547.00 	12802.00 	13428.00 	13618.00 	13441.00 	13974.00 	14094.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,IS	: 	129.00 	129.00 	130.00 	145.00 	145.00 	145.00 	150.00 	152.00 	152.00 	153.00 	190.00 	194.00 	185.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,IT	: 	4860.00 	5358.00 	5562.00 	5545.00 	5671.00 	5642.00 	5734.00 	5682.00 	6086.00 	6089.00 	6382.00 	6585.00 	6861.00 	7675.00 	7761.00 	7604.00 	7800.00 	8233.00 	8210.00 	8441.00 	9217.00 	18825.00 	22568.00 	31198.00 	27584.00 	39115.00 	39668.00 	41168.00 	42431.00 	47786.00 	47480.00 	52840.00 	55978.00 	58415.00 	63188.00 	63948.00 	68595.00 	72266.00 	75590.00 	82187.00 	85971.00 	92739.00 	98993.00 	102716.00 	106002.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,LI	: 	17.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,LT	: 	2722.00 	2735.00 	2804.00 	2888.00 	2986.00 	3164.00 	3248.00 	3306.00 	3368.00 	3303.00 	3409.00 	3453.00 	3453.00 	3474.00 	3530.00 	3669.00 	3722.00 	3816.00 	4262.00 	4470.00 	4477.00 	4445.00 	4604.00 	4807.00 	4857.00 	4968.00 	5431.00 	5495.00 	5920.00 	6095.00 	7055.00 	7010.00 	6935.00 	6680.00 	6645.00 	6665.00 	6380.00 	6260.00 	5945.00 	5655.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,LU	503.00 	503.00 	451.00 	451.00 	452.00 	452.00 	452.00 	452.00 	458.00 	454.00 	446.00 	446.00 	432.00 	432.00 	432.00 	452.00 	501.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,LV	: 	2280.00 	2360.00 	2430.00 	2500.00 	2496.00 	2513.00 	2524.00 	2615.00 	2657.00 	2675.00 	3028.00 	3506.00 	3510.00 	3531.00 	3567.00 	3632.00 	3631.00 	3701.00 	4013.00 	4407.00 b	4408.00 	4771.00 	4767.00 	4859.00 	5436.00 	5568.00 	5805.00 	5894.00 	6359.00 	6934.00 	7055.00 	5480.00 	5470.00 	5470.00 	5305.00 	: 	: 	: 	: 	5165.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,ME	: 	314.00 	314.00 	307.00 	307.00 	307.00 	307.00 	311.00 	311.00 	311.00 	311.00 	311.00 	311.00 	311.00 	327.00 	374.00 	373.00 	373.00 	373.00 	373.00 	373.00 	373.00 	373.00 	373.00 	373.00 	393.00 	396.00 	413.00 	413.00 	480.00 	497.00 	360.00 	360.00 	360.00 	361.00 	363.00 	363.00 	363.00 	356.00 	350.00 	350.00 	350.00 	359.00 	359.00 	391.00 	395.00 	285.00 	285.00 	250.00 	240.00 	240.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,MK	: 	1003.00 	1043.00 	1043.00 	1043.00 	1043.00 	1013.00 	1128.00 	1161.00 	1148.00 	1137.00 	1163.00 	1168.00 	1168.00 	1193.00 	1235.00 	1298.00 	1358.00 	1366.00 	1386.00 	1434.00 	1469.00 	1469.00 	1410.00 	1490.00 	1525.00 	1511.00 	1534.00 	1558.00 	1624.00 	1624.00 	1635.00 	1635.00 	1630.00 	1595.00 	1575.00 	: 	: 	: 	: 	1520.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,MT	: 	452.00 	509.00 	538.00 	569.00 	569.00 	570.00 	614.00 	592.00 	596.00 	602.00 	644.00 	694.00 	693.00 	686.00 	686.00 	646.00 	568.00 	551.00 	563.00 	666.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,NL	: 	13895.00 	14888.00 	16034.00 	16589.00 	16757.00 b	17300.00 de	18400.00 de	18700.00 de	20900.00 de	22500.00 bde	23300.00 d	23000.00 d	22600.00 d	22600.00 de	22600.00 d	22600.00 d	22400.00 bd	24655.00 d	24701.00 d	24793.00 d	26152.00 d	26103.00 d	26657.00 d	26675.00 d	26417.00 bd	26678.00 d	26707.00 d	26542.00 d	26607.00 d	26553.00 bd	24242.00 d	24466.00 d	24667.00 d	24411.00 d	24254.00 bd	24287.00 d	24761.00 d	24962.00 d	24951.00 d	24685.00 d	24742.00 d	24977.00 d	25305.00 d	25712.00 d	26268.00 d	26785.00 d	27365.00 d	27780.00 d	27446.00 d	26782.00 d	26600.00 d	26400.00 d	26500.00 d	26800.00 d	26900.00 d	: 	: 	: 	: 	: 
NR,HBEDI_PSY,NO	: 	5552.00 	5596.00 	5657.00 	5793.00 	5898.00 	5968.00 	5881.00 	6075.00 	6420.00 	6528.00 	6635.00 	6676.00 	6961.00 	7124.00 	7168.00 	6990.00 	5633.00 	5751.00 b	3282.00 	3108.00 	3151.00 	3190.00 	3037.00 	3013.00 	3112.00 	3175.00 	3338.00 	3310.00 	3467.00 	3762.00 	4420.00 	4988.00 	5145.00 	5087.00 	5261.00 	: 	: 	: 	: 	7833.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,PL	: 	24026.00 	23632.00 	24736.00 	25034.00 	24813.00 	24770.00 	24352.00 	24327.00 b	24278.00 	24097.00 	24460.00 	24713.00 	25380.00 	25930.00 	25721.00 	26191.00 	27299.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,PT	: 	6485.00 	6541.00 	6569.00 	6633.00 	6594.00 	6553.00 	6777.00 	6593.00 	6788.00 	6826.00 	6948.00 	7098.00 	7246.00 	7353.00 	7501.00 	7661.00 	7655.00 	7445.00 	7796.00 	7949.00 	8201.00 	8416.00 	8560.00 	8772.00 	9337.00 	9334.00 b	7180.00 	7263.00 	8558.00 	8799.00 	8804.00 	8845.00 	9121.00 	8987.00 	8478.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,RO	: 	16609.00 	16638.00 	16688.00 	16715.00 	16785.00 	16783.00 	16820.00 	16741.00 	16653.00 	16813.00 	17153.00 	16812.00 	16834.00 	16954.00 	16497.00 	16467.00 	16567.00 	18094.00 	18322.00 	18299.00 	19973.00 b	19920.00 	20120.00 	20044.00 	20068.00 	20200.00 	20418.00 	20538.00 	21961.00 	22131.00 	22083.00 	22144.00 	22194.00 	22418.00 	22412.00 	: 	: 	: 	: 	22304.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,RS	: 	5402.00 	5425.00 	5406.00 	5362.00 	5372.00 	5384.00 	5399.00 	5378.00 	5551.00 	5557.00 	5400.00 	5354.00 	5500.00 	5642.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,SE	: 	4172.00 	4166.00 	4293.00 	4291.00 	4341.00 	4369.00 	4394.00 	4387.00 b	4443.00 	4457.00 	4489.00 	4429.00 	4467.00 	4477.00 	4347.00 	4507.00 	4606.00 	4850.00 	5218.00 b	5565.00 	5786.00 	5872.00 	6267.00 	7276.00 	8372.00 	9797.00 	10865.00 	11846.00 	12960.00 	14533.00 	15535.00 	16844.00 	17818.00 	19189.00 	20906.00 	23853.00 	24358.00 	24850.00 	25843.00 	26962.00 	28024.00 	29807.00 	30627.00 	31348.00 	32271.00 	33132.00 	33961.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,SI	: 	1364.00 	1361.00 	1363.00 	1366.00 	1383.00 	1365.00 	1365.00 	1370.00 	1344.00 	1333.00 	1339.00 	1397.00 	1369.00 	1430.00 	1472.00 	1471.00 	1471.00 	1477.00 	1496.00 	1525.00 	1537.00 	1583.00 	1583.00 	1599.00 	1594.00 	1594.00 	1594.00 	1614.00 	1614.00 	1614.00 	1614.00 	1614.00 	1614.00 	1614.00 	1614.00 	: 	: 	: 	: 	1817.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,SK	: 	4400.00 	4413.00 b	4430.00 	4415.00 	4383.00 	4431.00 	4417.00 	4199.00 	4148.00 	4316.00 	4336.00 	4379.00 	4450.00 	4514.00 	4502.00 	4669.00 	4831.00 	5060.00 	5003.00 	5031.00 	4995.00 	4995.00 	5005.00 	4864.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,TR	: 	3932.00 	3887.00 	4019.00 	4352.00 	4231.00 	4259.00 	4392.00 	4393.00 	4542.00 	4692.00 	4742.00 	4359.00 	3507.00 	4443.00 	4042.00 	3913.00 	4149.00 	4356.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,UK	: 	23657.93 p	24523.89 e	25398.00 	26058.00 	27040.00 	29782.00 	30677.00 	31625.00 	32910.00 	33894.00 b	37457.00 	38967.00 	40118.00 	41850.00 	44537.00 	47033.00 	49410.00 	50253.00 	51864.00 	54117.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,AL	: 	: 	: 	: 	: 	: 	: 	8366.00 	8366.00 	8374.00 	8708.00 	8805.00 	: 	9191.00 	9344.00 	9284.00 	9405.00 	9514.00 	9687.00 	9991.00 	10162.00 	10207.00 	10237.00 	10133.00 	10319.00 	10371.00 	9661.00 	12136.00 	12803.00 	13035.00 	13228.00 	13150.00 	12350.00 	12212.00 	12271.00 	12240.00 	12006.00 	11610.00 	11578.00 	11411.00 	11411.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,AT	: 	63838.00 	64285.00 	64805.00 	64838.00 	65138.00 	64815.00 	64825.00 	64691.00 	64417.00 	64008.00 	64069.00 	64018.00 	64307.00 	63354.00 	63248.00 	63206.00 	62806.00 	63092.00 	63114.00 	63674.00 	64594.00 	65373.00 	66480.00 	67173.00 	67853.00 	68218.00 	68729.00 	69268.00 	70143.00 	71324.00 	72494.00 	73214.00 	74156.00 	75032.00 	75168.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,BE	63847.00 	63962.00 b	64248.00 	64423.00 	65314.00 	65753.00 	65590.00 	66148.00 	66477.00 	66785.00 	66645.00 	66422.00 	66925.00 	66588.00 	67009.00 	67430.00 	67566.00 	67739.00 	67570.00 	68104.00 	68903.00 	69471.00 	69758.00 	70419.00 	70814.00 	71509.00 	72156.00 b	74241.00 	74652.00 	75054.00 	75836.00 	75894.00 	75999.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,BG	: 	53997.00 	53173.00 	52744.00 	51816.00 	51933.00 	51505.00 	49522.00 	48308.00 	47391.00 	48934.00 	50041.00 	49507.00 	48749.00 	47719.00 	49626.00 	47709.00 	49171.00 	51030.00 	56984.00 	60552.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,CH	: 	39390.00 	39401.00 	39330.00 	39254.00 	39176.00 	38764.00 	39232.00 	39783.00 	39937.00 	40638.00 	39527.00 	39852.00 	40475.00 	40347.00 	41196.00 	41897.00 	42742.00 	43308.00 	43643.00 	45170.00 	47209.00 	47119.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,CY	: 	2747.00 	2769.00 	2833.00 	2918.00 	2895.00 	2912.00 	2938.00 	2990.00 	2988.00 	2958.00 	3040.00 	2977.00 	2916.00 	2856.00 	2842.00 	: 	: 	: 	: 	3139.00 	: 	: 	: 	: 	3298.00 	: 	3270.00 	3331.00 	3391.00 	3405.00 	3413.00 	3396.00 	3360.00 	3387.00 	3294.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,CZ	: 	70225.00 	70351.00 	70214.00 	70419.00 	70313.00 	70270.00 	70462.00 	72842.00 	74136.00 	76413.00 b	74607.00 	74924.00 	75502.00 	76245.00 	77309.00 	78004.00 	78825.00 	79177.00 	79354.00 	79985.00 b	79551.00 	81673.00 	82835.00 	85246.00 	87784.00 	: 	: 	: 	: 	102810.00 	: 	: 	: 	: 	104493.00 	: 	: 	: 	: 	103895.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,DE	: 	657662.00 	661880.00 	661448.00 	663941.00 	664364.00 	666337.00 	667560.00 	670443.00 	672573.00 	674473.00 	674830.00 	674420.00 	677799.00 	683484.00 	698303.00 	707806.00 	721690.00 	731919.00 	741933.00 	749473.00 	754865.00 	762596.00 	769294.00 	783631.00 	790756.00 	790851.00 	784289.00 	796905.00 	809737.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,DK	14971.00 p	15076.00 	15131.00 	15037.00 	14871.00 	14380.00 	15174.00 b	17241.00 	: 	17433.00 b	19405.00 	19296.00 	19615.00 	20159.00 	20613.00 	20902.00 	21462.00 	22281.00 	23040.00 	22604.00 	22927.00 	23352.00 	24082.00 	24538.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,EE	: 	6011.00 	5995.00 	6068.00 	6166.00 	6342.00 	6439.00 	6462.00 b	7309.00 	7114.00 	7022.00 	7166.00 	7530.00 	7349.00 	7476.00 	7292.00 	7690.00 	7857.00 	8248.00 	9160.00 	9828.00 	10358.00 	10509.00 	10794.00 	11184.00 	11994.00 	12521.00 	14377.00 	14843.00 	17626.00 	18129.00 	18709.00 	18754.00 	18769.00 	18790.00 	18645.00 	18565.00 	18565.00 	18520.00 	18400.00 	18000.00 	17190.00 	16515.00 	16050.00 	15910.00 	15600.00 	15450.00 	15395.00 	15180.00 	15075.00 	14730.00 	14495.00 	14475.00 	14340.00 	14090.00 	13885.00 	: 	: 	: 	: 	: 
NR,HBEDT,EL	: 	44817.00 	45053.00 	45267.00 	45273.00 	45945.00 	46160.00 	46510.00 	49100.00 	49692.00 	49828.00 b	54704.00 	53652.00 	53888.00 	53701.00 	52511.00 	51871.00 	51762.00 	51781.00 	52276.00 	51500.00 	51404.00 	52495.00 	52474.00 	52586.00 	52227.00 	51788.00 	52144.00 	51422.00 	51297.00 	51329.00 	51448.00 	51587.00 	51745.00 	52864.00 	54438.00 	57081.00 	57496.00 	58938.00 	59914.00 	60067.00 	60073.00 	58994.00 	59117.00 	58574.00 	58501.00 	56885.00 	56118.00 	55958.00 	56232.00 	54633.00 	53733.00 	53260.00 	52173.00 	51638.00 	50323.00 	48363.00 	49786.00 	49247.00 	48779.00 	48239.00 
NR,HBEDT,ES	: 	138861.00 p	139061.00 	138581.00 	137867.00 	138368.00 	137877.00 	138153.00 	139895.00 	142394.00 	144951.00 b	146310.00 	146934.00 	146840.00 	146241.00 	145863.00 	145877.00 	144916.00 	146104.00 	146369.00 	148081.00 	149646.00 	150010.00 	151345.00 	153433.00 	154644.00 	157433.00 	158944.00 	161537.00 	164451.00 	165897.00 	168514.00 	170076.00 	171155.00 	171860.00 	175410.00 	: 	: 	: 	: 	201035.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	157598.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,EU27_2020	: 	2377300.00 	2402757.00 	2412827.00 	2426769.00 	2438924.00 	2446384.00 	2461489.00 	2482319.00 e	2498951.00 	2526582.00 	2563483.00 	2594722.00 	2608367.00 	2635209.00 	2664052.00 	2687440.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,EU28	: 	2541173.04 	2568601.39 	2580416.00 	2595703.00 	2608919.00 	2622708.00 	2638280.00 	2661160.00 e	2680923.00 	2710413.00 	2766809.00 	2800698.00 	2816156.00 	2850722.00 	2888934.00 	2918839.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,FI	: 	18475.00 	19921.00 	18072.00 	21835.00 	23854.00 	24741.00 	26499.00 	28685.00 	29751.00 	31396.00 	33380.00 	34900.00 	35609.00 	36793.00 	37000.00 	37117.00 	37759.00 	38232.00 	38715.00 	39027.00 b	39285.00 	40055.00 	40586.00 	41591.00 	41483.00 	41695.00 	41807.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,FR	: 	392593.00 	395670.00 	399865.00 	404248.00 	408245.00 	410921.00 	413206.00 	414840.00 	414204.00 	416710.00 	429674.00 	443008.00 	450615.00 	451110.00 	455175.00 	462143.00 	468418.00 	475431.00 	479025.00 	484279.00 	494960.00 	500846.00 	507996.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,HR	: 	23040.00 	22960.00 	22878.00 	22917.00 	23409.00 	25019.00 	24933.00 	25129.00 	25487.00 	24831.00 	23806.00 b	24282.00 	24352.00 	24237.00 	24220.00 	24549.00 	24927.00 	25187.00 	26618.00 	26955.00 	27005.00 	27287.00 	27472.00 	27794.00 	27463.00 	28230.00 	29012.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,HU	65930.00 p	67494.00 	67947.00 b	68702.00 	68713.00 	68843.00 	68910.00 	69621.00 	69449.00 	71669.00 	71818.00 	71600.00 	71322.00 	72260.00 b	80341.00 	79834.00 	79722.00 	79976.00 	80360.00 	80665.00 	83271.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
