unit,facility,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 
NR,HBEDT_CUR,SK	: 	26472.00 	26201.00 b	26692.00 	26493.00 	26441.00 	26642.00 	26613.00 	27178.00 	27709.00 	29136.00 	29426.00 	29818.00 	30096.00 	29800.00 	30484.00 b	29685.00 	31174.00 	32829.00 	33244.00 	34510.00 	35491.00 	35681.00 	36386.00 	37287.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_CUR,TR	: 	234505.00 d	229009.00 d	223386.00 d	214828.00 d	207610.00 d	204887.00 d	199953.00 d	198063.00 d	192731.00 d	198503.00 d	186978.00 d	181523.00 d	176296.00 d	172700.00 d	169337.00 d	165091.00 d	163790.00 d	162637.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,AT	: 	5314.00 	5354.00 	5477.00 	5533.00 	5559.00 	4845.00 	4419.00 	4086.00 	4029.00 	3647.00 	3664.00 	3510.00 	3658.00 	3352.00 	3223.00 	3407.00 	3524.00 	3697.00 	3552.00 	3590.00 b	3244.00 	3218.00 	3248.00 	3314.00 	3396.00 	3415.00 	3823.00 	3845.00 	3832.00 	3875.00 	3924.00 	4014.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,BE	1050.00 	1050.00 b	1165.00 	1165.00 	1159.00 	1159.00 	1119.00 	1751.00 	1759.00 	1760.00 	1800.00 	1846.00 	1776.00 	1851.00 	1898.00 	1874.00 	1899.00 	2020.00 	2085.00 	2023.00 	1832.00 	1818.00 	1853.00 	1770.00 	1928.00 	1933.00 	1976.00 b	4782.00 	4782.00 	4919.00 	5322.00 	5880.00 	6179.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,BG	: 	2434.00 	2484.00 	2517.00 	2461.00 b	1526.00 	1619.00 	1695.00 	1548.00 	1567.00 	1710.00 	1753.00 	1890.00 	1941.00 	1973.00 	1897.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,CH	: 	1329.00 e	1348.00 e	1074.00 e	1181.00 e	1213.00 e	1222.00 e	1398.00 e	1474.00 e	1411.00 e	1788.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,CY	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,CZ	: 	20922.00 	20821.00 	20742.00 	20668.00 	20496.00 	20191.00 	20217.00 	20264.00 	20359.00 	20589.00 b	16201.00 	15937.00 	15864.00 	16097.00 	16275.00 	16255.00 	15712.00 	15062.00 	14858.00 	14728.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,DE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,DK	258.00 	257.00 	250.00 	248.00 	242.00 	246.00 	233.00 	233.00 	208.00 	208.00 	184.00 	134.00 	122.00 	101.00 	65.00 	41.00 	22.00 	22.00 	12.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,EE	: 	1196.00 	1179.00 	1198.00 	1194.00 	1190.00 	1246.00 	1145.00 b	1739.00 	1545.00 	1557.00 	1470.00 	1488.00 	1348.00 	1288.00 	1238.00 	1089.00 	976.00 	959.00 	902.00 	828.00 	856.00 	820.00 	750.00 	720.00 	734.00 	987.00 b	346.00 	363.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,EL	: 	5427.00 	5708.00 	6181.00 	6414.00 	6570.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,ES	: 	20408.00 p	20590.00 	20469.00 	21372.00 	21364.00 	22448.00 	23172.00 	23938.00 	24413.00 	24847.00 b	27320.00 	27519.00 	27591.00 	28732.00 	28335.00 	29299.00 	29301.00 	29273.00 	28485.00 	28923.00 	29084.00 	28844.00 	29430.00 	29942.00 b	11940.00 	11525.00 	12423.00 	12622.00 	10971.00 	8462.00 	7101.00 	6699.00 	5978.00 	6123.00 	4948.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,FI	: 	3630.00 	3782.00 	2248.00 	5271.00 	6552.00 	7466.00 	8956.00 	10444.00 	11244.00 	12583.00 	14465.00 	15539.00 	16012.00 	16818.00 	16723.00 	16692.00 	17263.00 	17707.00 	18103.00 	18150.00 b	13730.00 	14041.00 	14212.00 	14495.00 	14681.00 	14397.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,FR	: 	30950.00 	31081.00 	31507.00 	31396.00 	31639.00 	31639.00 	31803.00 	32552.00 	32704.00 	34571.00 	47966.00 	61819.00 	67860.00 	68602.00 	72399.00 	76795.00 	79989.00 	82136.00 	84532.00 	84418.00 	83928.00 	84824.00 	83982.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,HR	: 	4002.00 	3999.00 	4152.00 	4118.00 	4082.00 	3683.00 	3664.00 	4082.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,HU	: 	11524.00 	11654.00 b	11952.00 	11980.00 	12196.00 	12064.00 	12028.00 	11476.00 	11279.00 	11405.00 	11214.00 	11218.00 	11285.00 b	7851.00 	7562.00 	7338.00 	7301.00 	7310.00 	7413.00 	7656.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,IE	: 	755.00 	736.00 	731.00 	709.00 	640.00 	587.00 	692.00 	675.00 	763.00 	888.00 	932.00 b	6728.00 	6951.00 	6793.00 	6972.00 	7262.00 	6883.00 	6874.00 	6834.00 	6948.00 	7148.00 	7218.00 	7303.00 	6902.00 	6932.00 	6884.00 	6849.00 	7350.00 	7327.00 	7317.00 	7519.00 	7539.00 	7451.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,IS	: 	124.00 	125.00 	132.00 	113.00 	102.00 	107.00 	112.00 	111.00 	134.00 	140.00 	161.00 	176.00 	162.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,IT	: 	8405.00 	8418.00 	8526.00 	8717.00 	9144.00 	9280.00 	9584.00 	10105.00 	10498.00 	11164.00 	10986.00 	11143.00 	10980.00 	10300.00 	10047.00 	9738.00 	9387.00 	9429.00 	9956.00 	10120.00 	10527.00 	11535.00 	12240.00 	13071.00 	12207.00 	13027.00 	12432.00 	12697.00 	12496.00 	12842.00 	8991.00 	11544.00 	12078.00 	12510.00 	13944.00 	14209.00 	15212.00 	16305.00 	17335.00 	15930.00 	15665.00 	15146.00 	13893.00 	11398.00 	9980.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,LI	: 	17.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	15.00 	15.00 	14.00 	14.00 	30.00 	29.00 	28.00 	38.00 	39.00 	37.00 	39.00 	38.00 	39.00 	40.00 	42.00 	43.00 	44.00 	45.00 	46.00 	48.00 	50.00 	52.00 	58.00 	58.00 	58.00 	58.00 	58.00 	58.00 	58.00 	58.00 	58.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,LT	: 	1526.00 e	1467.00 e	1503.00 e	1499.00 e	1553.00 e	1597.00 e	1594.00 e	1769.00 e	1881.00 e	1808.00 e	1910.00 e	1955.00 e	1965.00 e	1983.00 e	2002.00 e	2156.00 e	2444.00 e	2790.00 e	2955.00 e	3147.00 e	2964.00 e	2778.00 e	2924.00 e	3089.00 e	3221.00 e	3303.00 e	3324.00 e	3457.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,LU	67.00 	67.00 b	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,LV	: 	1409.00 	1279.00 	1222.00 	1249.00 	1272.00 	1209.00 	1289.00 	1352.00 	1380.00 	1350.00 	1040.00 	1041.00 	1181.00 	1239.00 	1304.00 	1227.00 	1192.00 	1215.00 	1287.00 	1288.00 b	1155.00 	1285.00 	1315.00 	1650.00 	1695.00 	1730.00 	1440.00 	1689.00 	2229.00 	2295.00 	2305.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,ME	: 	241.00 	241.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,MK	: 	1688.00 	1549.00 	1722.00 	1753.00 	1728.00 	1732.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,MT	: 	95.00 	126.00 	183.00 	211.00 	205.00 	205.00 b	10.00 	10.00 	10.00 	0.00 	0.00 	1018.00 	1225.00 	1140.00 	1106.00 	1145.00 	1039.00 	1031.00 	1024.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,NL	: 	6182.00 e	6227.00 e	6717.00 e	6759.00 e	6800.00 be	7100.00 e	7600.00 e	7600.00 be	7500.00 e	8900.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,NO	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,PL	: 	1013.00 	982.00 	652.00 	466.00 	505.00 	542.00 	728.00 	1355.00 b	1979.00 	1876.00 b	1919.00 	2674.00 b	14032.00 	14214.00 	14892.00 	15849.00 	15553.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,RO	: 	20322.00 	19928.00 	19512.00 	20558.00 	22830.00 	22131.00 	22874.00 	23606.00 	22899.00 	21938.00 	22270.00 b	19375.00 	19924.00 	22319.00 	23186.00 b	33572.00 	31861.00 	33901.00 	33742.00 	33708.00 	33474.00 b	26513.00 	27973.00 	27602.00 	27269.00 	27086.00 	28310.00 	24011.00 	23575.00 	23233.00 	22703.00 	22123.00 	21904.00 	19845.00 	19735.00 	: 	: 	: 	: 	16314.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,RS	: 	728.00 d	756.00 d	758.00 d	702.00 d	652.00 d	633.00 d	650.00 d	625.00 d	611.00 d	537.00 d	587.00 d	556.00 d	361.00 d	167.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	45091.00 	45965.00 	47916.00 	49039.00 	50118.00 	51196.00 	51529.00 	49399.00 	48712.00 	47745.00 	45714.00 	44859.00 	43276.00 	41511.00 	40320.00 	39325.00 	37648.00 	36976.00 	34839.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,SI	: 	310.00 d	293.00 d	292.00 d	300.00 d	301.00 d	300.00 d	302.00 d	220.00 d	237.00 d	147.00 d	132.00 d	99.00 d	90.00 d	89.00 d	93.00 d	77.00 d	70.00 d	55.00 d	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_LT,SK	: 	4092.00 	4028.00 b	4145.00 	4075.00 	3931.00 	3906.00 	4017.00 	3940.00 	4119.00 	4847.00 	4906.00 	4838.00 	5303.00 	5453.00 	5068.00 b	6455.00 	6696.00 	6814.00 	7051.00 	6958.00 	6576.00 	6789.00 	6589.00 	6616.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,AT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,BG	: 	0.00 	0.00 	0.00 	0.00 b	1075.00 	947.00 	853.00 	699.00 	646.00 	827.00 	847.00 	832.00 	838.00 	891.00 	960.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,CH	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,CY	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,CZ	: 	1297.00 	1331.00 	1305.00 	1351.00 	1351.00 	1503.00 	1543.00 	1708.00 	1647.00 	1667.00 b	2230.00 	2326.00 	2504.00 	2590.00 	2708.00 	3096.00 	3111.00 	3274.00 	3305.00 	3389.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,DE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,DK	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,EE	: 	99.00 	101.00 	102.00 	113.00 	124.00 	138.00 	164.00 b	163.00 	169.00 	166.00 	191.00 	193.00 	216.00 	216.00 	232.00 	242.00 	238.00 	289.00 	315.00 	317.00 	346.00 	356.00 	361.00 	381.00 	205.00 	340.00 	643.00 	672.00 	560.00 	800.00 	970.00 	955.00 	995.00 	995.00 	995.00 	: 	: 	: 	: 	1360.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,EL	: 	0.00 	0.00 	0.00 	0.00 	0.00 b	7838.00 	7651.00 	8451.00 	8432.00 	8700.00 b	8975.00 	9235.00 	9644.00 	9736.00 	9627.00 	9902.00 	9693.00 	10158.00 	10218.00 	10626.00 	10552.00 	11323.00 	11236.00 	11205.00 	11530.00 	10654.00 	11489.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,ES	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	23639.00 	24165.00 	24390.00 	25050.00 	26400.00 	27532.00 	29634.00 	30100.00 	31321.00 	33059.00 	35342.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,FI	: 	261.00 	267.00 	222.00 	138.00 	157.00 	149.00 	135.00 	138.00 	136.00 	109.00 	82.00 	72.00 	66.00 	67.00 	64.00 	88.00 	125.00 	123.00 	142.00 	135.00 b	7228.00 	7050.00 	6405.00 	5539.00 	4994.00 	4831.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,FR	: 	54991.00 d	55377.00 d	56014.00 d	57335.00 d	57503.00 d	57863.00 d	58001.00 d	57622.00 d	56950.00 d	57248.00 d	57131.00 d	57362.00 d	57640.00 d	58004.00 d	58585.00 d	59027.00 d	59590.00 d	60584.00 d	61927.00 d	62818.00 d	67001.00 d	68662.00 d	71240.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,HR	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,HU	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,IE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	204.00 	217.00 	265.00 	265.00 	264.00 	267.00 	269.00 	268.00 	397.00 	417.00 	431.00 	434.00 b	543.00 	547.00 	580.00 	582.00 	586.00 	472.00 	490.00 	509.00 	454.00 	754.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,IS	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,IT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
