isco08,unit,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 
OC222_3222,HC_HTHAB,DE	: 	642.13 	624.60 	601.89 	563.78 	550.10 	545.99 	545.80 	543.12 	527.19 	526.94 	513.50 	503.04 	493.24 	487.44 	484.36 	485.03 	484.75 	487.07 	489.77 	485.73 	480.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,HC_HTHAB,DK	742.03 	725.76 	711.87 	716.03 	719.53 	716.71 	721.93 	727.71 	724.55 	713.73 	709.84 	714.86 	696.26 	659.36 	665.56 	669.64 	661.05 	653.93 	642.08 	643.27 	639.19 	649.48 	629.84 	627.35 	614.80 	604.91 	592.05 	585.38 	579.00 	566.48 	552.99 	547.80 	517.50 	518.53 	513.18 	509.28 	506.48 	495.97 	465.97 	457.91 	438.01 	407.40 
OC222_3222,HC_HTHAB,EE	: 	456.78 	452.48 	465.21 	461.44 	455.77 	452.10 	436.31 	432.02 b	460.88 b	468.35 	468.13 	476.43 	489.12 	487.74 	476.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,HC_HTHAB,EL	: 	: 	223.69 	221.65 	218.32 	214.92 	206.50 	206.05 	206.58 	207.32 	210.63 	207.23 	205.10 	197.98 	194.97 	187.04 	183.89 	177.34 	178.56 	175.88 	162.28 	150.79 	143.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,HC_HTHAB,ES	: 	385.19 p	360.55 	355.48 	348.32 	337.23 	329.78 	323.00 	313.45 	312.71 	318.72 	323.57 	311.75 	306.04 	298.56 	289.54 	281.67 	278.26 	273.06 	270.55 	265.29 	260.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,HC_HTHAB,FI	: 	: 	: 	750.72 	748.83 	728.17 	704.64 	730.82 	722.31 	702.15 	689.52 	682.76 	664.62 	661.27 	641.37 	637.80 	625.27 	616.62 	: 	: 	: 	78.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,HC_HTHAB,FR	: 	: 	573.41 	573.32 	572.29 	572.06 	569.47 	571.06 	572.42 b	572.75 	560.44 b	583.12 	576.22 b	554.62 	553.55 	554.04 	546.28 	545.31 	533.91 	527.86 	515.28 	500.00 	500.63 	495.99 	488.85 	491.17 	475.34 	462.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,HC_HTHAB,HR	: 	153.09 	143.39 	131.22 	117.85 	112.69 	107.25 	80.57 	78.60 	79.10 	67.94 	63.75 	61.82 	59.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,HC_HTHAB,HU	: 	298.27 	297.61 	305.19 	303.16 	289.05 	294.39 	293.85 	297.68 	269.84 	284.84 	265.02 	249.63 	254.97 	240.55 	296.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,HC_HTHAB,IE	584.31 	558.40 	535.23 	529.18 	516.33 	504.55 	505.07 	494.72 	490.68 	495.64 	508.70 	508.75 	525.95 	541.88 	554.07 	552.46 	547.78 	535.62 	536.94 	529.79 	491.38 	451.73 	427.48 	419.99 	395.87 	375.86 	370.84 	350.41 	338.40 	325.71 	315.09 	300.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,HC_HTHAB,IS	: 	639.08 	629.02 	616.07 	619.10 	624.85 	601.24 	597.16 	578.51 	570.29 	577.41 	570.68 	564.84 	569.60 	555.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,HC_HTHAB,IT	: 	461.56 	448.26 	443.65 	432.40 	431.84 	433.83 	437.14 	447.44 	452.37 	460.61 	463.05 	465.26 	465.57 	466.21 	455.09 	440.52 	453.15 	464.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,HC_HTHAB,LI	143.39 	151.67 	184.12 	135.96 	150.15 	151.13 	170.69 	182.56 	178.46 	171.87 	151.47 	149.91 	139.89 	152.23 	167.32 	162.69 	164.02 	150.96 	173.13 	172.14 	147.62 	128.66 	139.66 	151.57 	144.09 	128.90 	133.22 	134.56 	129.62 	118.14 	126.67 	146.13 	123.60 	132.39 	148.79 	168.88 	137.66 	139.12 	121.00 	118.07 	109.07 	86.23 
OC222_3222,HC_HTHAB,LT	: 	524.57 	520.84 	522.43 	514.74 	513.31 	510.72 	509.32 	504.55 	507.54 	502.46 	491.17 	492.80 	497.62 	483.99 	483.84 	478.31 	473.93 	475.34 	484.68 	501.32 	505.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,HC_HTHAB,LU	: 	: 	: 	: 	: 	: 	691.71 	707.33 	716.28 	721.35 	697.80 	701.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,HC_HTHAB,LV	: 	300.77 	299.56 	302.98 	316.49 	322.37 	327.28 	331.83 	329.72 	327.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,HC_HTHAB,ME	: 	348.78 	341.14 	339.24 	328.74 b	349.19 	361.00 	346.41 	351.90 	342.09 	323.83 	323.20 	319.70 	311.19 	316.22 	304.95 	314.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,HC_HTHAB,MK	: 	234.98 	227.62 	: 	218.99 	247.82 	220.12 	213.98 	207.80 	209.94 	207.53 	179.08 	175.89 	179.20 	206.75 	214.73 	224.66 	228.14 b	182.26 	190.73 	179.81 	175.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,HC_HTHAB,MT	: 	630.47 	634.84 	657.20 	665.81 	645.43 	659.47 	669.19 	589.01 	573.53 	549.41 	528.58 	523.42 b	: 	533.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,HC_HTHAB,NL	: 	451.29 e	445.60 e	454.66 e	453.78 e	445.59 e	441.93 e	441.64 be	479.95 e	480.29 e	489.82 e	485.01 e	485.58 e	474.18 e	466.11 e	448.65 be	418.61 e	446.60 e	448.93 e	419.48 be	492.95 e	490.58 e	500.38 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,HC_HTHAB,NO	939.06 	922.79 	915.13 	908.82 	910.81 	918.10 	919.98 b	891.16 	888.08 	888.04 	903.86 	898.79 	893.20 b	889.18 	896.08 	900.99 	888.89 	865.63 b	849.10 	825.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,HC_HTHAB,PL	: 	: 	: 	: 	351.42 	354.17 	353.41 	354.79 	355.36 	357.99 	352.81 	352.90 	367.47 	348.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,HC_HTHAB,PT	: 	468.63 	440.76 	418.68 	399.09 	385.65 	365.30 	351.23 	353.72 	356.59 	351.31 	358.78 	336.60 	312.22 	304.37 	310.46 	304.00 	293.99 	273.97 	278.51 	274.61 	282.61 	274.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,HC_HTHAB,RO	: 	63.23 	61.03 	57.93 	54.86 	51.69 	48.43 	45.10 	41.16 	35.25 	25.08 	20.93 	16.03 	9.04 	4.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,HC_HTHAB,RS	68.82 	68.27 b	: 	87.62 	83.85 	81.36 	79.76 	77.92 	77.55 	75.47 	74.26 	71.27 	69.80 	69.71 	68.05 	65.78 	67.36 	76.66 	74.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,HC_HTHAB,SI	: 	244.62 	209.35 	183.13 	170.68 	190.55 	153.43 	146.17 	139.28 	133.39 	134.98 	132.63 	126.30 	118.88 	115.85 	111.77 	109.12 	103.15 	98.96 	96.86 	94.53 	91.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,HC_HTHAB,TR	: 	295.94 	261.80 	255.67 b	223.96 	206.71 	209.29 	198.94 	196.87 	201.06 	190.02 	175.17 	157.22 	149.06 	139.52 	123.22 	116.14 	115.89 	114.86 	112.58 	105.67 	98.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,HC_HTHAB,UK	: 	: 	: 	619.74 	618.68 	630.08 	629.18 	626.60 	623.69 	623.44 	648.19 	662.25 	665.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE,AT	: 	1123.02 	248.24 	36.47 	42.85 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE,BE	: 	: 	500.93 e	541.38 e	615.85 e	667.22 e	692.83 e	773.80 e	908.04 e	1049.01 e	1102.78 e	1217.85 e	1477.60 e	1397.54 e	1731.00 e	1522.81 e	1846.00 	1714.00 	1731.00 	1706.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE,CH	: 	10452.91 	10070.27 	9523.36 	8969.75 	8356.17 	7766.25 	7022.41 	6447.43 	5919.73 	5476.86 	4811.35 b	2626.00 e	2545.00 e	1960.00 e	2057.00 e	2198.50 e	2472.50 e	3586.40 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE,CY	: 	: 	84.00 	81.00 	93.00 	95.00 	102.00 	119.00 	134.00 	139.00 	170.00 	196.00 	218.00 	240.00 	272.00 	280.00 b	123.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE,CZ	: 	4622.06 	4165.57 	3892.19 	3707.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE,DE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE,DK	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE,EE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE,FR	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE,HU	: 	5338.12 	5235.48 	5725.36 	6212.00 	7064.67 	6535.19 	6736.48 	7751.04 	7028.78 	7448.83 	8270.81 	7701.88 	8264.14 	8594.61 	7293.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE,IE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE,IS	: 	552.50 	546.32 	544.79 	565.37 	602.86 	557.96 	561.40 	541.86 	541.54 	554.90 	581.43 	603.52 	647.38 	612.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE,LI	0.00 	0.00 	0.00 	0.00 	22.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	3.50 	2.77 	2.47 	2.89 	3.42 	3.75 	5.55 	11.42 	12.80 	13.40 	7.50 	9.70 	17.30 	16.10 	16.70 	20.00 	19.60 	19.80 	19.00 	15.10 	12.30 	10.10 	4.50 	5.70 	5.70 	5.40 	4.50 	3.00 	2.50 
OC3221,FTE,LT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE,MT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE,NO	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE,RO	: 	65584.00 	63931.50 	57243.50 	56899.50 	54679.00 	52690.00 	51186.00 	50952.00 	50875.00 	52598.00 	54868.00 b	59483.00 	63856.00 	71173.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE,RS	26421.00 	25555.00 b	: 	23905.00 	23671.00 	23271.00 	23422.00 	23364.00 	23617.00 	23216.00 	23148.00 	23029.00 	22654.00 	22739.00 	21539.00 	20677.00 	20431.00 	20492.00 	19596.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE,SK	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE,UK	: 	: 	73213.39 e	69897.31 e	67049.02 e	67429.96 e	69212.21 e	69371.38 e	70366.21 e	71135.73 e	76567.22 e	82398.34 e	84650.58 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE_HTHAB,AT	: 	12.59 	2.80 	0.41 	0.49 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE_HTHAB,BE	: 	: 	4.36 e	4.74 e	5.41 e	5.89 e	6.15 e	6.90 e	8.14 e	9.44 e	9.99 e	11.15 e	13.69 e	13.05 e	16.29 e	14.44 e	17.62 	16.45 	16.68 	16.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE_HTHAB,CH	: 	121.03 	117.43 	111.85 	106.13 	99.79 	93.77 	85.76 	79.70 	74.03 	69.22 	61.46 b	33.91 e	33.28 e	25.96 e	27.49 e	29.56 e	33.46 e	48.87 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE_HTHAB,CY	: 	: 	9.52 	9.31 	10.82 	11.16 	12.03 	13.96 	15.55 	16.09 	19.98 	23.63 	26.98 	30.51 	35.46 	37.29 b	16.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE_HTHAB,CZ	: 	43.21 	39.03 	36.62 	34.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE_HTHAB,DE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE_HTHAB,DK	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE_HTHAB,EE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE_HTHAB,FR	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE_HTHAB,HU	: 	54.75 	53.58 	58.57 	63.47 	71.99 	66.39 	68.28 	78.35 	70.85 	74.80 	82.71 	76.84 	82.33 	85.47 	72.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE_HTHAB,IE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE_HTHAB,IS	: 	150.77 	151.52 	154.45 	164.64 	179.72 	168.66 	171.48 	167.36 	168.85 	173.94 	182.82 	189.49 	203.95 	196.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE_HTHAB,LI	0.00 	0.00 	0.00 	0.00 	57.95 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	9.87 	7.86 	7.05 	8.32 	9.93 	11.00 	16.47 	34.40 	39.21 	41.59 	23.68 	31.06 	55.75 	52.31 	54.81 	66.47 	66.16 	67.79 	66.11 	53.33 	44.01 	36.65 	16.52 	21.21 	21.43 	20.42 	17.14 	11.69 	9.80 
OC3221,FTE_HTHAB,LT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE_HTHAB,MT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE_HTHAB,NO	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE_HTHAB,RO	: 	340.56 	330.03 	293.95 	290.47 	277.53 	265.90 	257.10 	254.97 	253.64 	261.06 	270.99 b	292.05 	310.92 	340.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE_HTHAB,RS	384.50 	370.41 b	: 	342.35 	337.15 	329.70 	330.10 	327.66 	329.66 	322.49 	319.98 	316.37 	309.45 	309.36 	291.79 	278.98 	274.58 	274.58 	261.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE_HTHAB,SK	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,FTE_HTHAB,UK	: 	: 	: 	105.17 	101.50 	102.77 	106.29 	107.38 	109.73 	111.67 	121.04 	131.28 	135.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HAB_FTE,AT	: 	7940.08 	35771.51 	242405.29 	205310.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HAB_FTE,BE	: 	: 	22935.30 e	21107.27 e	18470.66 e	16983.04 e	16272.67 e	14485.73 e	12289.55 e	10588.01 e	10009.49 e	8966.84 e	7306.78 e	7663.45 e	6138.47 e	6926.64 e	5676.39 	6080.01 	5994.30 	6056.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HAB_FTE,CH	: 	826.24 	851.54 	894.05 	942.26 	1002.05 	1066.46 	1166.07 	1254.66 	1350.88 	1444.70 	1626.98 b	2948.91 e	3004.98 e	3852.61 e	3638.28 e	3382.81 e	2988.73 e	2046.34 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HAB_FTE,CY	: 	: 	10499.43 	10741.57 	9242.14 	8963.79 	8310.43 	7163.90 	6432.38 	6215.43 	5005.18 	4231.86 	3706.58 	3277.63 	2820.31 	2682.02 b	6004.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HAB_FTE,CZ	: 	2314.52 	2561.92 	2731.09 	2857.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HAB_FTE,DE	: 	: 	1846.51 	1802.30 	2361.63 	2422.02 	2475.35 	2530.70 	2520.18 	2594.38 	2675.83 	2793.52 	2925.08 	2932.50 	2938.08 	2942.02 	2748.98 	2661.81 	2501.04 	2356.81 	2422.06 	2348.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HAB_FTE,HU	: 	1826.51 	1866.33 	1707.41 	1575.65 	1389.17 	1506.16 	1464.63 	1276.36 	1411.39 	1336.96 	1209.07 	1301.33 	1214.67 	1170.01 	1380.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
