isco08,unit,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 
OC3221,HAB_FTE,IS	: 	663.28 	659.98 	647.44 	607.39 	556.41 	592.90 	583.16 	597.51 	592.22 	574.90 	547.00 	527.74 	490.31 	508.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HAB_FTE,LI	: 	: 	: 	: 	1725.55 	: 	: 	: 	: 	: 	: 	: 	: 	10135.00 	12729.96 	14184.82 	12025.09 	10072.22 	9087.60 	6070.99 	2906.65 	2550.35 	2404.51 	4222.33 	3219.74 	1793.82 	1911.55 	1824.52 	1504.45 	1511.58 	1475.20 	1512.74 	1875.26 	2272.15 	2728.37 	6052.78 	4715.44 	4665.96 	4897.41 	5834.44 	8557.50 	10204.80 
OC3221,HAB_FTE,RO	: 	293.63 	303.01 	340.20 	344.27 	360.33 	376.08 	388.95 	392.21 	394.26 	383.05 	369.01 b	342.41 	321.63 	293.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HAB_FTE,RS	260.08 	269.97 b	: 	292.10 	296.60 	303.31 	302.94 	305.20 	303.35 	310.09 	312.52 	316.08 	323.16 	323.24 	342.71 	358.45 	364.19 	364.20 	381.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HAB_FTE,UK	: 	: 	: 	950.83 	985.23 	973.03 	940.82 	931.25 	911.35 	895.47 	826.19 	761.74 	735.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HAB_HC,AT	: 	7010.11 	18346.94 	74290.09 	225578.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HAB_HC,BE	: 	: 	: 	12654.54 	10084.36 	9000.34 	8289.85 	7625.21 	7212.23 e	6364.97 e	6266.97 e	5473.02 e	4570.56 e	5017.56 e	3943.45 e	4451.87 e	3619.56 	3950.39 	3902.27 	3217.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HAB_HC,CH	: 	663.28 	694.69 	740.63 	768.42 	816.19 	880.82 	957.62 	1034.31 	1103.32 	1194.87 	1372.37 b	2310.90 e	2345.19 e	2903.16 e	2692.06 e	2469.16 e	2156.92 e	1515.07 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HAB_HC,CY	: 	: 	10499.43 	10741.57 	9242.14 	8963.79 	8310.43 	7163.90 	6432.38 	6215.43 	5005.18 	4231.86 	3706.58 	3277.63 	2820.31 	2682.02 b	6004.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HAB_HC,CZ	: 	2082.11 	2335.20 	2556.50 	2643.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HAB_HC,DE	: 	: 	1384.88 	1315.96 	1620.73 	1680.59 	1701.80 	1723.03 	1715.86 	1748.39 	1783.89 	1841.19 	1904.70 	1955.00 	1958.72 	1961.34 	1917.89 	1833.69 	1756.05 	1649.77 	1647.00 	1611.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HAB_HC,EL	: 	: 	709.01 	707.83 	720.82 	740.11 	722.60 	707.39 	679.80 	662.97 	624.57 	620.23 	647.60 	657.52 	661.98 	630.53 	579.26 	569.66 	568.87 	566.90 	646.21 	689.41 	706.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HAB_HC,FI	: 	: 	: 	: 	: 	: 	: 	162.71 	164.29 	164.72 	171.97 	174.32 	180.46 	183.98 	188.77 	178.63 	182.82 	186.38 	: 	: 	: 	235.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HAB_HC,HR	: 	294.09 	290.51 	293.17 	292.21 	299.23 	301.30 	296.39 	314.10 	311.88 	305.81 	313.83 	317.18 	328.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HAB_HC,HU	: 	1767.61 	1796.17 	1650.44 	1520.34 	1349.19 	1459.74 	1424.76 	1236.33 	1367.19 	1303.68 	1177.58 	1273.53 	1190.06 	1140.63 	1345.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HAB_HC,IS	: 	438.88 	433.89 	420.91 	412.24 	386.45 	413.52 	418.12 	422.12 	425.92 	416.47 	410.38 	393.69 	355.45 	366.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HAB_HC,LI	: 	: 	: 	: 	1406.00 	: 	: 	: 	: 	: 	: 	: 	: 	11824.17 	7052.40 	8759.13 	8688.13 	5741.17 	5679.75 	4211.75 	2553.38 	1632.23 	1534.31 	1666.71 	2082.10 	1108.32 	1338.09 	1269.56 	1037.55 	1097.30 	1123.42 	1026.50 	1231.15 	1552.64 	2119.73 	6809.38 	4479.67 	5319.20 	4407.67 	6563.75 	4278.75 	6378.00 
OC3221,HAB_HC,RO	: 	293.13 	302.25 	339.51 	343.17 	359.16 	375.37 	388.14 	391.51 	391.56 	381.14 	365.98 b	341.94 	320.95 	292.78 b	382.61 	411.20 	383.76 	393.10 	379.42 	399.11 	417.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HAB_HC,RS	260.04 	269.94 b	: 	275.86 	280.04 	287.48 	290.29 	293.63 	293.78 	297.59 	299.47 	305.23 	311.05 	309.22 	327.49 	340.61 	345.44 	346.16 	359.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HAB_HC,SI	: 	361.61 	330.65 	310.05 	308.14 	310.58 	331.28 	326.99 	341.22 	339.35 	322.62 	321.90 	326.71 	326.76 	322.06 	325.68 	325.17 	327.43 	329.22 	331.65 	338.33 	345.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HAB_HC,UK	: 	: 	: 	825.10 	852.01 	838.16 	810.86 	798.42 	775.82 	757.28 	694.70 	640.26 	616.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,AT	: 	1272.00 	484.00 	119.00 	39.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,BE	: 	: 	: 	903.00 	1128.00 	1259.00 	1360.00 	1470.00 	1547.00 e	1745.00 e	1761.00 e	1995.00 e	2362.00 e	2135.00 e	2695.00 e	2369.00 e	2895.00 	2638.00 	2659.00 	3211.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,BG	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,CH	: 	13021.00 	12344.00 	11496.00 	10999.00 	10259.00 	9403.00 	8551.00 	7821.00 	7248.00 	6622.00 	5704.00 b	3351.00 e	3261.00 e	2601.00 e	2780.00 e	3012.00 e	3426.00 e	4844.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,CY	: 	: 	84.00 	81.00 	93.00 	95.00 	102.00 	119.00 	134.00 	139.00 	170.00 	196.00 	218.00 	240.00 	272.00 	280.00 b	123.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,CZ	: 	5138.00 	4570.00 	4158.00 	4008.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,DE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,DK	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,EE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,EL	: 	: 	15122.00 	15163.00 	14920.00 	14560.00 	14975.00 	15398.00 	16130.00 	16660.00 	17780.00 	17931.00 	17151.00 	16848.00 	16690.00 	17478.00 	18968.00 	19231.00 	19210.00 	19231.00 	16809.00 	15674.00 	15225.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,ES	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,FI	: 	: 	: 	: 	: 	: 	: 	33566.00 e	33106.00 e	32867.00 e	31332.00 e	30768.00 	29585.00 	28881.00 	28017.00 b	29481.00 	28696.00 	28051.00 	: 	: 	: 	21969.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,FR	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,HR	: 	13762.00 	14000.00 	13954.00 	14133.00 	13944.00 	13966.00 	14292.00 	13545.00 	13688.00 	14005.00 	13690.00 	13577.00 	13126.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,HU	: 	5516.00 	5440.00 	5923.00 	6438.00 	7274.00 	6743.00 	6925.00 	8002.00 	7256.00 	7639.00 	8492.00 	7870.00 	8435.00 	8816.00 	7487.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,IE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,IS	: 	835.00 	831.00 	838.00 	833.00 	868.00 	800.00 	783.00 	767.00 	753.00 	766.00 	775.00 	809.00 	893.00 	851.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,IT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,LI	0.00 	0.00 	0.00 	0.00 	27.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	3.00 	5.00 	4.00 	4.00 	6.00 	6.00 	8.00 	13.00 	20.00 	21.00 	19.00 	15.00 	28.00 	23.00 	24.00 	29.00 	27.00 	26.00 	28.00 	23.00 	18.00 	13.00 	4.00 	6.00 	5.00 	6.00 	4.00 	6.00 	4.00 
OC3221,HC,LT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,LU	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,MK	: 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,MT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,NO	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,PT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,RO	: 	65697.00 	64091.00 	57359.00 	57081.00 	54857.00 	52789.00 	51293.00 	51043.00 	51226.00 	52861.00 	55322.00 b	59564.00 	63990.00 	71326.00 b	55393.00 	51847.00 	55899.00 	54883.00 	57273.00 	55453.00 	53770.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,RS	26425.00 	25558.00 b	: 	25312.00 	25071.00 	24552.00 	24442.00 	24284.00 	24386.00 	24191.00 	24156.00 	23848.00 	23536.00 	23770.00 	22540.00 	21760.00 	21540.00 	21560.00 	20813.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,SI	: 	5814.00 	6316.00 	6689.00 	6706.00 	6649.00 	6229.00 	6306.00 	6037.00 	6062.00 	6363.00 	6364.00 	6243.00 	6186.00 	6242.00 	6162.00 	6152.00 	6099.00 	6062.00 	6014.00 	5888.00 	5757.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,TR	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC,UK	: 	: 	84000.95 e	80548.39 e	77533.17 e	78280.09 e	80305.25 e	80912.32 e	82658.28 e	84117.01 e	91058.79 e	98032.46 e	100946.83 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC_HTHAB,AT	: 	14.27 	5.45 	1.35 	0.44 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC_HTHAB,BE	: 	: 	: 	7.90 	9.92 	11.11 	12.06 	13.11 	13.87 e	15.71 e	15.96 e	18.27 e	21.88 e	19.93 e	25.36 e	22.46 e	27.63 	25.31 	25.63 	31.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC_HTHAB,BG	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC_HTHAB,CH	: 	150.77 	143.95 	135.02 	130.14 	122.52 	113.53 	104.43 	96.68 	90.64 	83.69 	72.87 b	43.27 e	42.64 e	34.45 e	37.15 e	40.50 e	46.36 e	66.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC_HTHAB,CY	: 	: 	9.52 	9.31 	10.82 	11.16 	12.03 	13.96 	15.55 	16.09 	19.98 	23.63 	26.98 	30.51 	35.46 	37.29 b	16.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC_HTHAB,CZ	: 	48.03 	42.82 	39.12 	37.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC_HTHAB,DE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC_HTHAB,DK	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC_HTHAB,EE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC_HTHAB,EL	: 	: 	141.04 	141.28 	138.73 	135.12 	138.39 	141.36 	147.10 	150.84 	160.11 	161.23 	154.42 	152.09 	151.06 	158.60 	172.64 	175.54 	175.79 	176.40 	154.75 	145.05 	141.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC_HTHAB,ES	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC_HTHAB,FI	: 	: 	: 	: 	: 	: 	: 	614.59 	608.68 	607.08 	581.49 	573.67 	554.14 	543.55 	529.75 	559.81 	547.00 	536.54 	: 	: 	: 	424.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC_HTHAB,FR	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC_HTHAB,HR	: 	340.03 	344.22 	341.10 	342.22 	334.19 	331.89 	337.39 	318.37 	320.63 	327.00 	318.64 	315.28 	304.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC_HTHAB,HU	: 	56.57 	55.67 	60.59 	65.77 	74.12 	68.51 	70.19 	80.88 	73.14 	76.71 	84.92 	78.52 	84.03 	87.67 	74.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC_HTHAB,IE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC_HTHAB,IS	: 	227.85 	230.47 	237.58 	242.57 	258.77 	241.83 	239.17 	236.90 	234.79 	240.12 	243.68 	254.00 	281.34 	273.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC_HTHAB,IT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC_HTHAB,LI	0.00 	0.00 	0.00 	0.00 	71.12 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	8.46 	14.18 	11.42 	11.51 	17.42 	17.61 	23.74 	39.16 	61.27 	65.18 	60.00 	48.03 	90.23 	74.73 	78.77 	96.38 	91.13 	89.01 	97.42 	81.22 	64.41 	47.18 	14.69 	22.32 	18.80 	22.69 	15.24 	23.37 	15.68 
OC3221,HC_HTHAB,LT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC_HTHAB,LU	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC_HTHAB,MK	: 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC_HTHAB,MT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC_HTHAB,NO	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC3221,HC_HTHAB,PT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
