unit,facility,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 
NR,NRCBED,RO32	: 	: 	: 	: 	: 	: 	3227.00 b	1949.00 	1982.00 	1716.00 	1818.00 	2073.00 b	1423.00 	1423.00 	1394.00 	1364.00 	1339.00 b	1458.00 	1429.00 	1403.00 	1628.00 	1413.00 	1431.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,RO41	: 	: 	: 	: 	: 	: 	3424.00 b	2728.00 	2603.00 	2610.00 	2815.00 	2528.00 b	1879.00 	2022.00 	1835.00 	2006.00 	2012.00 b	2479.00 	2162.00 	1979.00 	1991.00 	1945.00 	2299.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,RO42	: 	: 	: 	: 	: 	: 	2747.00 b	1787.00 	1783.00 	1857.00 	1897.00 	1929.00 b	1552.00 	1626.00 	1540.00 	1768.00 	1818.00 b	1983.00 	2102.00 	1870.00 	1855.00 	1817.00 	1831.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,RS	: 	23456.00 	23402.00 	20314.00 	20464.00 	19932.00 	19795.00 	19654 b	14964.00 	14942.00 	14818.00 	14818.00 	14382.00 	14382.00 	14576.00 	14576.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,SE	: 	133852.00 	138575.00 	140979.00 	139601.00 	126637.00 	125386.00 	123791 b	127230 b	128651.00 	131722.00 	133204 d	134046.00 	135214.00 	134603.00 	135698.00 	137371.00 	141128.00 	146134.00 	150004.00 	152172.00 	150939.00 	147512.00 	141967.00 	153311.00 	149607.00 	152308.00 	134327.00 	130235.00 	121785 b	92093.00 	89412.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,SE11	: 	: 	: 	: 	: 	: 	22229.00 	21746.00 b	: 	21724.00 	22252.00 	22307.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,SE12	: 	: 	: 	: 	: 	: 	22500.00 	21807.00 b	: 	23409.00 	23636.00 	23554.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,SE21	: 	: 	: 	: 	: 	: 	11620.00 	11740.00 b	: 	12509.00 	13074.00 	13037.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,SE22	: 	: 	: 	: 	: 	: 	16437.00 	16285.00 b	: 	17120.00 	17820.00 	18010.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,SE23	: 	: 	: 	: 	: 	: 	25476.00 	25514.00 b	: 	25657.00 	26200.00 	27010.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,SE31	: 	: 	: 	: 	: 	: 	12269.00 	12133.00 b	: 	12708.00 	12845.00 	13055.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,SE32	: 	: 	: 	: 	: 	: 	6130.00 	6157.00 b	: 	6624.00 	6760.00 	7039.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,SE33	: 	: 	: 	: 	: 	: 	8725.00 	8409.00 b	: 	8900.00 	9135.00 	9192.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,SI	: 	21321.00 	21150.00 	21063.00 	20718.00 	20602.00 	20537.00 	20224.00 	20218.00 	19973.00 	19342.00 	19126.00 	18938.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,SK	: 	42436.00 	42487.00 	42150.00 	40988.00 	40676.00 	40202.00 	37536.00 	35932.00 	35647.00 	32808.00 	32848.00 	31780.00 	30548.00 	30567.00 	30182.00 	29312.00 	29546.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,TR	75217 p	72690.00 	68121.00 	62215.00 	57549.00 	52452.00 	49588.00 	46693.00 	45225.00 	43065.00 	38814.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,TR10	: 	: 	: 	: 	: 	10381.00 p	10234.00 	9637.00 e	9334.00 e	8888.00 e	8227.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,TR21	: 	: 	: 	: 	: 	807.00 p	775.00 	730.00 e	707.00 e	673.00 e	623.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,TR22	: 	: 	: 	: 	: 	976.00 p	806.00 	759.00 e	735.00 e	700.00 e	648.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,TR31	: 	: 	: 	: 	: 	4851.00 p	4619.00 	4349.00 e	4214.00 e	4011.00 e	3713.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,TR32	: 	: 	: 	: 	: 	2533.00 p	2362.00 	2224.00 e	2154.00 e	2051.00 e	1899.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,TR33	: 	: 	: 	: 	: 	2069.00 p	2041.00 	1922.00 e	1861.00 e	1773.00 e	1641.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,TR41	: 	: 	: 	: 	: 	2333.00 p	2202.00 	2073.00 e	2008.00 e	1912.00 e	1770.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,TR42	: 	: 	: 	: 	: 	1832.00 p	1704.00 	1605.00 e	1554.00 e	1480.00 e	1370.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,TR51	: 	: 	: 	: 	: 	5338.00 p	4733.00 	4457.00 e	4317.00 e	4110.00 e	3805.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,TR52	: 	: 	: 	: 	: 	1871.00 p	1865.00 	1756.00 e	1701.00 e	1620.00 e	1499.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,TR61	: 	: 	: 	: 	: 	1872.00 p	1873.00 	1764.00 e	1708.00 e	1627.00 e	1506.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,TR62	: 	: 	: 	: 	: 	1809.00 p	1856.00 	1748.00 e	1693.00 e	1612.00 e	1492.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,TR63	: 	: 	: 	: 	: 	1268.00 p	1268.00 	1194.00 e	1156.00 e	1101.00 e	1019.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,TR71	: 	: 	: 	: 	: 	1605.00 p	1485.00 	1398.00 e	1354.00 e	1290.00 e	1194.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,TR72	: 	: 	: 	: 	: 	2095.00 p	2095.00 	1973.00 e	1911.00 e	1820.00 e	1684.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,TR81	: 	: 	: 	: 	: 	595.00 p	547.00 	515.00 e	499.00 e	475.00 e	440.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,TR82	: 	: 	: 	: 	: 	917.00 p	836.00 	787.00 e	762.00 e	726.00 e	672.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,TR83	: 	: 	: 	: 	: 	2514.00 p	2125.00 	2001.00 e	1938.00 e	1845.00 e	1708.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,TR90	: 	: 	: 	: 	: 	1835.00 p	1707.00 	1607.00 e	1557.00 e	1482.00 e	1372.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,TRA1	: 	: 	: 	: 	: 	791.00 p	735.00 	692.00 e	670.00 e	638.00 e	591.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,TRA2	: 	: 	: 	: 	: 	607.00 p	592.00 	557.00 e	540.00 e	514.00 e	476.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,TRB1	: 	: 	: 	: 	: 	1052.00 p	1052.00 	991.00 e	959.00 e	914.00 e	846.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,TRB2	: 	: 	: 	: 	: 	452.00 p	374.00 	352.00 e	341.00 e	325.00 e	301.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,TRC1	: 	: 	: 	: 	: 	802.00 p	790.00 	744.00 e	721.00 e	686.00 e	635.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,TRC2	: 	: 	: 	: 	: 	682.00 p	562.00 	528.00 e	513.00 e	488.00 e	452.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,TRC3	: 	: 	: 	: 	: 	410.00 p	350.00 	330.00 e	319.00 e	304.00 e	281.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,UK	: 	: 	525704.42 e	529467.00 	542627.00 	545010.00 	548397.00 	549089.00 	548973.00 	550005.00 	551363.00 	524609.00 	544842.00 	541978.00 	538570.00 	540102.00 	540821.00 	543285.00 	546273.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.83 	9.52 	10.18 	10.19 	18.55 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,AT	: 	873.26 d	862.17 d	863.63 d	865.10 bd	769.92 d	771.63 d	777.65 d	778.85 d	778.02 bd	745.02 	: 	679.42 	: 	672.40 	: 	: 	650.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,AT11	: 	: 	: 	: 	: 	: 	730.84 	744.75 	747.03 	739.60 b	688.48 	: 	638.00 	: 	636.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,AT12	: 	: 	: 	: 	: 	: 	558.39 	556.84 	555.77 	531.63 b	567.90 	: 	552.74 	: 	538.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,AT13	: 	: 	: 	: 	: 	: 	521.17 	542.02 	548.47 	588.67 b	534.98 	: 	540.56 	: 	559.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,AT21	: 	: 	: 	: 	: 	: 	1011.38 	979.70 	955.89 	953.49 b	853.73 	: 	563.43 	: 	563.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,AT22	: 	: 	: 	: 	: 	: 	1167.49 	1163.74 	1159.90 	1130.90 b	1132.49 	: 	857.42 	: 	864.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,AT31	: 	: 	: 	: 	: 	: 	856.87 	861.00 	868.42 	873.05 b	845.12 	: 	841.57 	: 	825.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,AT32	: 	: 	: 	: 	: 	: 	965.31 	985.56 	1010.80 	994.35 b	968.06 	: 	982.74 	: 	970.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,AT33	: 	: 	: 	: 	: 	: 	816.01 	834.89 	824.09 	813.89 b	635.03 	: 	611.05 	: 	561.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,AT34	: 	: 	: 	: 	: 	: 	627.43 	613.14 	594.98 	609.26 b	550.10 	: 	527.94 	: 	516.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,BE	1287.78 e	1289.23 e	1297.50 	1289.88 	1281.34 	1270.79 	1248.65 	1230.82 	1210.86 b	1234.09 	1226.41 	1221.31 	1230.37 	1228.29 	1221.63 	1215.40 	1217.85 	1222.21 	1221.76 	1218.66 	1224.15 	1205.56 	1192.77 	1152.46 	1113.66 	1104.88 	1050.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,BE10	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1328.35 	1367.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,BE21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1095.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,BE22	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	774.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,BE23	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1223.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,BE24	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1016.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,BE25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1277.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,BE31	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1140.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,BE32	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1509.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,BE33	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1372.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,BE34	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1139.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,BE35	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1200.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,BG	: 	27.88 	27.41 	29.67 	30.77 	30.77 	33.35 b	43.72 	43.01 b	60.58 	61.86 	61.79 	60.69 	57.15 	56.72 	57.48 	56.56 	56.31 	54.66 	53.67 	58.93 	57.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,BG31	: 	: 	: 	: 	: 	: 	52.12 	57.48 	56.55 	88.79 	87.49 	89.90 	86.44 	81.91 	74.51 	75.62 	73.68 	72.54 	71.94 	70.76 	87.39 	85.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,BG32	: 	: 	: 	: 	: 	: 	19.50 	51.16 	51.30 	74.68 	79.97 	79.46 	74.05 	68.10 	65.24 	64.63 	67.50 	66.88 	66.27 	65.41 	75.20 	73.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,BG33	: 	: 	: 	: 	: 	: 	38.01 	55.03 	58.26 	88.05 	87.64 	82.03 	81.60 	76.93 	88.94 	87.72 	86.46 	83.68 	78.39 	77.90 	80.04 	79.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,BG34	: 	: 	: 	: 	: 	: 	58.64 	55.04 	50.66 	64.65 	68.60 	67.79 	66.93 	66.12 	69.60 	74.36 	73.86 	74.08 	73.60 	70.68 	74.72 	73.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,BG41	: 	: 	: 	: 	: 	: 	28.97 	34.42 	30.03 	39.15 	38.83 	37.63 	35.62 	31.35 	30.25 	31.40 	29.29 	31.24 	30.04 	29.46 	30.42 	30.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,BG42	: 	: 	: 	: 	: 	: 	15.82 	29.73 	34.02 	46.63 	48.25 	48.66 	48.33 	47.02 	42.77 	42.31 	41.63 	40.68 	38.86 	38.61 	42.70 	41.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,CH	: 	1165.90 	1170.29 	1170.05 	1174.21 	1159.96 	1165.88 	1168.31 	1169.44 	1169.93 	1173.45 	1172.48 	1187.15 	1186.20 	1190.66 	1177.48 	1167.09 	1163.56 	1161.03 	1173.05 	1167.67 	1169.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,CH01	: 	: 	: 	: 	: 	: 	862.14 	857.40 	862.38 	859.63 	872.86 	866.56 	859.64 	852.87 	847.87 	825.73 	794.36 	804.03 	811.65 	827.60 	836.75 	845.99 	771.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,CH02	: 	: 	: 	: 	: 	: 	1270.55 	1288.79 	1290.03 	1292.81 	1310.50 	1314.38 	1350.73 	1335.73 	1336.23 	1329.64 	1269.04 	1253.15 	1244.40 	1277.85 	1277.77 	1264.49 	1251.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,CH03	: 	: 	: 	: 	: 	: 	1102.73 	1090.88 	1078.04 	1070.18 	1061.41 	1072.45 	1088.39 	1080.63 	1090.11 	1042.56 	1052.69 	1048.54 	1038.38 	1043.38 	1036.76 	1041.06 	1057.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,CH04	: 	: 	: 	: 	: 	: 	1239.85 	1239.32 	1230.86 	1243.43 	1238.71 	1222.52 	1251.03 	1263.87 	1278.27 	1270.96 	1256.47 	1253.89 	1256.74 	1253.60 	1234.33 	1224.70 	1238.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,CH05	: 	: 	: 	: 	: 	: 	1341.57 	1346.70 	1356.59 	1347.51 	1351.66 	1361.79 	1366.85 	1369.70 	1372.69 	1365.24 	1393.39 	1392.84 	1401.63 	1407.69 	1378.17 	1391.09 	1403.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,CH06	: 	: 	: 	: 	: 	: 	1217.29 	1214.91 	1224.54 	1218.70 	1192.68 	1180.65 	1185.71 	1201.30 	1216.22 	1214.01 	1262.08 	1249.26 	1233.03 	1230.70 	1239.81 	1244.68 	1284.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,CH07	: 	: 	: 	: 	: 	: 	1192.92 	1197.01 	1207.80 	1228.42 	1249.45 	1252.33 	1230.60 	1232.09 	1214.82 	1241.80 	1273.11 	1279.25 	1252.35 	1258.71 	1265.37 	1307.55 	1362.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,CY	: 	: 	400.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
