unit,wstatus,isco08,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 
NR,PACT,OC2262,SI	: 	1691.00 	1638.00 	1594.00 	1537.00 	1472.00 	1411.00 	1352.00 	1555.00 	1520.00 	1808.00 	1755.00 	1682.00 	1545.00 	1564.00 	1521.00 	1410.00 	1381.00 	1172.00 	1255.00 	1215.00 	1079.00 	917.00 	887.00 	1055.00 	1042.00 	971.00 	979.00 	715.00 	: 	: 	652.00 	629.00 	962.00 	910.00 	855.00 	818.00 	: 	: 	: 	: 	632.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC2262,SK	: 	4570.00 	4461.00 	4354.00 	4243.00 	4183.00 	3826.00 	3644.00 	3333.00 	3522.00 	3382.00 	3267.00 	2917.00 	2777.00 	3241.00 	3032.00 	2686.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC2262,TR	: 	35364.00 	33841.00 	32032 b	28512.00 	27864.00 	27530.00 	27199.00 	27012.00 	26571.00 	26089.00 	26506.00 	25201.00 	24778.00 	23977.00 	23140.00 	22756.00 	22608.00 	22371.00 	22289.00 	22119.00 	21927.00 	21949.00 	21294.00 	20406.00 	19550.00 	18974.00 	18366.00 	17696.00 	16593.00 	16002.00 	15792.00 	15201.00 	14567.00 	13668.00 	12698.00 	12202.00 	11586.00 	11527.00 	11428.00 	11610.00 	12039.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC221,AL	: 	: 	: 	: 	: 	: 	: 	: 	3709.00 	3696.00 	3578.00 	3640.00 	3656.00 	: 	3626.00 	3626.00 	: 	3699.00 	3699.00 	3656.00 	4100.00 	4325.00 	4325.00 	4325.00 	4304.00 	4278.00 	4244.00 	4232.00 	4515.00 	5264.00 	4793.00 	4516.00 	4466.00 	: 	: 	: 	4159.00 	4080.00 	4020.00 	: 	: 	3651.00 	: 	: 	2641.00 	: 	: 	: 	: 	1905.00 	2000.00 	1581.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC221,AT	48705.00 	47674.00 	47224.00 	46337.00 	45596.00 	44816.00 	44002.00 	43126.00 	42302.00 	41268.00 	40634.00 	40105.00 	39123.00 	38313.00 	37643.00 	36792.00 	35518.00 	34334.00 	33410.00 	32575.00 	31859.00 	30871.00 	30115.00 	30110.00 	29129.00 	28489.00 	27923.00 	27039.00 	26051.00 	25195.00 	23950.00 	23097.00 	22115.00 	21258.00 	20488.00 	20228.00 	19451.00 	18919.00 	18303.00 	17670.00 	17152.00 	16685.00 	16125.00 	15676.00 	15232.00 	14760.00 	14187.00 	13741.00 	13377.00 	12938.00 	12748.00 	12438.00 	12136.00 	11888.00 	11684.00 	11512.00 	11350.00 	11272.00 	11216.00 	11200.00 	11211.00 	11229.00 
NR,PRACT,OC221,BE	: 	37089.00 	36343.00 	35762.00 	35069.00 	34834.00 	34020.00 	33353.00 	32999.00 	32583.00 	32182.00 	31815.00 	31578.00 	31281.00 	30868.00 	30440.00 	30081.00 	29891.00 	29646.00 	29537.00 	29303.00 	28999.00 	28642 b	38109.00 	37451.00 	36644.00 	35917.00 	35486.00 	34736.00 	34069.00 	33271.00 	32547.00 	32134.00 	30687.00 	29821.00 	28826.00 	27989.00 	27096.00 	27726.00 	24831.00 	23932.00 	22759.00 	22037.00 	21142.00 	19706.00 	18761.00 	18506.00 	17272.00 	16478.00 	15888.00 	14887.00 	: 	14991.00 	14922.00 	14517.00 	14176.00 	13793.00 	13473.00 	13236.00 	12888.00 	12394.00 	11730.00 
NR,PRACT,OC221,BG	: 	29656.00 	29549.00 	29625.00 	29606.00 	29271.00 	29002.00 	28733.00 	28715.00 	28305.00 	28321.00 	27869 b	27952.00 	27454.00 	27882.00 	28086.00 	28174.00 	27406.00 	28128.00 	27688.00 	27186.00 	27526.00 	28261.00 	28476.00 	28655.00 	29592.00 	29069.00 	28094.00 	28457.00 	27039.00 	26760.00 	28497.00 	28218.00 	27750.00 	27107.00 	26451.00 	25665.00 	24718.00 	24026.00 	23081.00 	22088.00 	21796.00 	21249.00 	20454.00 	19879.00 	19312.00 	18770.00 	18238.00 	17601.00 	17023.00 	16183.00 	15819.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC221,CH	38613.00 	37911.00 	37300.00 	36940.00 	36324.00 	35592.00 	34762.00 	33785.00 	32681.00 	31313.00 	30327.00 	29803.00 	29680.00 	29194.00 	28579 e	28343 e	27791 e	27291 e	26824 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC221,CY	: 	: 	3768 d	3544 d	3325 d	3209 d	3046 d	2880 bd	2754.00 	2606.00 	2529.00 	2399.00 	2270 e	2190.00 	2117.00 	1921.00 	1949.00 	1932.00 	1850.00 	1835.00 	1839.00 	1800.00 	1762.00 	1721.00 	1685.00 	1645.00 	1607.00 	1528.00 	1441.00 	1368.00 	1265.00 	1198.00 	1171.00 	1082.00 	997.00 	911.00 	846.00 	797.00 	741.00 	673.00 	601.00 	560.00 	545.00 	505.00 	494.00 	478.00 	: 	: 	: 	: 	: 	512.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC221,CZ	: 	43810 e	43399 e	42919 be	: 	: 	: 	: 	38776.00 	38624.00 	38171.00 	37661.00 	37351.00 	36921.00 	36815.00 	36595.00 	36381.00 	35907.00 	35960.00 	35750.00 	35222.00 	34604 b	31653.00 	31192.00 	32065.00 	30784.00 	30942.00 	30306.00 	29589.00 	27645.00 	27575.00 	28036.00 	28200.00 	27910.00 	27145.00 	26957.00 	26649.00 	25859.00 	25341.00 	24584.00 	23936.00 	23303.00 	22568.00 	21929.00 	21392.00 	20781.00 	20237.00 	19764.00 	19293.00 	18836.00 	18349.00 	17539.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC221,DE	376873.00 	371556.00 	365100.00 	357401.00 	351195.00 	344755.00 	338129.00 	332695.00 	325407.00 	317390.00 	311223.00 	303645.00 	296400.00 	290723.00 	286803.00 	283102.00 	280012.00 	278444.00 	276643.00 	273961.00 	271157.00 	266869.00 	262400.00 	259441.00 	255655.00 	253974.00 	249458.00 	243405.00 	236608.00 	227881.00 	220445.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC221,DK	: 	: 	24715.00 	24306.00 	23689.00 	22904.00 	22335.00 	21881.00 	21610.00 	21456.00 	21107.00 	20669.00 	20164.00 	19663.00 	18886.00 	18615.00 	18072.00 	17438.00 	16608.00 	16324.00 	15717.00 	15553.00 	15342.00 	15144.00 	14672.00 	14207.00 	14038.00 	13761.00 	13571.00 	13433 b	12531.00 	12828.00 	12621.00 	12410.00 	12050.00 	12007.00 	11765.00 	11558.00 	10820.00 	10475.00 	9396.00 	9083.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC221,EE	: 	4626.00 	4603.00 	4605.00 	4569.00 	4548.00 	4492.00 	4418.00 	4395 b	4343.00 	4372.00 	4319.00 	4378.00 	4469.00 	4370.00 	4286.00 	4257.00 	4120.00 	4107.00 	4089.00 	3863.00 	4110.00 	4200.00 	4158 b	4533.00 	4457.00 	4585.00 	4680.00 	4792.00 	5004 b	5520.00 	5498.00 	5473.00 	5435.00 	5388.00 	5221.00 	5089 b	6066.00 	5916.00 	5702.00 	5500.00 	5345.00 	5181.00 	5067.00 	4893.00 	4723.00 	4544.00 	4412.00 	4312.00 	4120.00 	3985.00 	3860.00 	3651.00 	3562.00 	3483.00 	3377.00 	3253.00 	3103.00 	2961.00 	2792.00 	2700.00 	2518.00 
NR,PRACT,OC221,ES	: 	216766.00 	207565.00 	188166.00 	180633.00 	177731.00 	178600.00 	176665.00 	177665.00 	178833.00 	179267.00 	175033.00 	166800.00 	162900.00 	161033.00 	160933.00 	154767.00 	147833.00 	136000.00 	129667.00 	128100.00 	127200.00 	123200.00 	117566.00 	114867.00 	109600.00 	: 	: 	: 	: 	: 	79600.00 	: 	: 	: 	: 	78700.00 	: 	: 	: 	: 	68900.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC221,FI	: 	: 	: 	19195.00 	19061.00 	18776.00 	18691.00 	18464.00 	18002.00 	17598.00 	17487.00 	17008.00 	16702.00 	16304.00 	15879.00 	15573.00 	15376.00 	14964 b	13365.00 	13141.00 	12968.00 	12936.00 	12401.00 	11958.00 	11797.00 	11584.00 	11193.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC221,FR	: 	214315.00 	213201.00 	210567.00 	210038.00 	208266.00 	206710.00 	205041.00 	203249.00 	201094.00 	199094 b	196767 e	195460 be	197088 e	196200 e	196018 e	195079 e	193648 e	191347 e	189189 e	186571 e	183637 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC221,HR	14529.00 	14256.00 	14312.00 	14075.00 	13885.00 	13504.00 	13430.00 	13302.00 	12906.00 	12772.00 	12490.00 	12304.00 	11813 b	11801.00 	11799.00 	11250.00 	11100.00 	11093.00 	10820.00 	10589.00 	10552.00 	10439.00 	10436.00 	10299.00 	10331.00 	10110.00 	9723.00 	9607.00 	9693.00 	9446.00 	9303.00 	10152.00 	10173.00 	9955.00 	9792.00 	9522.00 	9139.00 	8739.00 	8609.00 	8348.00 	7997.00 	7668.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5024.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC221,HU	31951 p	30610 b	34137.00 	33078.00 	32543.00 	31515.00 	30486 b	32791.00 	31748.00 	30641.00 	29500.00 	28686 b	30276.00 	31024 b	28189 b	30575.00 	28055 b	33727.00 	32889.00 	32452 b	29448.00 	27390 be	31775.00 	31638.00 	31649.00 	31348.00 	31024.00 	30990.00 	30610.00 	31178.00 	31429.00 	30522.00 	30475.00 	29671.00 	29459.00 	28309.00 	27978.00 	26268.00 	25724.00 	25538.00 	24958.00 	24510 b	26311.00 	25444.00 	24793.00 	24157.00 	23588.00 	23095.00 	22510.00 	21983.00 	21450.00 	20877.00 	20284.00 	19654.00 	20420.00 	19589.00 	18901.00 	18162.00 	17407.00 	16703.00 	16006.00 	15356.00 
NR,PRACT,OC221,IE	20256 b	17231.00 	16366.00 	15962.00 	15660.00 	15178.00 	14666.00 	14029 b	12367 e	12450 e	12215 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC221,IS	: 	: 	1404.00 	1373.00 	1330.00 	1292 b	1249.00 	1193.00 	1168.00 	1142.00 	1118.00 	1142.00 	1162.00 	1156.00 	1126.00 	1095.00 	1072 b	1056.00 	1047.00 	1029.00 	990.00 	968.00 	938.00 	909.00 	884.00 	839.00 	809.00 	797.00 	779.00 	771.00 	734.00 	726.00 	715.00 	675.00 	665.00 	632.00 	626.00 	574.00 	545.00 	532.00 	509.00 	488.00 	459.00 	439.00 	424.00 	408.00 	400.00 	372.00 	343.00 	333.00 	305.00 	291.00 	263.00 	254.00 	241.00 	239.00 	238.00 	232.00 	228.00 	224.00 	212.00 	205.00 
NR,PRACT,OC221,IT	244441 p	237844.00 	241945.00 	240301.00 	241512.00 	239642.00 	233102.00 	235889.00 	234918.00 	230621.00 	231481 e	226384 e	223997 e	222761 e	221782 e	216519 e	215739 e	213302 e	208093 e	203479 e	199794 e	196074 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC221,LI	134.00 	141.00 	144.00 	135.00 	138.00 	124.00 	120.00 	119.00 	120.00 	116.00 	111.00 	104 b	89 d	85 d	80 d	80 d	78 d	68 d	64 d	64 d	57 d	49 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC221,LT	: 	12529.00 	12768.00 	12881.00 	12887.00 	12812.00 	12605.00 	12631.00 	12650.00 	12604.00 	12407.00 	12226.00 	12191.00 	12413.00 	12551.00 	12397.00 	12361.00 	12247.00 	12530.00 	12749.00 	12601.00 	12692.00 	13092.00 	13209.00 	13437.00 	13389.00 	13370.00 	13505.00 	13285.00 	13258.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC221,LU	: 	: 	: 	: 	1780.00 	1683.00 	1656 b	1603.00 	1538.00 	1490.00 	1440.00 	1404.00 	1346.00 	1327.00 	1288.00 	1232.00 	1186.00 	1110.00 	1074.00 	1007.00 	976.00 	938 b	1073.00 	1037.00 	1008.00 	958.00 	914.00 	870.00 	848.00 	814.00 	780.00 	766.00 	744.00 	709.00 	666.00 	686.00 	663.00 	637.00 	627.00 	605.00 	563.00 	621.00 	575.00 	530.00 	455.00 	456.00 	452.00 	425.00 	410.00 	403.00 	397.00 	384.00 	365.00 	359.00 	349.00 	346.00 	338.00 	331.00 	329.00 	326.00 	322.00 	318.00 
NR,PRACT,OC221,LV	: 	6346.00 	6253.00 	6367.00 	6225.00 	6295.00 	6324.00 	6412.00 	6423.00 	6396.00 	6456.00 	6517.00 	6753.00 	7040.00 	6916.00 	6719.00 	6628 b	6603.00 	6478.00 	6443.00 	6281 b	6819.00 	6495.00 	6602.00 	6974.00 	6966.00 	7028.00 	7289.00 	7446.00 	8191.00 	9571.00 	9439.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC221,ME	: 	: 	1698.00 	1720.00 	1650.00 	1589.00 	1466.00 	1350.00 	1326.00 	1257.00 	1241.00 	1260.00 	1292.00 	1293.00 	1217.00 	1217.00 	1191.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC221,MT	: 	2158.00 	2029.00 	1925.00 	1855.00 	1743.00 	1636.00 	1566.00 	1466.00 	1381.00 	1319 b	1279.00 	1257.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC221,NL	: 	66870.00 	65121.00 	63278 b	61730.00 	60233.00 	59144.00 	57762.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC221,NO	27925.00 	27361.00 	26572.00 	25804.00 	24986.00 	23986.00 	23104 b	22754.00 	21874.00 	21238.00 	20744.00 	20114.00 	19546 b	18858.00 	18102.00 	17391.00 	16473.00 	15615.00 	14746.00 	14603 b	15978.00 	15180.00 	14665.00 	14029.00 	13547.00 	13351.00 	12871.00 	12076.00 	11652.00 	11383.00 	11089.00 	: 	: 	: 	10482.00 	9443.00 	9176.00 	: 	: 	: 	: 	8050.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5361.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC221,PL	: 	: 	: 	: 	90284.00 	91730.00 	88437.00 	87687.00 	85246.00 	85025.00 	84221.00 	83201.00 	82813.00 	82397.00 	83519.00 	83116.00 	81600 b	87440 b	92982 b	88070.00 	86706.00 	85031.00 	87524.00 	90086.00 	91121.00 	90828.00 	89421.00 	87712.00 	85367.00 	83724.00 	82925.00 	81641.00 	79247.00 	78662.00 	77496.00 	75473.00 	73199.00 	71012.00 	69231.00 	67002.00 	64896.00 	63577.00 	61460.00 	59155.00 	57321.00 	55772.00 	54461.00 	53414.00 	51672.00 	49957.00 	48207.00 	46466.00 	44864.00 	43762.00 	42101.00 	40445.00 	38875.00 	37726.00 	35234.00 	32331.00 	30855.00 	28708.00 
NR,PRACT,OC221,RO	: 	64127.00 	61731 b	59333.00 	57329.00 	55975.00 	54807.00 	53720.00 	52828.00 	52362.00 	51153.00 	50778.00 	48484.00 	47617.00 	45707.00 	46536.00 	46972.00 	45061.00 	43336.00 	42666.00 	43574.00 	43237.00 	42251.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC221,RS	20703.00 	19857 b	: 	20824.00 	20773.00 	20853.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC221,SE	: 	: 	44046.00 	43967.00 	42945.00 	42017.00 	40919.00 	39853.00 	38828.00 	37780.00 	36756.00 	35718.00 	34876.00 	33951.00 	33178.00 	32180.00 	31198.00 	30343.00 	29419.00 	28679.00 	27779.00 	26852.00 	26277.00 	25847.00 	25255.00 	25095.00 	24866.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC221,SI	: 	6944.00 	6812.00 	6591.00 	6408.00 	6224.00 	5830.00 	5712.00 	5416.00 	5228.00 	5121.00 	4979.00 	4915.00 	4854.00 	4814.00 	4740.00 	4692.00 	4589.00 	4485.00 	4440.00 	4325.00 	4279.00 	4216.00 	4335.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC221,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16938.00 	16925.00 	17215.00 	17340.00 	17420.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC221,UK	: 	: 	196784.00 	188783.00 	185692.00 	182534.00 	180444.00 b	177352.00 	173976.00 	171747.00 	169919.00 	166250.00 	164607.00 b	158597.00 	152184.00 	148998.00 	144780.00 	139194.00 	130599.00 	124714.00 	119800.00 	116427.00 	112183.00 	110952.00 	108030.00 	104429.00 	101803.00 	98105.00 	97055.00 	94671.00 	93663.00 	92583.00 b	88607.00 	86903.00 	85284.00 b	81515.00 	80763.00 	79578.00 	78737.00 	75218.00 	76042.00 	74209.00 	72293.00 b	68325.00 	66846.00 	65449.00 	64107.00 	61884.00 	60575.00 	58751.00 	56710.00 b	52516.00 	51318.00 	50306.00 	49084.00 	48014.00 	47505.00 	47010.00 	46723.00 	46157.00 	45224.00 	44457.00 
NR,PRACT,OC2261,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1035.00 	: 	: 	1350.00 	1342.00 	1525.00 	1457.00 	1425.00 	1390.00 	1360.00 	1033.00 	1145.00 	1290.00 	1236.00 	1190.00 	1154.00 	1115.00 	1099.00 	: 	: 	: 	982.00 	971.00 	937.00 	: 	: 	665.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2261,AT	: 	5206.00 	5143.00 	5027.00 	5009.00 	4954.00 	4906.00 	4893.00 	4853.00 	4797.00 	4743.00 	4685.00 	4619.00 	4544.00 	4490.00 	4467.00 	4232.00 	4113.00 	4037.00 	3956.00 	3879.00 	3722.00 	3666.00 	3624.00 	3618.00 	3513.00 	3379.00 	3275.00 	3147.00 	2998.00 	2889.00 	2771.00 	2663.00 	2501.00 	2406.00 	2299.00 	2124.00 	: 	: 	: 	: 	1622.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2261,BE	: 	8871.00 	8697.00 	8614.00 	8516.00 	8478.00 	8291.00 	8108.00 	7965.00 	7869.00 	7777.00 	7675.00 	7655.00 	7663.00 	7677.00 	7748.00 	7694.00 	7712.00 	7680.00 	7685.00 	7680.00 	7659 b	8326.00 	8240.00 	8095.00 	7992.00 	7852.00 	7672.00 	7596.00 	7525.00 	7413.00 	7285.00 	7182.00 	7147.00 	6917.00 	6666.00 	6273.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2261,BG	: 	7373.00 	7439.00 	7282.00 	7505.00 	7413.00 	7197.00 	7192.00 	7064.00 	6935.00 	6737.00 	6480 b	6529.00 	6314.00 	6461.00 	6537.00 	6516.00 	6508.00 	6475.00 	6144.00 	6482.00 	6778 b	4655.00 	4838.00 	5240.00 	5493.00 	5481.00 	5540.00 	5727.00 	5705.00 	5899.00 	6109.00 	6048.00 	5953.00 	5921.00 	5844.00 	5745.00 	5623.00 	5460.00 	5201.00 	4984.00 	4839.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2261,CH	: 	: 	3481 b	4337.00 	4361.00 	4217.00 	4200.00 	4180.00 	4208.00 	4181.00 	4123.00 	4109.00 	4030.00 	3987.00 	3931.00 	3884.00 	3764.00 	3679.00 	3598.00 	3501.00 	3432.00 	3468.00 	3449.00 	3470.00 	3549.00 	3460.00 	3474.00 	3479.00 	3309.00 	3368.00 	3252.00 	3268.00 	3230.00 	3184.00 	3147.00 	3110.00 	3117.00 	3070.00 	3038.00 	2927.00 	2854.00 	2841.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2261,CY	: 	: 	1001.00 	976.00 	939.00 	882.00 	876.00 	839 b	829.00 	816.00 	783.00 	772 e	757 e	743.00 	723.00 	715.00 	728.00 	697.00 	671.00 	650.00 	634.00 	619.00 	604.00 	587.00 	573.00 	557.00 	543.00 	527.00 	498.00 	482.00 	461.00 	428.00 	417.00 	397.00 	374.00 	330.00 	301.00 	234.00 	222.00 	204.00 	187.00 	182.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2261,CZ	: 	7914.00 	7825.00 	7844.00 	7921.00 	7955 b	: 	7906 be	7426.00 	7461.00 	7429.00 	7263.00 	7092.00 	6974.00 	6948.00 	6933.00 	6906.00 	6843.00 	6737.00 	6697.00 	6698.00 	6658 b	6426.00 	6386.00 	6467.00 	6271.00 	6247.00 	6137.00 	5890.00 	5665.00 	5654.00 	5626.00 	5589.00 	5483.00 	5423.00 	5379.00 	5406.00 	5381.00 	5291.00 	5149.00 	4993.00 	4743.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2261,DE	: 	71108.00 	71048.00 	71120.00 	70798.00 	70474.00 	70048.00 	69300.00 	68421.00 	67898.00 	66974.00 	66427.00 	65726.00 	64938.00 	64366.00 	63859.00 	63620.00 	63424.00 	62972.00 	62256.00 	61997.00 	61462.00 	60778.00 	60411.00 	60065.00 	59373.00 	58468.00 	56887.00 	55462.00 	53148.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2261,DK	: 	: 	4190.00 	4162.00 	4141.00 	4249.00 	4323.00 	4346.00 	4395.00 	4455.00 	4469.00 	4544.00 	4455.00 	4513.00 	4588.00 	4627.00 	4643.00 	4631.00 	4595.00 	4579.00 	4608.00 	4582.00 	4585.00 	4631.00 	4556.00 	4508.00 	4468.00 	4452.00 	4372.00 	4374.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2261,EE	: 	1336.00 	1303.00 	1277.00 	1265.00 	1257.00 	1239.00 	1223.00 	1190 b	1196.00 	1179.00 	1198.00 	1196.00 	1237.00 	1164.00 	1194.00 	1190 b	1116.00 	1127.00 	1079.00 	1121.00 	1053.00 	1060.00 	1045.00 	1043.00 	1002.00 	929.00 	892.00 	875.00 	850.00 	831 b	812.00 	875.00 	872.00 	848.00 	833.00 	776.00 	764.00 	750.00 	729.00 	700.00 	682.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
