data;

# ORIGEM	DESTINO	DIST(km)	DUR(h)
# Duracao maxima de 10800 h
param:	K:	dist	dur:= 
   318	    76	72		6523
   318	    43	82		7380
   318	    35	56		5006
   318	    65	77		6957
   318	   941	46		4177
   318	   438	42		3782
   318	   295	39		3472
   318	   766	27		2462
   318	    60	61		5528
   318	   736	67		6004
   318	   771	57		5120
   318	    62	28		2482
   318	   318	0		0
;

end;

