name,lat,lon
Nova Independência,-21.1026,-51.4905,
Nova Luzitânia,-20.856,-50.2617,
Nova Odessa,-22.7832,-47.2941,
Olímpia,-20.7366,-48.9106,
Osasco,-23.5324,-46.7916,
Osvaldo Cruz,-21.7968,-50.8793,
Guarani d'Oeste,-20.0746,-50.3411,
Indiaporã,-19.979,-50.2909,
Mira Estrela,-19.9789,-50.139,
Ouroeste,-20.0061,-50.3768,
Turmalina,-20.0486,-50.4792,
Pacaembu,-21.5627,-51.2654,
Aparecida d'Oeste,-20.4487,-50.8835,
Marinópolis,-20.4389,-50.8254,
Palmeira d'Oeste,-20.4148,-50.7632,
Ibirarema,-22.8185,-50.0739,
Palmital,-22.7858,-50.218,
Platina,-22.6371,-50.2104,
Nova Guataporanga,-21.332,-51.6447,
Panorama,-21.354,-51.8562,
Paulicéia,-21.3153,-51.8321,
Santa Mercedes,-21.3495,-51.7564,
Borá,-22.2696,-50.5409,
Lutécia,-22.3384,-50.394,
Paraguaçu Paulista,-22.4114,-50.5732,
Paranapanema,-23.3862,-48.7214,
Itirapuã,-20.6416,-47.2194,
Patrocínio Paulista,-20.6384,-47.2801,
Restinga,-20.6056,-47.4833,
Artur Nogueira,-22.5727,-47.1727,
Cosmópolis,-22.6419,-47.1926,
Paulínia,-22.7542,-47.1488,
Orindiúva,-20.1861,-49.3464,
Paulo de Faria,-20.0296,-49.4,
Pedra Bela,-22.7902,-46.4455,
Cristais Paulista,-20.4036,-47.4209,
Jeriquara,-20.3116,-47.5918,
Pedregulho,-20.2535,-47.4775,
Rifaina,-20.0803,-47.4291,
Pedreira,-22.7413,-46.8948,
Santo Antônio de Posse,-22.6029,-46.9192,
Florínia,-22.868,-50.6814,
Pedrinhas Paulista,-22.8174,-50.7933,
Barbosa,-21.2657,-49.9518,
Penápolis,-21.4148,-50.0769,
Pereira Barreto,-20.6368,-51.1123,
Sud Mennucci,-20.6872,-50.9238,
Suzanápolis,-20.4981,-51.0268,
Itariri,-24.2834,-47.1736,
Pedro de Toledo,-24.2764,-47.2354,
Peruíbe,-24.312,-47.0012,
Piedade,-23.7139,-47.4256,
Pilar do Sul,-23.8077,-47.7222,
Salto de Pirapora,-23.6474,-47.5743,
Pindamonhangaba,-22.9246,-45.4613,
Potim,-22.8343,-45.2552,
Roseira,-22.8938,-45.307,
Tremembé,-22.9571,-45.5475,
Atibaia,-23.1171,-46.5563,
Bom Jesus dos Perdões,-23.1356,-46.4675,
Nazaré Paulista,-23.1747,-46.3983,
Piracaia,-23.0525,-46.3594,
Piracicaba,-22.7338,-47.6476,
Santa Bárbara d'Oeste,-22.7553,-47.4143,
Piraju,-23.1981,-49.3803,
Avaí,-22.1514,-49.3356,
Balbinos,-21.8963,-49.3619,
Guarantã,-21.8942,-49.5914,
Pirajuí,-21.999,-49.4608,
Presidente Alves,-22.0999,-49.4381,
Ariranha,-21.1872,-48.7904,
Palmares Paulista,-21.0854,-48.8037,
Paraíso,-21.0159,-48.7761,
Pirangi,-21.0886,-48.6607,
Taiaçu,-21.1431,-48.5112,
Cabrália Paulista,-22.4576,-49.3393,
Paulistânia,-22.5768,-49.4008,
Piratininga,-22.4142,-49.1339,
Oriente,-22.1549,-50.0971,
Pompéia,-22.107,-50.176,
Pongaí,-21.7396,-49.3604,
Uru,-21.7866,-49.2848,
Barrinha,-21.1864,-48.1636,
Dumont,-21.2324,-47.9756,
Pitangueiras,-21.0132,-48.221,
Pontal,-21.0216,-48.0423,
Sertãozinho,-21.1316,-47.9875,
Mesópolis,-19.9684,-50.6326,
Populina,-19.9453,-50.538,
Porto Feliz,-23.2093,-47.5251,
Descalvado,-21.9002,-47.6181,
Leme,-22.1809,-47.3841,
Pirassununga,-21.996,-47.4257,
Porto Ferreira,-21.8498,-47.487,
Santa Cruz das Palmeiras,-21.8235,-47.248,
Praia Grande,-24.0084,-46.4121,
Presidente Bernardes,-22.0082,-51.5565,
Presidente Epitácio,-21.7651,-52.1111,
Presidente Prudente,-22.1207,-51.3925,
Tarabai,-22.3016,-51.5621,
Caiuá,-21.8322,-51.9969,
Marabá Paulista,-22.1068,-51.9617,
Presidente Venceslau,-21.8732,-51.8447,
Avanhandava,-21.4584,-49.9509,
Guaiçara,-21.6195,-49.8013,
Promissão,-21.5356,-49.8599,
Canas,-22.7003,-45.0521,
Queluz,-22.5312,-44.7781,
Silveiras,-22.6638,-44.8522,
João Ramalho,-22.2473,-50.7694,
Quatá,-22.2456,-50.6966,
Rancharia,-22.2269,-50.893,
Natividade da Serra,-23.3707,-45.4468,
Redenção da Serra,-23.2638,-45.5422,
Anhumas,-22.2934,-51.3895,
Regente Feijó,-22.2181,-51.3055,
Taciba,-22.3866,-51.2882,
Jacupiranga,-24.6963,-48.0064,
Juquiá,-24.3101,-47.6426,
Pariquera-Açu,-24.7147,-47.8742,
Registro,-24.4979,-47.8449,
Sete Barras,-24.382,-47.9279,
Ribeirão Bonito,-22.0685,-48.182,
Ribeirão Branco,-24.2206,-48.7635,
Mauá,-23.6677,-46.4613,
Ribeirão Pires,-23.7067,-46.4058,
Rio Grande da Serra,-23.7437,-46.3971,
Brodowski,-20.9845,-47.6572,
Jardinópolis,-21.0176,-47.7606,
Ribeirão Preto,-21.1699,-47.8099,
Bastos,-21.921,-50.7357,
Iacri,-21.8572,-50.6932,
Rinópolis,-21.7284,-50.7239,
Cordeirópolis,-22.4778,-47.4519,
Ipeúna,-22.4355,-47.7151,
Iracemápolis,-22.5832,-47.523,
Rio Claro,-22.3984,-47.5546,
Santa Gertrudes,-22.4572,-47.5272,
Mombuca,-22.9285,-47.559,
Rafard,-23.0105,-47.5318,
Rio das Pedras,-22.8417,-47.6047,
Saltinho,-22.8442,-47.6754,
Pontes Gestal,-20.1727,-49.7064,
Riolândia,-19.9868,-49.6836,
Rosana,-22.5782,-53.0603,
Sabino,-21.4593,-49.5755,
Sales,-21.3427,-49.4897,
Sales Oliveira,-20.7696,-47.8369,
São José da Bela Vista,-20.5935,-47.6424,
Salesópolis,-23.5288,-45.8465,
Cabreúva,-23.3053,-47.1362,
Salto,-23.1996,-47.2931,
Ribeirão do Sul,-22.789,-49.933,
Salto Grande,-22.8894,-49.9831,
Fernando Prestes,-21.2661,-48.6874,
Pindorama,-21.1853,-48.9086,
Santa Adélia,-21.2427,-48.8063,
Santa Cruz da Conceição,-22.1405,-47.4512,
Espírito Santo do Turvo,-22.6925,-49.4341,
Santa Cruz do Rio Pardo,-22.8988,-49.6354,
São Pedro do Turvo,-22.7453,-49.7428,
Aspásia,-20.16,-50.728,
Nova Canaã Paulista,-20.3836,-50.9483,
Rubinéia,-20.1759,-51.007,
Santa Clara d'Oeste,-20.09,-50.9491,
Santa Fé do Sul,-20.2083,-50.932,
Santana da Ponte Pensa,-20.2523,-50.8014,
Santa Rita d'Oeste,-20.1414,-50.8358,
Santa Salete,-20.2429,-50.6887,
Três Fronteiras,-20.2344,-50.8905,
Igaratá,-23.2037,-46.157,
Santa Isabel,-23.3172,-46.2237,
Santa Maria da Serra,-22.5661,-48.1593,
Araçariguama,-23.4366,-47.0608,
Pirapora do Bom Jesus,-23.3965,-46.9991,
Santana de Parnaíba,-23.4439,-46.9178,
Santa Rita do Passa Quatro,-21.7083,-47.478,
Piquerobi,-21.8747,-51.7282,
Ribeirão dos Índios,-21.8382,-51.6103,
Santo Anastácio,-21.9747,-51.6527,
Santo André,-23.6737,-46.5432,
Santo Antônio da Alegria,-21.0864,-47.1464,
Santo Antônio do Aracanguá,-20.9331,-50.498,
Santos,-23.9535,-46.335,
Santo Antônio do Pinhal,-22.827,-45.663,
São Bento do Sapucaí,-22.6837,-45.7287,
São Bernardo do Campo,-23.6914,-46.5646,
São Caetano do Sul,-23.6229,-46.5548,
São Carlos,-22.0174,-47.886,
Aguaí,-22.0572,-46.9735,
Águas da Prata,-21.9319,-46.7176,
Santo Antônio do Jardim,-22.1121,-46.6845,
São João da Boa Vista,-21.9707,-46.7944,
Nuporanga,-20.7296,-47.7429,
Orlândia,-20.7169,-47.8852,
São Joaquim da Barra,-20.5812,-47.8593,
Arapeí,-22.6717,-44.4441,
São José do Barreiro,-22.6414,-44.5774,
Guapiaçu,-20.7959,-49.2172,
São José do Rio Preto,-20.8113,-49.3758,
Paraibuna,-23.3872,-45.6639,
São José dos Campos,-23.1896,-45.8841,
Lagoinha,-23.0846,-45.1944,
São Luiz do Paraitinga,-23.222,-45.3109,
Pratânia,-22.8112,-48.6636,
São Manuel,-22.7321,-48.5723,
São Miguel Arcanjo,-23.8782,-47.9935,
São Paulo,-23.5329,-46.6395,
Alumínio,-23.5306,-47.2546,
Ibiúna,-23.6596,-47.223,
Mairinque,-23.5398,-47.185,
São Roque,-23.5226,-47.1357,
São Sebastião,-23.7951,-45.4143,
Divinolândia,-21.6637,-46.7361,
São José do Rio Pardo,-21.5953,-46.8873,
São Sebastião da Grama,-21.7041,-46.8208,
Cravinhos,-21.338,-47.7324,
Luís Antônio,-21.55,-47.7801,
Santa Rosa de Viterbo,-21.4776,-47.3622,
São Simão,-21.4732,-47.5518,
Serra Azul,-21.3074,-47.5602,
São Vicente,-23.9574,-46.3883,
Sarapuí,-23.6397,-47.8249,
Santa Cruz da Esperança,-21.2951,-47.4304,
Serrana,-21.2043,-47.5952,
Monte Alegre do Sul,-22.6817,-46.681,
Serra Negra,-22.6139,-46.7033,
Socorro,-22.5903,-46.5251,
Sorocaba,-23.4969,-47.4451,
Tabapuã,-20.9602,-49.0307,
Tabatinga,-21.7239,-48.6896,
Taboão da Serra,-23.6019,-46.7526,
Taguaí,-23.4452,-49.4024,
Tejupá,-23.3425,-49.3722,
Tambaú,-21.7029,-47.2703,
Tapiraí,-23.9612,-47.5062,
Tapiratiba,-21.4713,-46.7448,
Cândido Rodrigues,-21.3275,-48.6327,
Dobrada,-21.5155,-48.3935,
Taquaritinga,-21.4049,-48.5103,
Coronel Macedo,-23.6261,-49.31,
Taquarituba,-23.5307,-49.241,
Taubaté,-23.0104,-45.5593,
Teodoro Sampaio,-22.5299,-52.1682,
Jumirim,-23.0884,-47.7868,
Laranjal Paulista,-23.0506,-47.8375,
Tietê,-23.1101,-47.7164,
Timburi,-23.2057,-49.6096,
Torrinha,-22.4237,-48.1731,
Trabiju,-22.0388,-48.3342,
Arco-Íris,-21.7728,-50.466,
Tupã,-21.9335,-50.5191,
Ubatuba,-23.4332,-45.0834,
Dolcinópolis,-20.124,-50.5149,
Estrela d'Oeste,-20.2875,-50.4049,
Paranapuã,-20.1048,-50.5886,
Santa Albertina,-20.0311,-50.7297,
São Francisco,-20.3623,-50.6952,
Urânia,-20.2455,-50.6455,
Vitória Brasil,-20.1956,-50.4875,
Irapuã,-21.2768,-49.4164,
Urupês,-21.2032,-49.2931,
Louveira,-23.0856,-46.9484,
Valinhos,-22.9698,-46.9974,
Vinhedo,-23.0302,-46.9833,
Bento de Abreu,-21.2686,-50.814,
Guararapes,-21.2544,-50.6453,
Lavínia,-21.1639,-51.0412,
Rubiácea,-21.3006,-50.7296,
Valparaíso,-21.2229,-50.8699,
Itobi,-21.7309,-46.9743,
Vargem Grande do Sul,-21.8322,-46.8913,
Araçoiaba da Serra,-23.5029,-47.6166,
Votorantim,-23.5446,-47.4388,
Álvares Florence,-20.3203,-49.9141,
Cosmorama,-20.4755,-49.7827,
Parisi,-20.3034,-50.0163,
Votuporanga,-20.4237,-49.9781,
